"ranking","Chinese.origin.data","Yandex.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Yandex.translated.data."
10,"俗","Customs",1
10,"假高端的失败之作","Fake high-end failure",1
10,"傻逼","Stupid",1
10,"光看电影院50%多的排片量就知道电影公司和总菊间的腐败，典型的天朝式作风。电影本身已过时，想给负分滚粗！","Look at the cinema more than 50% of the discharge sheet amount know film companies and the total Ju between the corruption, the typical celestial style style. The movie itself is outdated, want to give negative points roll rough it!",0.741914
10,"全场笑得有点沉重，旧瓶装新酒，不怎么高明。值得一看的也只有最后的道歉。还会有多少人这样切肤地体会到土地，水源，空气，对于人类生存和发展的意义。地球母亲还会给我们多少赎罪的机会~~","The audience laughed a little heavy, new wine in old bottles, not very clever。 Worth a look but also only the last apology. Also how many people would have such a cut skin to experience the land, water, air, for human survival and development of meaning. Mother Earth will also give us much chance at redemption.~~",0.786171
10,"全篇没亮点，没高潮，一颗星给宋丹丹。电影票20块，突然觉得好浪费，应该买俩包子吃~~~~","The whole article didn't highlight, no climax, one of the stars to the song Dan Dan. Movie tickets 20 bucks, and suddenly felt good to waste, you should buy two buns to eat~~~~",0.881557
10,"其实不至于那么差，但是小刚那傲慢的态度其实可以扣到负分。王朔给片子带来了点黑色幽默的东西，无奈冯导像在拍散文，糟蹋了王朔的心思！演员连葛大爷都毁了，我就不说其他人了~","Actually not that bad, but just that arrogant attitude can actually buckle to the negative points. Wang Shuo gave the film brings up the point of black humor stuff, but von guide like in beat prose, spoil the Wang Shuo's mind is! The actor even GE uncle are ruined, I will not say to other people.~",0.727392
10,"其实范伟那段演的真心不错，郑恺长得真好看，可是后面那些都是些什么狗屎。。。根本不知道要讲什么，牵强附会，最恶心的是那个公益广告。。。","In fact, fan Wei that period of playing really good, Zheng Kai looks really nice, but behind those are what shit is... Don't know want to say what, far-fetched, the most disgusting is that social advertising is.",0.88429
10,"再次证明了中国喜剧乃至中国电影的失败不在于技术的落后，而在于意识形态独和谐裁下的犬儒主义，所谓的三个故事就是讲当官不容易、冯小刚不容易、有钱人不容易，所谓正能量就是劝老百姓要知足，最后还继续谄媚的代表老百姓向大自然道歉，呵呵，冯小刚真是既要当婊和谐子又要立牌坊的伪君子典范","Proving once again that the Chinese Comedy and even the Chinese film fails is not the technology behind, but that ideology alone the harmony of the conference following the cynicism, the so-called third story is about when the officer is not easy, Feng Xiaogang is not easy, the rich man is not easy, the so-called positive energy is to persuade the people to contentment, and finally also continue to cringe representatives of the people to the nature to apologize, Oh, Feng Xiaogang is really both want to be bitch harmony of the child and to torii hypocrite model",0.802369
10,"冯导再一次证明了自己有多烂：想要批判拜金，自己先拜倒在金钱之下；想要批判庸俗，无奈走上庸俗的不归路；想要批判对自然的不尊重，却忘记了对电影艺术的尊重。也许冯王的初衷是好的，能意识到当下中国人的心理弊病，但是作为一位电影导演，拍出如此之多能砸钱但水平不及春晚小品的电影作品，休想讨好","Von the guide once again proves how rotten: if you want to critique the obsession with money, their own first bowed in money; want to critique the vulgar, helpless to walk on the vulgar to the point of no return; you want to critique the nature of disrespect, but forget the movie The Art of respect. Maybe von the King's mind is good, can realize the moment the Chinese People's psychological ills, but as a film Director, to shoot so much to throw money but the levels are less than Spring Festival evening pieces of films, can't please",0.779174
10,"冯导回家好好治白癜风或者以后专业搞春晚吧别出来拍这种恶心别人的电影儿了","Von guide home a good cure for vitiligo or professional to engage in the show and don't out shoot this disgusting someone else's movie.",0.767099
10,"冯导圈钱赚棺材本和腆脸说自己牛逼的良心之作，第二章我都不好意思看。王朔写了仨春晚小品啊这是。人物零厚度，剧情零带入感，逻辑被狗吃。俩老人拼了命跨越n道代沟炒自己冷饭试图逗乐银幕前的年轻人真是不容易。除了失33里的黄小仙再也没有适合白百合浮夸演技的角色了。","Von the guide ring money earn the coffin of the present and shy face that own t of conscience, the second Chapter I was too embarrassed to look. Wang Shuo wrote three of the Spring Festival Gala sketches. this is. Character zero Thickness, the plot zero into the sense, the logic is the dog to eat. Both the old man hard across the n channel generation gap fry their own cold rice tried to tickled the screen before the young man really not easy. In addition to the loss of 33 in the yellow small fairy no longer suitable for white lilies flamboyant acting roles.",0.887826
10,"冯导想说的几句话：1.官员其实都是好人，之所以腐败，那是被人民群众给逼的。（WQNMLGB!）2.导演其实都是好人，拍烂片，那是被观众给逼的。（WQNMLGB!）3.我们（指冯导等人）其实还是有人性有良心的。（。。。。。。） 4.不是我们虚伪，换成你，你也会虚伪的。（。。。。。。）","Von the Guide to say a few words: 1. The officials are actually good people, the reason for corruption, it is the masses of the people to force. （WQNMLGB!） 2. The Director actually is a good guy, shoot a bad film, it is the audience to make. （WQNMLGB!） 3. We refer to von guide, who actually or someone of conscience。 （。。。。。。） 4. Not our hypocrisy, and replaced you, you will also hypocritical. （。。。。。。）",0.876675
10,"冯导最终还是把自己给糟蹋了，我真的后悔看这个部环保宣传片，如果我今天没买票进场，咱们还是想见不如怀念，现在还是相忘于江湖吧","Von the guide eventually put himself to waste, I really regret watching this portion of the environmental propaganda piece, if I didn't buy a ticket for entry, we still want to meet as miss, now or in the phase forget in rivers and lakes.",0.74924
10,"冯导这部春晚预告片剪得真好看！要段子有段子要抒情有抒情！年三十晚得锁定央视了！","Von guide this portion of the show trailer was cut really nice! To piece have piece to the lyric the lyric is! Thirty late have locking CCTV!",0.863909
10,"冯小刚","Feng Xiaogang",1
10,"冯小刚力竭","Feng Xiaogang exhaustion",1
