"ranking","Chinese.origin.data","Yandex.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Yandex.translated.data."
10,"一团糟 我能说最后的结尾和这个片子有半毛钱的关系啊？","A mess I can say that finally the end and this film is half a dime a relationship?",0.220752
10,"一开头就想弃 蹩脚 什么跟什么啊","A beginning would want to discard crappy what with what?",0.198394
10,"一星？都嫌多啊！","A star? Are too much Ah!",0.25058
10,"一星不能再多了，因为我不知道讲的是什么………影院的椅子睡得太不舒服了…！！！！","A star can no longer more, because I don't know about what......... Cinema chair sleeping too uncomfortable...！！！！",0.0769905
10,"一星友情给葛大爷。。。可以打0的么","A star friendship to GE uncle is... You can hit 0?",0.163152
10,"一星是给自己的 这么难看的电影竟然还坚持看完 我想说我是个有毅力的人真的","A star is to own such an ugly movie turned out to also adhere to the reading I want to say I'm a persistent person really",0.250321
10,"一星给公益广告 白百合有演技？","A star to the public advertising of the white Lily there are acting for?",0.250574
10,"一星给宋丹丹，半星给范伟。明知是假的，当然什么诱惑都没力度，记得甲方乙方里把某土豪真的忘在村里边给饿得绝望，那个可信。而私人订制里全是假和说教，不就是过演戏的瘾么，看起来每个客户都是想过演员的瘾而已。一星半","A star to the song Dan Dan, the half-star to Fan Wei. Knowing that is a fake, and of course what temptation have no strength, remember that Party a party B to a tyrant really forget in the village inside to the hungry despair, that credible. While private customized full is false and the preaching, not that over-acting addiction?, the look each customer is thought the actor's addiction. One star half",0.285733
10,"一星给我自己，特热诚得买了电影票，结果看了部妈蛋一样的电影。看之前想着，怎么冯小刚的片子才5.3。看完之后觉着这片竟然能到5.4。一群有头有脸的咖们打造出的糟粕集中营，除了打心底里的唾弃，那还能有啥？！","A star to my own, dedicated to buy a movie Ticket, the results to see a portion of the Mother Egg is the same as the movie. See before thinking, how to Feng Xiaogang's film only 5. 3. the After reading think this piece turned out to be 5. 4。 A group has a head with a face coffee are build out of the dregs of the camps, in addition to hit the bottom of my heart spurned, it can also be what's that?!",0.114396
10,"一星给时间都去哪儿了","A star to time?",0.217617
10,"一星给李小璐大美女跟最后一则小笑话。再无其他惊喜。","A star to Li Xiaolu big beauties with the last a small joke. There are no other surprises.",0.234296
10,"一星给范伟…","A star fan Wei...",0.252027
10,"一星给范围，丹姐是去打酱油了吧","A star to the range, Dan sister is to soy sauce.",0.28798
10,"一星给葛优和栾树。没什么好说的，感觉冯小刚不想干了","A star to the GE you and Luan tree. Nothing to say, feeling of Feng Xiaogang do not want to dry.",0.267599
10,"一星给葛大爷！太高雅了，让我等俗人望尘莫及～","A star to GE you know. Too elegant, so I'll wait for the laity in the dust to",0.269873
10,"一星给葛大爷，一星给白云阿姨，两位除外，其他人表演真心渣！除了我，还有人觉得李小璐挤胸完全无美感么？","A star to GE uncle, one star to the Baiyun aunt, two except, the other people performing really slag! In addition to me, there are people who think Li Xiao Lu extrusion breast completely non-beauty?",0.232745
10,"一星给风景，不用谢。","A star to the scenery, you're welcome to.",0.270625
10,"一星给风景，毕竟花了那么多钱","A star to train, after all, spent so much money",0.246765
10,"一星郑恺。冯小刚能不能不要这么傻了。","A star Zheng Kai's. Feng Xiaogang could not fail to be so silly.",0.195733
10,"一星都嫌多，除了范伟那个。。。","A star are too much, in addition to Fan Wei that is...",0.219429
10,"一星都覺得給多了！你丫用腳後跟拍的吧！","A star think to much! Your crotch with the heel shot!",0.280106
10,"一电影被拍成了旅游宣传片公益片外加逗贫嘴的小品。","A movie was made into a tourist publicity sheet public sheet plus amuse garrulous sketches.",0.268285
10,"一看见白百合龇牙咧嘴的血盆大口我tm就害怕！！","A saw the white Lily grimace toothy Maw I tm was afraid of!!",0.286288
10,"一肚子的脏话都写日记本儿上了 在这我只想留一个字儿：艸！！！！","A lot of the swear words are written the diary while on a in this I just wanted to leave a word picture: the cottage！！！！",0.136478
10,"一腔俗血表面看是在嘲讽，可怎么看都透着冯小刚的想雅却雅不起来，想深刻却能力不够的一股子酸腐味。看您这病的也不轻！","A vulgar blood to the surface to see is in the taunt, how to look reveals a Feng Xiaogang want to ya but ya not up, think you're ability to not enough to tend sour flavor. See you this disease not light!",0.19629
10,"一部不懂装懂而且低俗装逼的电影(╯﹏╰)b","A portion of the property and grungy loaded to force the movie(╯﹏╰)b",0.248629
10,"一部喜剧片如果不搞笑的话那就太搞笑了……好像还没有哪部影片能让我在电影院如坐针毡只恨不能快进——因为如果不抱期待的片子也根本不会去看……看这片子真的是成全了冯导，恶心了自己……","A Comedy if not funny words that would be too funny....... It seems like no movie can let me in the cinema on pins and needles just really wanted to fast forward-because if you do not hold the look of the film also did not go to see...... Watching this film really is the fulfillment of the von guide, the nausea of the own......",0.221479
10,"一部没有主题，不知所云，烂到没有底线的电影…今年的贺岁档真是惨不忍睹。。。","A no topic, unintelligible, rotten to the bottom line of the movie...this year's New Year gear is really appalling.... and",0.266429
10,"一部能让你看到睡觉的电影，一星真不能再多了！！！！","A portion will allow you to see the sleeping movies, a star really no longer much.！！！！",0.085206
10,"一開始以為是超級大廣告 後來看了才知道是雞肋的笑話片段。病態社會下的病態喜劇 到最後才有點些許能用正常思維去思考的道歉。賀歲片好失望。。。","A start thought is a super large ad later to see to know is a tasteless joke clips. Morbid society morbid Comedy to last only a little bit can use normal thinking to think the apology. Surreal to be disappointed with.",0.153019
10,"一颗星，不能再多。","A star, not then.",0.287695
10,"一颗星不能更多了，2013最烂。","A star can not be more, 2013 the most rotten.",0.285187
10,"一颗星给时间都去哪了那分钟，其他部分真的只能0星。想看郑恺裸体嘻嘻","A star to the time? that minute, the rest really can only be 0 stars. Want to see Zheng Kai Nude.",0.214797
10,"一颗星给李小璐的胸。","A star to Li Xiaolu's chest.",0.275915
10,"一颗星都不想给！烂得无力！","A star don't want to give! Rotten too!",0.264219
10,"不如搞个电视剧啊…………","Better to get a TV series.............",0.260113
10,"不想说啥，无力吐槽，这么烂的片子还好意思把电影院的排片表占完了？！","Don't want to say anything, unable to tucao, so rotten film have the nerve to put the cinema row piece table accounted for over that?!",0.282432
10,"不能再低，这是什么水准，你以为你在演小品吗，烂片中的战斗机！！！！","Cannot again low, which is what level you think you play pieces?, rotten in the film The fighter！！！！",0.208676
10,"不能再多了...............","Not more...............",0.282504
10,"东拼西凑的段子有意思吗？","A patchwork piece is interesting?",0.230805
10,"东拼西凑的烂片，到底想说啥估计导演自己都不知道，还花那么多钱，太败家了！以为砸钱就是大制作了！无语！","A patchwork of rotten piece, in the end want to say what estimation the Director himself did not know, but also to spend so much money, too prodigal up! Think throwing money is the big production! Speechless!",0.223088
10,"中国人就那么贱吗？那么烂还非得去看？SB？就跟之前的富春山一样，妈蛋都尼玛跑去贡献票房！你们脑子进水了？把票房捧那么高，他们能不嘚瑟？？看片或都知道是部什么样的电影，还傻X兮兮的往电影院跑？脑容量干嘛用了？","The Chinese is it so cheap? So rotten also have to go see? SB for? Just like before the fuchun mountain, mom. eggs are fucking running to the contribution to the box office now! You stupid? The box office holding so high, they can not tinkling Joseph is?? See or know is what kind of movies also silly X dirty to a cinema to run? Brain capacity, why?",0.073688
10,"为了给差评，所以给了一颗星，本意是一颗星都嫌多～～太烂了，哈哈哈，也只能是无所事事的时候去看看打发时间。","In order to give a bad review, so give it a star, intended to be a star were too much to too rotten, ha ha ha, also only is idle time go to see pass the time.",0.221244
10,"为什么没有零颗星？？？","Why no zero stars? the??",0.22285
10,"为什么那么多导演都老想着教育观众？我花钱看场电影还受一通教育，我要不要叫你爸？","Why do so many Directors are of the old thinking about education audience? I pay to see a movie is also affected by a General education, I want to call you dad?",0.233196
10,"乌七八糟，鸡零狗碎，这些曾经辉煌过的喜剧导演能不能不一个接一个以致敬的名义毁自己的作品。","A horrible mess out there, the 鸡零狗碎, these have been brilliant Comedy Director can not fail one by one so that the king on behalf of the destruction of their works.",0.27543
10,"乱七八糟……内容一点逻辑关联都没有……一星不能再多了……","Mess...... Content little logical Association are not...... One star not more.......",0.250284
10,"什么呀这是......完全没有笑点好么......","What? this is...... Absolutely no punchline?......",0.219347
10,"从头到尾没一个地方笑了。。。看完后只想说浪费了票钱！！！坑钱啊。。。纯粹的坑钱！剧情？没新意就算了，还搞得这么矫情，恶心！","From start to finish not a place to laugh. After reading just want to say a waste of the ticket money now! Pit of money. The sheer pit of money! Plot? No novelty even, also make it so hypocritical and disgusting!",0.243451
10,"从来没写过评价，实在的觉得太差了，一定要给最低分，拉低平均分。苗圃那段，表达个什么，好吧，不想表达什么，只是娱乐一下，可是，那也叫娱乐；范伟那段，说人性吗？说制度吗？，好吧，还是为了娱乐，我想问哪有娱乐啊；高雅、低俗那段，真的我们这平头老百姓理解不了，你是要拍艺术片吗？还是呐喊？","Never wrote reviews, really feel too poor, be sure to give the low, low average points. The nursery that period, Express a what, okay, don't want to Express what, just entertainment about it, however, it is also called the entertainment; fan Wei that, to say of human nature? Said system? Well, still for the sake of entertainment, I want to ask which has entertainment Ah; the elegant and the vulgar that, really we this the GRUB of the common people to understand you is to shoot the piece of art? Or scream it?",0.280827
10,"作为电影来说，他就这么一拍，你就这么一看，完了。。。。。","As a movie, he just one shot, you just a look over.。。。。。",0.159771
10,"你想表达什么？贪官抓完了？环境治理了？","You want to Express? Corrupt officials caught? Environmental governance?",0.227235
10,"你爸妈知道你拍了部这么烂得电影吗","Your parents know you took a part so bad was the movie?",0.27677
10,"你确定这是贺岁片？？？","Are you sure this is surreal it???",0.234351
10,"俗 烂 差 还不如甲方乙方呢 弄了一些个低俗没劲的段子哄孩子呢？！","Vulgar rotten difference might as well party A to party B? got some a vulgar and boring piece of coax kids?!",0.242705
10,"傻不拉几的电影， 一锅大杂烩。","Silly 不拉几 movie, a pot of hodgepodge.",0.260308
10,"内容呢？剪辑呢？演技呢？","Content? Clip? Acting?",0.23467
10,"再不看冯小刚新片了，哪儿跟哪儿啊！ 王小波站在坑前举牌子说这有坑，冯小刚还远没到这境界，太难看了","Don't see Feng Xiaogang new sheet, 哪儿跟哪儿! A. standing in the pit before the lift sign says it has a pit, Feng Xiaogang is still far not to this realm, too ugly.",0.235853
10,"冯导  你拍这么烂的电影你家里人知道吗？？？？","Von guide your shot so rotten movies your home to people you know?？？？？",0.103797
10,"冯导 您真是多虑了 还真不是光影评人黑您 可能就像您说的 群众里有好多我们这样的坏人 总黑您。。。总之一句话 您太高雅了 我就一大俗人 真心看不懂您的高大上。。。太庆幸没去电影院看这部电影了！！嗯嗯","Feng guide you to what many consider a also really not light critic black you may be like you said the masses there are a lot of us so the bad guy always black you... In a word you are too elegant, I'm a big laity really understand your tall and... Too glad not to go to the cinema to see this movie!! Hmm",0.15823
10,"冯导已经回不去了…….四位大师仅是一个噱头，电影里完全没有体现其作用；.广告中插播电影；.结尾想升华但升的太过牵强。","Von guide have been no going back........ Four masters just a gimmick, and the movie completely did not reflect its role;. Advertising insertion movies;. End want to sublimation but allow too far-fetched.",0.253771
10,"冯导我就是畜生你特么来打我呀系列·2。面对冯导我从来都不讲理我就是恶意刷低分我就是不看电影打低分怎么着？你看不起我们我们何必看得起你？","Von the guide I'm the beast you got to hit me Series·2。 The face of Feng guide I'm never unreasonable. I is a malicious brush low I just do not see the movie hit a low? You look down on us. we why respect you?",0.214556
10,"冯小刚，你不是骂我们豆瓣人民傻B吗？你不是说我们不懂蒙太奇吗？你不是看不上我们豆瓣吗？唉……这样一次性爆发的无病呻吟，连以前低眉顺眼的观众都看不下去了。冯小刚真是老了，老到不能接受一丝来自大众提出的可行性意见。这样牵强做作的电影没有市场了，观众有审美了，唉…护舒宝啊……","Feng Xiaogang, you're not cursing our watercress people silly B? Didn't you say that we don't understand montage? You are not do not see on our watercress? Alas...... This one-time outbreak of making a fuss, even before 低眉顺眼 of viewers are watching not go on. Feng Xiaogang's really old, so old can't accept a wire from Volkswagen presented the feasibility of the observations. Such a far-fetched affectation of the film is no market, the audience has aesthetic, alas...whisper.......",0.0944106
10,"冯小刚大概是想钱想疯了？这么个煞笔片子，只有前半部分能看，后面这么做作是为了啥？","Feng Xiaogang is probably want money like crazy? So realize it's just a film, only the first half of the can see, the back is so contrived in order to what?",0.266222
10,"冯小刚好狂啊？？？","Feng small just mad? that??",0.19836
10,"冯小刚应该向电影道歉。炒冷饭都能炒得这么差劲，还以高高在上的姿态讽刺电影市场，真是不知道该说什么好。","Feng Xiaogang should be to film an apology. A rehash can be fried so bad, but also to the superior attitude of the satirical Film Market, really not sure what to say.",0.267249
10,"冯小刚收了好多厂商的广告费，打算拍个电影都装进去，就去找王朔写本子，关键王朔也江郎才尽，说干脆炒冷饭拍个甲方乙方2吧，于是冯导找了一帮华谊股东来捧场，因为片酬给的少，所以每个人都是客串，不过片酬不重要，大牌云集票房就有保证，票房高了股票就涨了。于是，每个人都高兴的盆满钵满。","Feng Xiaogang received a lot of vendors advertising fees, intends to shoot a movie all Packed into it, just look for Wang Shuo to write the book, the key is Wang Shuo also run out of ideas, said simply a rehash of a shoot of a party a party B 2 now, so Feng turned to find a bunch of Huayi shareholders to cheer, because the paycheck to less, so everyone is a cameo, but the paycheck is not important, the big names gathered at the box office is guaranteed, the box office high The Stock will go up. Thus, everyone is pleased with the pours.",0.264461
10,"冯小刚绝对是江郎才尽了，几段小品外加几个网络段子就拼出一部电影，完全就是各种广告中植入电影，他爸妈知道他这么商业吗？","Feng Xiaogang is absolutely run out of ideas, a few paragraphs sketch plus a few network scripts will spell out a movie that is completely a variety of advertising implanted in the movie, his parents know that he's so commercial?",0.22627
10,"冯小刚还能拍这么烂的片，好奇怪！还有王朔竟然是编剧，有点儿丢人了……不知道笑点在哪里！！","Feng Xiaogang also can shoot so rotten sheet, curious! There is Wang Shuo turned out to be a screenwriter, a sort of embarrassment....... Don't know the punchline where is it!!!!",0.218282
10,"分几次终于看完了。。这部电影究竟想表达个肾嘛？？圆梦之后最后出现个道歉篇是什么JB立意？？？","Several times and finally finished it.. This movie actually want to Express a kidney? for? The interpretation of dreams after the last occurrence of a apology essay what is the JB with the intention of it???",0.250344
10,"刺激就有了批判的味道，和影片所说的俗片有冲突，冯大导是搬石头砸自己的脚。整体差，拍了一回烂片胆承认嘛，辩什么呀","The stimulus will have a critique of taste, and the film of said tacky sheet has a conflict, von Large the guide is 搬石头砸自己的脚 it. The overall difference, took a back rotten piece of guts to admit well, the defence is what?",0.129744
10,"前面是喜剧，后面是正剧，差评！！！！！！！！！！！","The front is a Comedy, the latter is a social drama.！！！！！！！！！！！",0.148495
10,"印象里冯小刚的镜头表达不应该那么差，结果在youtube上看了一会儿打完才发现，这货拍的一直都那么差。","Impression in Feng Xiaogang shot the expression should not be so poor results on youtube watch a little bit of playing only to find out that this shoot has been so poor.",0.276961
10,"受不了！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！","Can't stand！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！",0.23435
10,"只能说没有最烂，只有更烂，烂到想退票，哎.....","Can only say there is no worst, only more rotten, rotten to want a refund, eh.....",0.27027
10,"各种广告植入，没玩没了！","A variety of advertising implant, didn't play no more!",0.287932
10,"各种直白恶心的植入广告，各种抄袭的旧段子，各种狗血做作的煽情，成全自己恶心别人，冯小刚完全做到了。。。。","A variety of straightforward nasty ads, a variety of copying old scripts, a variety of the idea contrived sensationalism, to fulfill their disgusting others, Feng Xiaogang is completely done。。。。",0.188065
10,"和甲方乙方不是一个级别的，故事太烂了，完全没有逻辑性可言，完全是侮辱观众智商。冯小刚，你可以下课了。","And party A to party B is not a level, the story sucks, totally not logical at all, is completely insulting the audience IQ. Feng Xiaogang, The you can school.",0.279138
10,"哈哈哈哈，不仅仅是烂的原因吧，让人焦虑了都。一个司机花那么多钱就实现这么一个破白日梦，这样的故事你告诉我是写实，讽刺现实哈哈哈哈，怎么可能！！","Ha ha ha ha, not only is a rotten reason for it, people anxiety. One drivers spend so much money to achieve so a broken pipe dream, so the story you tell me is realistic, the ironic reality ha ha ha ha, how could it!!!!",0.114223
10,"哎，不多说了。必须要给一星吗。。。。","Hey, not much to say. Have to give a star?。。。。",0.214977
10,"哦 又是白百合啊 怎么又是白百合咯 怎么又是白百合咯 怎么又是白百合咯 怎么又是白百合咯  白百合滚出电影圈好不咯","Oh and is the white Lily. 怎么又是白百合咯 怎么又是白百合咯 怎么又是白百合咯 怎么又是白百合咯 white Lily-get out of cinema okay.",0.124433
10,"啥也不说了。笑点这么低的我，竟然一次没笑。剧情和甲方乙方有啥区别？黔驴技穷了！","What also do not say. Punchline so low of me, turned out once did not laugh. The plot and the Party a party B so what's the difference? Ideas!",0.151854
10,"四个段子＋一个公益广告，你好意思叫电影？还什么平均一分钟笑一次，妈的，全场笑声0次，稀稀拉拉的笑声也就平均20分钟一次，好意思叫喜剧片吗？","The four piece + a public service announcement, how are you meant to call the movie? Also what is the average a minute to laugh once, shit, the audience laughter 0 times, scattered laughter also on average 20 minutes at a time, and the nerve to call Comedy?",0.249832
10,"因为有之前的三T公司和甲方乙方，所以这要是别人拍出来东施效颦的，也就给2星了，处女作还能考虑给个3星半。冯导，您都要弄着村晚在年夜饭出现了，贺岁片拍成这样，这年让人怎么期待啊？","Because before the three-T company and party A to party B, so that if someone shoot to shat myself. also gave 2 stars, debut can also consider giving a 3 star and a half. Von the guide, you are going to get to the village late in the dinner appeared, surreal shot into a so, this year let the people how look?",0.199093
10,"国产不抱希望，但是也不能烂成这样。几段微电影拼成一步大电影冯小刚胆子也真大。电影还真是暴利行业。结尾突然扯到大自然，给大自然道歉……说教性质这么明显，又不是让你拍科教片。结尾恭贺新年什么的也他妈和狗皮膏药一样！","Domestic do not hold hope, but not rotten. A few paragraphs of micro-film lower beds that convert into a further large movie Feng Xiaogang courage is also really big. The movie also is really lucrative industry. End suddenly ripped into nature, to the nature of apology...... Didactic nature of so obvious, but also not allow you to shoot which used to. At the end congratulate the New Year or something. also his mom and quot;!",0.274042
10,"在中国，有一个奇怪的现象，烂片很卖座，因为大家都想看看，到底有多烂，这样，就可以吐槽了.但是，这助长了拍烂片的导演的风气","In China, there is a strange phenomenon, a bad film a hit, because everyone wanted to see just how rotten, so that it can tucao. However, this contributed to shoot a bad movie in the Director's ethos",0.235334
10,"大烂片儿！！！！！","A large rotten piece！！！！！",0.186732
10,"好久没有看到这么烂的电影了……","Long time no see so bad a movie.......",0.171672
10,"好久没有这么差的观影体验了，想创造笑点，又想嘲讽现实，但处处是妥协，一副糊弄人智商的架势。可怕的三段式，没有任何电影的模样","Long time not so poor viewing experience, wanted to create humor, but also wanted to taunt reality, but everywhere is a compromise, a pair of fool people IQ the posture. The terrible three-section, no movie appearance",0.286055
10,"好久没看到这么笑不出来的催眠东西了 这么一比较 不二神探都有趣了很多……","Long time no see so laugh does not come out of the hypnosis stuff so a comparison does inspector gadget have fun a lot......",0.109642
10,"如果没有结尾的那个段子我还想这片子不至于那么那么那么烂，这个段子几年前就烂了，这王朔是脑子被门挤了么？电影整个故事都是不接的，由四段像小品一样的片段组接在一起，剧中的四个主人公也没有任何性格生气，只是4个为了影片进行的活道具，他们的出现突兀，也没有交代背景人物刻画的空洞无力。","If there is no end of that piece I also think that the film does not so so so bad, this piece a few years ago on rotten, that Wang Shuo is the brain is the door to squeeze? Movie the whole story is not connected, consists of four segments like the sketch-like fragments group together, play in four of the hero without any character angry, just 4 In order to film for live props, they appear abruptly, there is no account of the background of the characters portrayed in the voids weakness.",0.232354
10,"如果没有赠票，谁会去看？江郎才尽就别出来丢人现眼了。葛大爷的演技都被一帮小年轻拉低了。","If there are no complimentary tickets, who will go to see? Run out of ideas just do not come out disgrace. GE uncle of the acting is a little young to pull low.",0.272205
10,"妈的这新的一年看了这么几部恶心的电影。逼我骂街对么","Damn this new year to see so few disgusting movies. Make me squalling, right?",0.282205
10,"完全唔知up乜，一d都唔好笑。除了植入广告其他咩都get唔到。","Completely well-known up-what, A d are, well, funny. In addition to the implantation of advertising other BAA are to get well.",0.286592
10,"完全的扯淡，没内涵，没深意，说是喜剧不够喜剧，论剧情没剧情，糟透了","Complete bullshit, no meaning, no deep meaning, said to be a Comedy not a Comedy, on the plot no plot, awful.",0.266655
10,"完全看不下去，这种片，多看一分钟都是在浪费生命。一点不夸张。怀疑拍摄年代是不是在十年前啊？","Completely see not go down, this piece, more than see a minute is a waste of life. A little exaggeration. Suspect shot's isn't ten years ago?",0.234406
10,"导演 您是不是想说的太多了 您能不能给我们解释一下最后一段世界道歉日是怎么个意思 哎 笑不出来也骂不出来的节奏 大广告牌做的其实还挺有噱头的 结果 这片子估计就是真人秀的一个拼版VCR吧 故事不是这样讲的好不好啊大导演 哭了。","Director you are not want to say too much, can you give us explain the last paragraph of the world apology day is what mean Hey laugh does not come out also scold not to come out of the rhythm of the large billboards do actually kinda have a gimmick a result of the film estimation is the reality of an imposition VCR. the story is not so speak of?? large Director cried.",0.244897
10,"小刚，我一般不给一星的。听说你在微博上向观众开炮了，这么说吧，你和张艺谋中间差不多隔了七八百个张亮。什么？张亮是厨子？什么？你居然不是厨子？？？","Small just, I generally don't give one star. Heard about you on Twitter, the audience fire, so to speak, you and Zhang Yimou in the middle of almost every seven or eight hundred Zhang light. What? Liang Zhang is a cook it? What? How dare you not cook it???",0.169196
10,"就图一乐呵，看了出来啥也记不得了。","On Figure A The Music, uh, watch out? also can't remember. it.",0.263155
10,"就是一个甲方乙方2， 拍的有点俗， 貌似冯导技穷了。。。。。。","Is a party a party B 2, shoot a little vulgar, seemingly Feng guide technology poor.。。。。。。",0.262326
10,"巨没劲，完全是零笑点，尼玛这叫喜剧？？","Giant boring, completely is zero punchline, and NIMA this is called a Comedy is??",0.277475
10,"店要这么开不一定关张，你这么拍一定得滚蛋。人们向不向自然道歉先不说，冯小刚你丫得向电影道歉。    2/10","Shop have to be so open is not necessarily closed, you so beat got to get out. People to do not to natural and apologize first do not say, Feng Xiaogang the fuck are you to give to the movie an apology. 2/10",0.204844
10,"当一个人没什么地位时候 拍出来的是电影 当他有了地位就总想教育别人 如果真想教育别人就专心弄个纪录片 搞这种不伦不类看着满是自己对周遭的怨气的东西 呵呵 一星 给过去的冯导 才华是真的 服老吧 这么大年纪何必呢","When a person nothing to the status when the shoot out is a movie when he got to the status it always wanted to educate others if you really want to educate others just concentrate on get hold of the documentary to engage in this nondescript watch full is own for surrounding resentment of something Oh a star to the past von pilot talent is really serving it so big age, why bother?",0.262568
10,"很垃圾。拼胸比奶。庸俗。恶心","A lot of garbage. Fight breast than milk. Vulgar. Nausea",0.261287
10,"很奇怪的是，宣传简介已经很没有悬念了，为什么还有如此多的人要扔钱去看，更揪心的是我是被胁迫去看的，还要自掏腰包，不过我有教训了，以后不看首映……","The strange thing is that advocacy introduction already there is no suspense, why are there so many people want to throw money to see, the more wrenching is that I was coerced to go see, but also to out-of-pocket, but I have learned, after not watching the premiere......",0.231395
10,"怎么可以这么难看啊！！！！","How can be so ugly.！！！！",0.243443
10,"想不明白怎么会这么烂……烂cry啊从王朔的本子到冯小刚的导到演员们夸张得要死的演技……超级烂！","Would not understand what would be so bad...... Rotten cry. from Wang Shuo's book to the Feng Xiaogang Guide to the actors exaggerated dying acting...... Super rotten!",0.259771
10,"想搂钱都没有表现出搂钱的诚意来。。本来应该有两星，但是票房这么高，忽悠了这么多人看烂片赚那些生活苦逼的人的钱，减一星。","Want to 搂钱 have demonstrated no 搂钱 sincerity.. Should have been a two star, but the box office so high, scammed so many people see a bad film to earn those life hard to force the People's money, minus a star.",0.162937
10,"想说的太多，胡闹得太多，相当的一般。顽主→甲方乙方→私人定制，沦为了很长的小品的拼凑，这是为无聊春晚的预热么？Ps:时间都去哪儿了……对不起","Want to say too much, fucking around too much, quite General. Coercive home→Party a party B→private custom, made a long sketch of the piece, which is for boring the show of preheating? Ps:time to go?...... Sorry",0.24168
10,"懒这一个字还不够嘛？？？？！！！！","Lazy that one word is not enough.？？？？！！！！",0.101644
10,"成全自己，恶心别人。（吐槽不能……也罢……","The sake of themselves, disgusting to others. （Tucao not...... It......",0.268436
10,"我只是想看看拍的究竟有多恶心，没想到竟然有这么恶心，真是登峰造极的自恋腔。","I just want to see a shot of just how disgusting, did not think actually there are so disgusting, it's the pinnacle of narcissism cavity.",0.252225
10,"我怎么就那么腻味白百合和李小璐呢 尤其是白百合 一点演技没有还哪儿都少不了她 真要命。这片子致敬甲方乙方的？得了吧一万分之一都赶不上","Why am I so underwhelmed white Lily and Li Xiaolu? especially the white Lily a little acting is not also where, ultimately, she's really awsome to. This film is a tribute to party A and party B? Come on, a millionth are late",0.241133
10,"我看懂了冯导你想讽刺的,也没什么意见. 但就是觉得把这种烂东西搬到电影院去圈钱的行为,真的作践了自己的名声.一星打给结局吧...","I read a Feng guide you want irony,there's nothing opinion. But just thought to put this rotten stuff to the cinema go to the ring money behavior,really spoil your own reputation. A star hit to ending it...",0.256004
10,"我给的差评是给冯小刚的不诚意，当别人是傻子么？不就是21世纪的甲方乙方么？有必要自己恶心自己么？！","I gave a bad review is to give Feng Xiaogang's not the sincerity, when someone is a fool? Not that the 21st century party A and party B? Necessary yourself sick yourself? it!",0.235463
