"ranking","Chinese.origin.data","Yandex.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Yandex.translated.data."
30,"一分给开头的黑白短片，一分给范伟，一分给李小璐的假奶。雅与俗那里开始没劲，在车里放主题曲那里开始煽情，开始不知所云，到最后环保真的跳tone了，完全不知道在干嘛……","A points to the beginning of the black-and-white short film, A give fan Wei, a give Li Xiaolu fake milk. Ya with vulgar there to begin boring in the car put the theme song there began a sensational, began unintelligible, to the last green really jump tone, completely unaware of doing.......",0.142254
30,"一喜剧  到最后你非要整点说教  而且还那么的违和！！！！！！","A Comedy in the end you have to be the whole point of the Sermon but also then the violation！！！！！！",0.180931
30,"一开始有点笑点，后来全没了，喜剧片也不好笑怎么破？不过最后宣传环保地上都是大坑的那一段是确实有震撼。。","A start bit of a laugh, later all gone, the Comedy is also not funny how broken it? But finally promote environmental protection on the ground is a pit that a segment is indeed shocking. in.",0.195541
30,"一星给几句台词，一星给片尾的公益广告，一星给不接地气的冯导，俗了那么多年何不就一俗到底呢。","A star to a few lines, A STAR to the end credits of public service ads, one star to the not ground gas von guide, the secular for so many years why not a vulgar end.",0.112733
30,"一星给王朔，一星导演，一星演员。","A star to Wang Shuo, a star Director, a star actor.",0.233062
30,"一星给王朔，一星给葛优。","A star to Wang Shuo, a star to GE it.",0.257943
30,"一星给英台一星给纵火。。。。╮(╯-╰)╭","A star to the British stage a star to the arson。。。。╮ (╯-╰)╭",0.221065
30,"一星给范伟，一星给屈指可数的几个段子。","A star fan Wei, a star to a handful of piece of.",0.251455
30,"一星给范伟叔的眼神儿，一星给小璐的胸，一星给。。。一星给。。。我还是喜欢冯导的耿直和幽默感","A star fan Wei-T-look son, a star to the small Lu's chest, a star to it. A star to you. I still like von guide of the upright and a sense of humor",0.199922
30,"一星给范伟那个段子，故事比较完善，笑点最多，一星给宋丹丹，坐车上她卸妆深深叹了一口气然后下车往小胡同里走的时候把我看哭了。一星给王铮亮的歌。整体来说王朔编剧不合格。道歉段子接的太尴尬了。最后的笑话太老了。","A star fan Wei that piece, the story more perfect, laugh the most, A STAR to the song Dan Dan, ridin ' on her makeup remover deep sigh and then off to a small Alley to go when I cry. A star to Wang Zheng Liang songs. Overall to say, Wang Shuo screenwriter substandard. Apologize piece connected too embarrassing. The last joke is too old.",0.131319
30,"一星葛大爷一星王朔一星宋丹丹。 剧情完全狗屎。","A star GE uncle a star Wang Shuo a star song Dan Dan. The plot is completely shit.",0.214259
30,"一点儿也不好笑啊。我觉得这是一部教育片，得让领导们多看看。还有结尾一段莫名其妙的环境保护。。。","A little also not funny. I think this is an educational piece, gotta make the leaders more than a look. There is also the end of a period of inexplicable environmental protection and...",0.252351
30,"一部没有新意的片子。去看也是因为想看看会拍成什么样子，葛优在卖命的演，其他三位主演拼命的过犹不及的配合，可是怎么办，还是不那么惊艳精彩。谁都有黔驴技穷江郎才尽的时候，只是我觉得错不在你没有创意拍不出独一无二的叫好又叫座的电影叫人叹为观止，错在于你还不以为耻反以为荣，我觉得总有一天","A no new film. To see also is because want to look at will shoot to look like, GE you in the working for rendering, the other three starring in desperately of going too far with, but what to do, or not so amazing wonderful. Who have run out of ideas run out of ideas, just I think the fault is not you do not have creative shooting is not a unique of the hugely popular movie called stunning, wrong that you're not ashamed anti-thought Rong, I think one of these days",0.192849
30,"一部简单易懂的电影，本就是贺岁片，有笑有泪就够了。一群人给一颗星让我看不懂，没这么差吧？我看了一些影评，感觉你们也没说出什么有深度的评论吖。","A simple movie, this is surreal, there is laughter there are tears enough. A group of people give one star so I can't read, no such difference? I watched some Film Critics, the feeling you also didn't say what the depth of the comment acridine is.",0.147499
30,"一部简单的电影，不为讨喜不为票房，愿意反思的人反思，愿意自省的人自省。插曲点赞。","A simple movie, not for lovable not for the box office, willing to reflect on the people to reflect, willing to self-reflection of human introspection. Episode like that.",0.247442
30,"一部贺岁片 何必斤斤计较 虽然比不上甲方乙方 但也没那么差 乐呵一下过去了就","A surreal why are you preoccupied though inferior Party a party B but also not so bad music well past it",0.213004
30,"一部贺岁片，至于骂那么狠么？","A portion of the surreal, as the curse then ruthless?",0.257301
30,"一部闹着玩的电影，认真你就输了。冯小刚拍着这样，他自己不知道会挨骂吗？我觉得夸这部电影的多了，冯小刚才会不习惯吧。骂他，他也无所谓，人家早就在电影里把全天朝骂了一个遍。","A joke of a movie, seriously you lose. Feng Xiaogang shot such that he himself does not know will be scolded? I think the boast of this movie more, Feng small just will not accustomed to it. Scold him, he also does not matter, people early on in the movie the day towards scold a times.",0.204537
30,"一锅乱炖，什么都像，就是不像个电影。","A pot mess stew, nothing like, Is not like a movie.",0.255759
30,"一颗星给反贪理念，一颗星给时间都去哪儿了，一颗星给向大自然道歉","A star to the anti-corruption concept, a star to give time to all go where, a star to give to the nature an apology",0.259838
30,"一颗星给宋丹丹 一颗星给葛大爷 一颗星给三亚美景吧 冯导拍这么个片恶心自己 成全谁了？","A star to the song Dan Dan a star to GE uncle a star to Sanya beauty bar von the Guide to shoot such a piece of disgusting own sake?",0.19265
30,"一颗星给王朔，一颗星给演员，一颗星给坐我后面的低笑点姑娘……我后面那个笑不停的菇凉比电影好笑多了……这说明，它还是有市场的。。","A star to Wang Shuo, a star to actor, a star to sit behind me a low laugh girl...... I'm behind that. laugh non-stop mushroom cooler than the movie is funny much....... This shows that it still has market..",0.0826882
30,"一颗星给葛优，一颗星给冯小刚，还有一颗星凑合着看吧","A star to GE, and a star to Feng Xiaogang, there is a star with a makeshift look.",0.210482
30,"三颗星有点不甘，两颗星又有点寒碜，所以2.5颗星应该正好。反正从头到尾就特别直白，有钱就在那说要花多久数多少车拉；色诱就是找个女人穿少点；总觉得缺点冯导以前的小聪明，葛大爷以前的不正经","Three stars is a bit far, two stars and a little shabby, so 2. 5 stars should be exactly. Anyway from start to finish is particularly straightforward, money on that that you want to spend and how long a number how many cars pull; to seduce is to find a woman wearing a little less; the total felt the disadvantages of the von guide before cleverness, GE uncle the previous not serious",0.241302
30,"不明白那些打一颗星的是怎么想的？真的有那么烂吗？这会比那些圈钱的还要烂吗？只能说这是一部轻喜剧，更偏向于影射中国当今现状！官场、商场、房地产、甚至地球日益恶化的环境，肿么就没诚意没内涵了？？非要说些黄段子，制造一些俗不可耐的笑点来取悦大众，才叫好么？","Don't understand those who hit the one star is how to think? There are really so rotten? This will be better than those money to be rotten? Can only say this is a light Comedy, more biased in favor of alluding to China today's status quo is! Officialdom, shopping malls, real estate, and even the Earth's deteriorating environment, swollen no sincerity no connotation?? I have to say yellow piece, in the manufacture of some vulgar not resistant to the punchline to please the public, was applauded?",0.241643
30,"不晓得为什么豆瓣里这么多人给一星，除了最后五分钟的道歉有点矫情外，虽比着甲方乙方没有实质进步，但在故事情节都讲不清楚的中国电影里，算是不错的电影了。很多人骂是跟风吧？至少没有说的那么坏，给三星，6分！李小璐真好看，4分给李小璐，2分给剧情。","I don't know why watercress in so many people to a star, except for the last five minutes of apology is a bit hypocritical, although more than a party a party B there is no substantial progress, but in the story all speak unclear Chinese movies, not bad movies. A lot of people scold is to follow suit? At least not so bad, to Samsung, 6 points! Li Xiaolu really good, 4 points to Li Xiaolu, and 2 points to plot.",0.20739
30,"不知道大家为什么给那么低的分。因为实际上那些个体既不是领导也没有1000亿，所以私人定制是一场无法验证的闹剧，所以最后几个主角疯了，嚷嚷着要拯救全世界，当贺岁片看就成，别深究。","Don't know why do people give so low points. Because actually those individuals who are neither leaders nor 1000 million, so the private custom is a unverifiable farce, so the last few the main character crazy, yell to save the world, when the surreal look, don't get to the bottom.",0.213029
30,"不能太苛求，有笑点也有小感动，就够了~ 只是第四章有点莫名其妙，难道就为了最后一句台词吗。。。2014.02.17","Not too demanding, have a laugh also have a little touched, just enough to just the first four chapters a little bit baffling, don't just to the last sentence of the lines. 2014.02.17",0.254052
30,"不至于那么差吧，还是可以看啊，太夸张了，····5.3？？？？","Not so bad right, still can see Ah, too exaggerated.，····5.3？？？？",0.112476
30,"为什么就是比甲方乙方差那么多…","Why is the ratio of party A to party B so much worse...",0.228113
30,"为什么找宋丹丹……为什么找范围……我以为我看春晚呢，笑点在哪里？？？","Why find song Dandan...... Why find the range...... I think I see the show? laugh in? the??",0.260239
30,"为什么网上骂的这么厉害啊，除了结尾感觉好像有点过，其他都挺有意思的么~哪里想吐了？","Why an online curse so powerful Ah, in addition to the end feeling like a bit over, the other are quite interesting?~where want to throw up?",0.245789
30,"为毛一水的一星两星？不至于那么差啊。。豆瓣水军又出动了，打一个一星给五块钱？","For the hair a water one star two stars? Not so bad. Watercress Navy and flown, hit a one-star to five bucks?",0.255392
30,"也没有传的那么差......","Also no spread so the difference between the......",0.261073
30,"也没有那么那么烂……咯……","Also not so so bad...... .......",0.141289
30,"今天才发现，原来还有好多东西没有马克一下……一并补齐，不再评论，没空……以后再说","Today only to find that the original there are a lot of things there is no mark about it...... Together with the padded, no comments, no empty...... Later",0.220079
30,"似乎也没有网上骂得那么难看……看过笑过拉倒","Also seems to be no online yelled so ugly...... Seen laughing too.",0.239074
30,"何必如此刻薄呢，贺岁档就图一乐，哼哧哼哧写那么长一篇影评打个一星，累不？","Why are you so mean?, the New Year file figure a music, 哼哧 哼哧 write so long a review a one star, tired not?",0.162388
30,"作为贺岁片，没那么搞笑，但和近期的烂片比起来还算看到点剧情，作为没看过经典的甲方乙方来说，有这么一群人还是蛮有乐趣的，应该很多人需要靠别人实现愿望吧。","As surreal, not so funny, but the recent bad film compared to still see the point of the story, as I've never seen the classic Party a party B to say, there are so a group of people or just have fun, it should be a lot of people need to rely on someone else to achieve the desire.",0.228925
30,"俗u是有点俗。但不至于那么恶心。各种讽刺还是到位的。","Folk u is a bit vulgar. But not so disgusting. A variety of sarcasm is still in place.",0.233125
30,"全程没有笑，只是感慨：我，真的老了................","The whole no laughing, just feeling: I'm, really old................",0.196646
30,"其实就图一乐 没那么差 ……不过台前幕后导演本尊心胸真是……忒小了","In fact, you figure a music's not so bad....... But the backstage Director of the Buddha-mind is really...... Intuit small",0.238487
30,"其实我觉得也没有批评的这么差……虽然确实剧情很乱，讽刺来讽刺去看哪个客户都觉得有点蛋疼- -但是妹子还是很养眼的，有些笑点还是很好笑的，葛优范伟李咏宋丹丹一出场我就想笑可能是我笑点有点低，但是看电影不就图个乐~最后那一段感觉实在是牵强…作的有点过了……","Actually, I think no criticism so poor...... While it is true that the plot is a mess, the irony to irony to see which customers feel a little uncomfortable. -- but the sister is still very seductive, some of the humor is still very funny, GE fan Wei, Li Yong, song Dandan a Play I want to laugh maybe I laugh a bit low, but watching a movie not just a music to last a period of feeling is really far-fetched...for a little over......",0.131927
30,"其实真没有这么差啊。只是可能几段故事里带有点为官员们、为冯导本人、为富人们正名之意，让群众们恶心了。这不是装逼格们常常叫嚷着的黑色幽默吗？乃们怎么能区别对待呢？","Its really not so bad. Just maybe a few paragraphs of story with a little bit of officials, Feng turned himself, for the rich are justify not make people sick. This is not loaded to force the grid are often clamoring of black humor? But how can a distinction?",0.181178
30,"其实还可以了 干嘛给分这么低都 太苛刻了吧 图一轻松大家乐呵 不费脑子也是生活一部分啊","In fact also can be doing to score so low are too harsh. figure a easily everyone music well does not cost a brain is also part of life.",0.256918
30,"其实还好啦 没有媒体批得那么糟 表达没有姜文那么聪明罢了 杂乱了一点 但是老冯还是个有社会责任感的导演","Actually okay La no media batch was so bad to Express there is no Mr. Jiang so smart. messy a little but the old von was a social responsibility Director",0.206176
30,"其实还行尤其白百何那几个角演的。。。。。就是不莫名煽情能死？不是喜剧么不是应该走心么","In fact, it is particularly white hundred what that a few angle plays。。。。。 Is not inexplicable sensational to die? Not a Comedy? not Should the heart?",0.252481
30,"其实这片没那么差。如果导演不是冯小刚的话。另外全靠葛老爷子和丹姐撑场子提档次了，李小璐太别扭了浑身上下一股不正经味儿。白百何一直是朵奇葩……她到底是怎么红起来的？！","In fact, this piece of not so poor. If the Director is not Feng Xiaogang. In addition thanks to GE Liege and Dan sister stays wherever he goes to mention the grade A, Li Xiaolu too awkward. covered in a unit is not decent taste. White hundred what has been wonderful work...... She in the end is how the Red up?!",0.227135
30,"冯导怎么最近就这么不招人待见了？明明是个还过得去的国产片怎么就遭一星刷屏至于么？再怎么不济，也远远高于国产电影的平均水平吧？这片一星那别的呢？给国产电影留条活路吧！","Von guide how recently it so do not recruit people like? It is a also a decent homemade piece how it was a star scraper for? No matter how bad, also much higher than domestic films average? This piece of a star that something else? To made the film leave to stay alive!",0.184587
30,"冯导这是给春晚做铺垫呢，再俗你们也不能喷我的意思吗？？","Von Guide This is for the show to pave the way?, then vulgar you can't spray what I mean???",0.233703
30,"冯小刚是岁数大了吗？非要摆出一副你要听我说，你必须要知道，你应该怎么样的样子拍电影吗？亏的是团购票啊，亏得还有范伟这段。。。","Feng Xiaogang is too old? I have to put on a pair you want to listen to me, you have to know that you how should look like a movie? Loss is buy a ticket Ah, luckily there are fan Wei this is...",0.197385
30,"冯小刚现在就这样了？？","Feng Xiaogang is now just like that??",0.238776
30,"冯小刚难道有点江郎才尽了？等了几年就出了一部这种类型的贺岁片，虽然挺搞笑，但是实在不会留下太多的印象，而且这故事情节不就是小刚的成名作甲方乙方的升级版嘛。然后最后一段还要加入一段公益性质的宣传，尼玛这和电影剧情有毛个关系啊，真是突兀。","Feng Xiaogang did kinda run out of ideas? And so a few years a portion of this type of surreal, although quite funny, but it does not leave too much impression, but this storyline is not small just the fame party A to party B for the upgraded version. And then the last paragraph is also to be added to a section of the public nature of propaganda, NIMA this and movie a hairy relationship Ah, is really obtrusive.",0.168596
30,"凑数一样的。有点讽刺，让观众也跟着做了个梦。不要忘了背后的王朔。很多台词说起来还是很好看的。大家到底嘘的是什么。俗雅之事不好说。","Dine the same. A bit of irony, allowing the audience to follow a dream. Don't forget behind the Wang Shuo to. A lot of lines that still look great. Everyone in the end Boo is what. Vulgar ya something bad to say.",0.24898
30,"几段小品拼凑的...","A few period pieces to piece together the...",0.251431
30,"刚出那两天网评实在是太差了，本来不打算去看的，今天逛街逛的实在太没意思就跟朋友去看了，可能是预期太低所以看完觉得没有想象中的烂啊，虽然完全复制甲方乙方的模式，笑料也勉勉强强，但是也算是有意思的了，本来打算给四星的，但是最后那一环保段子简直莫名其妙，咱能不那么矫情么。。。","Just out of those two days network assessment is too poor, and had not intended to go to see, today, Shopping Shopping is too boring with friends to go see, could be expected is too low so after reading but did not imagine the bad Ah, although the complete copy of Party a party B mode, jokes also barely, but it was interesting, I was going to give four stars, but that last one environmentally friendly piece is simply inexplicable, we can not be so hypocritical? and...",0.226857
30,"前面都还挺正常的，嘲讽与自嘲，冯小刚不就是这些本事吗。不过最后一段怎么弄得跟公益广告似的，跳戏了，电影人的责任感体现得就这么廉价？？","The front are also quite normal, mocking and self-deprecating, Feng Xiaogang not that these matter?. But the last paragraph how to get with public service announcements like, jump games, movie people a sense of responsibility reflected it so chEAp? it?",0.253323
30,"勉勉强强三星。小地方的电影院里，看了中午场，陆陆续续一共进场8个人。一星葛优的道歉。一星栾树的配乐。一星王铮亮的歌。","Barely Samsung. Small local cinema, watch the noon games, gradually a common approach to 8 people. A star GE you apology. A star Luan tree soundtrack. A star Wang Zheng Liang songs.",0.158864
30,"单独看每个段子还行，窜一块儿了吧就有点不那么电影了……","A separate look at each piece, channeling together. just a little less movie.......",0.129036
30,"单纯笑一笑。但是没啥意义的一片。","A simple smile a laugh. But no sense of the piece.",0.251063
30,"原谅我的笑点低泪点低，还是有可看之处的。","Forgive my 笑点低 punctal low, there are still to be seen.",0.230293
30,"只好归之于喜剧吧，可是看后你又笑不出来。感觉导演想要粉刺的社会现实有很多，可是又只是以一个个笑话来卖座，批判点到为止，不入骨三分。结局真的只是：如果你有一辆车，你会捐吗？不会！因为我真有一辆车！","Had to return to the Comedy of it, but after watching you and laughing does not come out. The feeling the Director wants to acne the social reality there are many, but just to a personal joke to hit, the critical point to the so far, not into the bone three points. The ending is really just: if you have a car you can donate? Not! Because I really have a car!",0.237671
30,"只有懂他的人，才能懂他的幽默。这也可以私人定制？？？？","The only understand his person, in order to understand his humor. This can also be private custom？？？？",0.194706
30,"只能这么多了 一年看一眼葛大爷也不容易！ 导演想说的太多 只是说的少了趣味。。。雅过敏会要命 回不去喽.","Only so much a year look at a glance GE uncle also not easy! The Director want to say too much just say less fun.... and Ya allergic to will life not go back myself.",0.195273
30,"各种各种啊...","A variety of various...",0.255991
30,"各种嘲讽当今社会的不良风气，没有传说的那么不好看啊","A variety of mocking today's society the bad atmosphere, there is no legend so bad?",0.156865
30,"各种碎片。有诗人的，有俗人的，有商人的，也有闲人的。。。只有葛优仍然不温不火地好玩，其它的，真的让人走神。。。","A variety of pieces. There are poets, there are the laity, there are businessmen, there are also idlers. Only GE is still not warm not fire to fun, other, really make people get distracted and...",0.240477
30,"各种隐喻，各种讽刺，差那么一点","A variety of metaphors, a variety of irony, the difference is so little",0.260036
30,"同事一起去看的，搞笑戏份略显单薄。看着放松就好","A colleague went to see, funny part is slightly thin. Looking to relax just fine",0.251885
30,"和甲方乙方一个套路，却又没那么精彩。.后面高上大实在是过了。。。几个镜头就想说服我们，不如直接去看纪录片。。。","And party a party b a routine, but not so exciting.. High back on large it is. A few shots you want to convince us, It is better to directly go to see the documentary.... and",0.209201
30,"和甲方乙方不是一个套路么？没创新啊","And party A to party B is not a routine? No innovation.",0.229569
30,"哎，小刚，我给你三星，怎么样，够意思吧！！！但是你还我48块钱的电影票钱！！！！！！！！！！！！","Hey, small gang, I give you the Samsung, how terrific!!! But you also me 48 bucks for the movie ticket money！！！！！！！！！！！！",0.19377
30,"哎。。。从这部电影可以看到当一个导演对观众不满意时他的创作将是多么粗糙，何必互相折磨呢","Hey.... and From this movie you can see when a Director on the audience unsatisfied when his creation will be just as rough, so why bother each other to torment?",0.260022
30,"喜剧片达到了效果，让观众乐呵了，就够了。各类大牌明星的加盟外加冯氏电影的特色，是值得乐呵乐呵看一看的。更何况这部片子的话题性已经出来了。一个喜剧达到了其喜剧效果，又何必去较真儿是不是甲方乙方2，是不是为1942买单的电影呢？一部商业喜剧，何必计较太多。","Comedy to achieve the effect, let the audience music uh, enough. All kinds of big-name star to join the applied Feng's movie features, is worth a little look. Not to mention this film The topic of sex has come out. A Comedy reached its comic effect, then why bother to go to the serious man is not party a party B 2, is not for the 1942 pay to the movie? A commercial Comedy, so why care too much.",0.251212
30,"图个一乐，比国产的港产的新年娱乐片儿还是好看很多吧","Figure A A music, than the domestic Hong Kong New Year entertainment piece or good-looking lot.",0.212099
30,"大家都说不怎么样，所以看的时候已经不抱什么希望了。看完倒觉得还好，没那么无聊，至少没有非2那么矫情。","Everyone says not how, so look at the time has not hold what hope. Watching the pour feel all right, not so boring, at least no non-2 so hypocritical.",0.241592
30,"好像沒有想像中那麼爛 就是有點扯 想表達什麼也不明確。","It seems not imagined so bad just a little tear want to Express what is also not clear.",0.245633
30,"好好讲故事行吗？？挑几个新鲜人好吗？？后面整这些干嘛？？","A good story line??? Pick a few fresh people good??? Behind the whole of these doing that??",0.219562
30,"好小品，不是电影。没必要显露那么明显吧。讽刺多了一点内涵都没有。俗不可耐。白百合整个人一股浓重销售气息。李小璐一笑吓死人。","Good skit, not a movie. No need to reveal so obvious. Irony more than a little connotation at all. Vulgar not resistant. White Lily the whole person a shares a strong sales atmosphere. Li Xiaolu a laugh to scare the dead.",0.2316
30,"如果不这么刻意虚假的给海南岛做广告.我一定会给四星的。.冯导是在海南挣了多少钱，挣得这么上手。。。.海南也有霾好么","If not so deliberately false to Hainan Island to do advertising. I'll give four stars. Von the guide is in Hainan to earn a how much money is earned so get started and.... Hainan also has haze?",0.147253
30,"如果事先没有那么多的期望，我相信它不至于这么差；如果不是因为冯导，我相信它不至于有这么多期望。","If the advance is not so much desired, I believe it is not so poor; if it is not because von the guide, I believe it will not have so many expectations.",0.216566
30,"如果你有一百万你愿意捐出来吗？愿意。一千万呢？我愿意。一个亿呢？愿意，十个亿都行。那如果你有一辆汽车呢？这个…不行。为什么呢？因为我真有一辆车！——定制，终归是白日梦。","If you have a million you are willing to donate? Willing. A million? I'm willing. A billion? Willing to ten million. So if you have a car? This...not. Why? Because I really have a car!-- Customization ultimately is a pipe dream.",0.057281
30,"如果你有一辆车，你愿意捐给需要他得人吗？我不愿意。为什么？如果你有1百万元、1千万元、1亿元，你都愿意捐出来，为什么不愿意捐出你的一辆车？因为我真的有一辆车。","If you have a car you are willing to donate to the needs of his people? I do not want to. Why? If you have 1 million yuan, 1 million yuan, 1 billion yuan, you are willing to donate, why the reluctance to donate your car? Because I really have a car.",0.245519
30,"完全不接地气的私人制定，要花多少钱帮他们圆梦啊。一点诚意都没有，博君一笑，博一苦笑吗。甲方乙方2，但远没有甲方乙方含金量高。","Completely do not ground gas private development, how much to spend to help them make their dreams come true. A little sincerity are not, and Bo-Jun, a laugh, a smile?. Party a party B 2, but far from party A to party B Gold content is high.",0.205273
30,"实在有点儿不明白为什么把这部电影说的这么烂，其实还可以啊，我觉得比起甲方乙方来某些层面直击现在的社会问题，其实贺岁片就是图个乐儿，有必要这么较真儿的比对来比对去吗？本来就是一部以俗为乐的电影，奔着这个去的人居然还各种的批评挤兑，非要挑出点儿高雅来，真真的叫人想不通！！","Really a bit do not understand why this movie is so rotten, in fact, can also Ah, I feel than Party a party B to some level a direct hit now the social issues, in fact, surreal is the figure a fun, it is necessary to so serious man than to than to? It is a Ministry to the secular is the music of the movie, Ben this to the habitat and then also variety criticism runs, and have to pick out something elegant to, really calling people who don't get it!!!!",0.232372
30,"就当成小品看呗，也不是不能看。最后来了几个公益广告是闹哪样？太生硬了吧","Just as a sketch to see chant, also not can not see. Finally came a few public service ads is it? Too blunt?",0.233625
30,"就是一贺岁片，干嘛要那么高要求，通俗易懂，开心一笑，目的就达到了。讽刺，不是一定要隐晦，人人都能看懂的讽刺就错了吗？冯导这么通俗的这么大胆，也是电影届的突破，不过，私人以为，各位导演还是不要学的好。。。","Is a surreal, why so demanding, easy to understand, have a laugh, the purpose is reached. The irony, not necessarily vague, everyone will understand the irony of it is wrong? Feng turned so popular so bold, is also the movie at its breakthrough, however, private think, you the Director or do not learn.",0.19311
30,"就是图一乐去的，可是怎么觉得乐得那么生硬呢？","Is Figure A The Music goes, but how to feel the music to be so blunt?",0.223241
30,"就是图一乐呗，虽然笑点不是那么多，每个故事都虎头蛇尾的，而且硬往里面塞得这个教育意义也是生硬，可是人家都说了就是图你一乐，你还各种剧情啊技巧啊分析什么的累不累啊！年底了能不能给自己放个假！！·","Is the figure a music chant, although the humor is not so much, each story anticlimactic, and hard to plug this educational is also stiff, but they say A is you a music, you also the various plot? tips? analyze what tired not tired Ah! The end of the year can give yourself Put a fake it!!!!·",0.143641
30,"就那样吧……也木有很搞笑……也木有太犀利，感觉就是个无聊的海南景观片，把甲方乙方翻拍了一下，还有最后那个大自然的有必要那么画蛇添足吗……","Just like that....... Also wood are very funny...... Also wood has too sharp, the feeling is a boring, Hainan landscape sheet, put Party a party B remake a bit, and finally that nature has need to be so superfluous?......",0.252497
30,"已经最好烂片心理准备，所以没有想象中那么差，但还是真的很烂，这些故事除了第一个尚可，后两个简直就是装X装得心理变态了才想得出来","Has the best rotten piece of mental preparation, so do not imagine so bad, but still really sucks, these stories except the first one is acceptable, the latter two simply install X to pretend to be a psychopath to want that.",0.255987
30,"帮助别人实现梦想的私人订制。虽然只是一场戏，虽然只是一场梦。我在想，如果给我一个私人订制，我会要怎样的梦呢？","Help others achieve the dream of a private order. Although just a scene, although just a dream. I wonder, if I were given a private order, I would ask what kind of dream?",0.244297
30,"并没有传闻中那么那么难笑啊……最后一段确实是下蛋公鸡了。新年快乐！","And no rumors so so hard to laugh....... The last paragraph is, indeed, lay eggs rooster. Happy New Year!",0.173253
30,"强烈的拼凑感...","A strong piece together a sense...",0.228893
30,"当我们不再梦想，我们失望、庸俗、市侩，我们知道，无法实现一切梦幻理想，也不需要，我们只想自己心底的小小欲望得到满足，可以获得那一丝一毫的称心快意，因我们是人，自私着由一个个欲望操纵的人，无需改变这一些，我们只能接受自己，但我们仍可以说着：谢谢。对不起。那，就让我们一起逗着玩儿吧","When we no longer dream, we were disappointed, vulgar, a Philistine, we know, can not achieve all dream of the ideal, also do not need to, we just want to own heart a little desire is fulfilled, it can be obtained that shred of gratification delightful, because we are human, selfish by a personal desire to manipulate people, no need to change this number, we can only accept ourselves, but we can still say: thank you. I'm sorry. So, let's tease the play.",0.231211
30,"当然是没有预期的高，可是该有的都有了。有了那么一点的快乐，有了那么一点的感动，有了那么一点对当下社会的一点思考，还需要求多高。几个小故事拼接的的确有问题，但是总比现在所谓的美国科幻电影多给人们那么一点思考。","Of course is not the expected High, but the others have been. With so little joy, with so little moved, with so little of the contemporary society of a little thought, also need to ask how high. A few small stories stitching there is indeed a problem, but better than what is now called the American science fiction film more to people then a bit of thinking.",0.223633
30,"很久没有这么笑点低的电影出现了","A long time not so 笑点低 the movie appeared",0.148348
