"ranking","Chinese.origin.data","Yandex.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Yandex.translated.data."
30,"2014.2.23","2014.2.23",1
30,"2014.2.5","2014.2.5",1
30,"2014.3.29","2014.3.29",1
30,"2014.3.9","2014.3.9",1
30,"2014.6.19","2014.6.19",1
30,"2014.6.26","2014.6.26",1
30,"2014-01-04-1440G","2014-01-04-1440G",1
30,"2014-02电脑---网上评价不高，迟迟未去电影院看。老公下载到电脑了，那就看吧。初始印象是还不错啊，画面精致，情节活跃，越往后越觉得确实一般般。在什么都是优质的情境下，核心的故事不吸引人。","2014-02 PC---online evaluation is not high, the delay did not go to the cinema to see. My husband downloaded to the computer, then see it. The initial impression is also good, the picture is exquisite, the plot is active, the more back the more I really General. In what is the quality of the context, the core of the story is not appealing.",0.895482
30,"20140904 烂尾","20140904 unfinished",1
30,"2014冯小刚执导春晚排练现场，王朔小说的犀利和老腕演技的精湛完全显示出了冯导的俗不可耐与漫不经心。可以预见的是明年春晚这种商业利益、政治导向、群众诉求混杂于一身的特别演出一定可以成功（没想到也很无聊），但这一切都与电影无关了","2014 Feng Xiaogang directs Spring Festival Gala rehearsal scene, Wang Shuo novel of sharp and old watch acting superb fully shows the von Guide to the customs of non-resistance and carelessly。 It is foreseeable that next year the Spring Festival Gala this commercial interests, political orientation, mass appeal mixed in one particular Show can be successful didn't think also very boring, but it's everything to do with the movie.",0.839867
30,"2015.6.19","2015.6.19",1
30,"3.5 其实也没有说的那么差 电影续集很少有越拍越好的当然也不能总拿来跟甲方乙方相提并论 毕竟时代背景也已经相差很远了 虽然还是小品段子葛优大爷博观众一笑 白百合李小璐也挺养眼 但总想起别人说的一句 冯导现在高档起来 也不带着草根玩了 电影里的黑色幽默不知又幽默了谁一把","3.5 actually did not say that the difference between a movie sequel to the very few of the more beat the better, of course, also can not always bring with Party a party B on a par after all the era of the background also has very far, though still small piece of the GE you uncle Bo audience laugh white Lily Li Xiaolu also quite seductive, but always remembered people saying the phrase Feng guide now high-grade up without the grassroots play in the movie black humor don't yet humorous who a",0.84301
30,"3.5星为了扳回分值和cast/傲娇脸。这样的电影，主要图着一个词：轻松。过个年大家伙好好的卸下压力放松放松，看啥不好？这样的剧就成，本身来说，编剧还是有想法在里边，就是有些地方太俗，烂了结尾。欠缺点精髓...还是能算个不错。","3.5 star in order to regain the score and the cast/tsundere face. This movie, The main figure with one word: easy. Over a year guys, good removing the pressure to relax, to see what is wrong? Such a drama is, itself, the writers still have ideas in it, is in some places too vulgar, rotten end of the tail. The lack of points of essence...or can a good.",0.879185
30,"3星半，放贺岁片里沉重些了，整场电影笑点不如过去多了，大多数人都能看懂冯导在他固有的商业片中植入思想的良苦用心所以散场时没几个人说话了就，有笑有感动有反省，雅俗共赏。","3 star in half, put the surreal in heavy some, the whole movie punchline as good as in the past, most people are able to read Feng turned in his inherent commercial film implanted ideas of good intentions it show when not many people speak it, have a laugh have touched with remorse, but with.",0.850122
30,"6fen","6fen",1
30,"6分。1、结构是硬伤，吃老本也很没创意。2、还是有些为应付审查的力不从心。3、前面的讽刺和结尾部分的煽情与诚意风格很不搭，但也因为最后那一部分给加了点分。","6 points. 1, The structure is flawed, the laurels is also very not creative. 2, or some to cope with the review of the powerless. 3, the front of the ironic and the end portion of the sensational and sincere style is very ride, but also because that last part to the added point.",0.86127
30,"7/10，演员都很好，最喜欢范伟的第一段，结尾的出发点很好，只是执行的太矫情，低于冯导的平均水准，就这。","7/10, the actors are good, the most like fan Wei in the first paragraph, at the end of the starting point is very good, just executed too hypocritical, lower than the von Guide to the average standard, it is this.",0.886149
30,"mtogejia","mtogejia",1
30,"quanminzaomengpian","quanminzaomengpian",1
30,"Soso吧，不抱有太高期望的心态去看还是可以的。主旋律味道过重，汤煮的老了，没有玩好点而不破欲拒还羞的招术，只得囫囵吞下而未能口留余香，最后的公益广告插播给跪。","Soso it does not have too high expectations of the mind to see or can. The main theme of the taste is too heavy, the soup cooked the old, did not play a good point and not break the desire to refuse also ashamed of the trick technique, only bolted down and not the mouth left lingering fragrance, the final public service advertising spots to kneeling.",0.888359
30,"tianne","tianne",1
30,"一句话总结免得以后想不起来讲的什么：甲方乙方续集，为各种挫人实现梦想。在电影院看的，同去的美眉笑点超低，许多地方莫名其妙。最后草原塌陷的场面震惊了我，人类这种环境癌细胞还是快灭亡好了","One-sentence summary lest later don't remember speaking of what: Party a party b the sequel, for a variety of frustrated people achieve their dreams. In the cinema look, go with the crush punchline ultra-low, many places somehow. The last Prairie the collapse of the scenes shocked me, the human in this environment the cancer cells or fast-perishing good.",0.846803
30,"一星真的不至于 至少不象某些片子那样看完只觉得吞了苍蝇一样恶心。有笑点 虽然是老梗。有泪点 但不知是否是我泪点低的缘故。冯导的电影我只看过那些有着年代烙印和与现在高大上有别的略显渣画质的贺岁档。1997年过去了 我真的很怀念他。","One star really not at least not like some of the films that after watching just feel the Swallow flies like nausea. Have to laugh although is old Terrier. Have the point of tears but don't know whether my tears low the sake. Von the guide the movie I've only seen those with years imprinted, and with the now tall have slightly slag the quality of the video on demand profile. In 1997 the last. I really miss him.",0.838466
30,"一直听说是一部很烂很烂的电影，昨晚无聊想到了它，其实也没有我想象中那么差劲，还是用几个故事传达了一些无奈和正能量，当然中间那段追求雅的最招人嫌弃，篇幅长，意义小。个人认为是一部冷喜剧片，最后的向大自然道歉无法想传达一点保护环境的大爱，但觉得整合的太生硬，整体让人觉得做作了","Has been heard is a very rotten very rotten movie, last night bored to think of it, actually there is no I imagine so bad, or with several stories to convey some of the frustration and positive energy, of course, the middle of that period the pursuit of elegant most hiring ashamed of, and lengthy, meaning small. Personally think that is a cold Comedy, and finally to the nature of the apology could not want to convey a little to protect the environment of great love, but feel integrated too stiff, the whole people feel contrived.",0.862626
30,"一直觉得葛大爷的电影都很好看，但是这个有点失望，不是那么好看","Always thought GE uncle movie are very nice, but this a little disappointing, not so nice",0.88933
30,"一笑了之","Laugh",1
30,"一般吧，范伟那片段好，范伟说等明年攒够钱了再来。这好。其他两段都一般般有点勉强。后面一段道歉的和定制都没关系，虽然主旨是好的。如果后面两段都像范伟那结局那样就会好点。虎头烂尾的感觉。","General bar, fan Wei that fragment well, the fan Wei said, the next year to save enough money again. This is good. The other two segments are generally generally a bit reluctantly. Followed by a period of apology and customized it doesn't matter, although the Spirit is good. If the latter two are like fan Wei that ending as it would be a good point. Tiger head unfinished feel.",0.938726
30,"一般吧，说不上太惊艳，也说不上有多差劲，只是也许是从心底里觉得冯导葛大爷的片子肯定差不了，期待的高度虚了。去电影院之前在豆瓣看了好几页影评，心里主观觉得费劲了，不过最后还是去看了，电影院坐满了，现在谁还能有这么大的影响力能把这么多人聚到影院来呢。老人表现的可圈可点，很好！不过新人","General right, not too amazing, but also not much bad, except perhaps from the bottom of my heart think Feng guide GE uncle movie, sure difference can't expect the height of the imaginary. Go to the cinema before in douban saw several pages of reviews, the in the mind subjective feel strenuous, but in the end still went to see, the cinema filled up, now who also can have such a big influence can bring so many people together to the cinema to yet. The old man manifested remarkable, very good! However newcomers",0.894098
30,"一般般，说不上特别好~抨击了好多社会现象，结局的道歉很突兀~","Generally like, not particularly good~slams a lot of social phenomenon, the outcome of the apology was unexpected~",0.84813
30,"一起看的亲友的同事强烈推荐说好笑好看 好不容易熬到最后那段我恍然大悟问做中学老师的亲友【推荐的你那个同事是教语文的吧！估计她下个月的教案啊特色教学都不愁了】终于明白夜场也只有这个没别的可看的原因了 亲友期末学校压力大 就冲看完回家洗洗就能睡第二天醒来无负担的催眠效果 全价值！ 三星！","Together to see relatives and friends colleagues highly recommended good smile good-looking hard-boiled to the last paragraph it dawned on me to ask to do High School teacher of family and friends [recommended of you that colleagues is to teach languages! Estimate her next month of lesson plans. features of teaching are not anxious] finally understand that night and only this nothing else can be seen as the reason for a relatives and friends at the end of the school pressure on the punch to see the finished home wash will be able to sleep the next day Wake up without the burden of the hypnotic effect of full value! Samsung!",0.913214
30,"一边看一边就在使劲回忆，到底在哪看过这部片子，灵光一现中恍然大悟：这不就是甲方乙方嘛！估计记忆模糊之时铁定把这两部片子混为一谈。现在是翻拍风流行么~ 不过，看事业线的话还是可以一观的╮(╯▽╰)╭","While watching the side in the hard memories, where the hell watched this film, a Eureka moment, suddenly: this is not the party party! The estimated memory of the blur of the ironclad these two films confused. Now is the remake of the merry.~ however, to see the cleavage then or you can a view of the╮(╯▽╰)╭",0.860897
30,"三个半的微电影的拼接。第一个的质量不错，后面两个不敢恭维。那半个很突兀，不过本身整部电影就没啥联系，认了。道歉的那个有想法，可惜太晚了。毕竟是基友一起去看的，捧个场加一星吧~","Three and a half of micro-film of the stitching. The first of good quality, the latter two do not dare to compliment. That half is very abrupt, but in itself the entire movie is nothing to contact, and confirmation. An apology that had the idea, unfortunately too late. After all, is the friends together went to see, holding a field plus one star.",0.866402
30,"三个小故事像是三个微电影，略略类似，观众会有疲劳感，这是节奏把握不好。高潮部分对大自然敬畏升华不错，但文字语言的好影像语言跟不上。王朔剧本部分内容眼前一亮，却只是挠痒，不能深究。葛优范伟演技派，小璐荣升人母，身材女人味尽现。另，商业植入明显。","Three small story like the three micro-film, slightly similar, the audience will have fatigue feeling, this is the rhythm grasp well. The climax of nature with awe and sublimation good, but the literal language of the good image of the language can't keep up. Wang Shuo screenplay portion of the content shines, but just tickling, you can not get to the bottom. GE fan Wei acting school, the small Lu Rong allow people the Mother, tall and feminine do now. Also, the business of the implant significantly.",0.933276
30,"三个故事第一段还不错，然后觉得最后那个道歉好牵强啊。总之，李小璐身材很好！","Three stories the first paragraph is also good, and then feel that last apology good far-fetched. In short, Li Xiaolu body good!",0.907781
30,"三个故事都讲得不透，最后的道歉又很俗而矫情，没有找准风格定位，优点只有美女和美景很养眼。冯导脾气太大了，觉得自己了不起死了，说他拍的不好的就是没看懂？什么道理啊","The three stories all speak impervious, and finally the apology and very vulgar and hypocritical, and does not pinpoint the style of the positioning, the advantages of the only beauty and the view is very seductive. Von guide temper is too big, feel great died, saying that he shot bad just don't read it? What make sense.",0.878822
30,"三个独立的小故事要是都有第一个的水准可能会更好一点。总的来说太过一盘散沙，呈现出一种碎片化的态势。与现实结合的很紧密，可惜过度太快，显立意以及升格的时机选取的不够好，导致节奏失衡，显得影片有些突兀（尤其是最后一部分）。演员都不错，主题也不错，只可惜导演的控制力严重不足。","Three separate short story if you have the first level may be a little better. Overall, too much mess, showing a fragmented situation. With the real combination of very tight, unfortunately over too soon, was. intended as well as upgrading the time selected is not good enough, causing rhythm imbalances, the look of the movie some unexpected, especially the last part of it. The actors are good, the theme is also good, just a pity the Director of the control force is grossly inadequate.",0.911939
30,"三个结构算完整的故事，讽刺当下，最后段环保宣传，其实分段来看，其实当个微电影还是不错的。只不过大家对大导的要求高。看看现在的后起之秀，故事讲故事，已经结构松散。本来四颗星，由于宋大妈和白百何用力过猛，减颗星。总的来说作为喜剧，笑点几乎没有，这个有点失败。","Three structure calculation the full story, the irony of the moment, the last period of environmental advocacy, in fact, the segment of view, in fact, when a micro-film is still good. But everyone on the big lead's requirements. Now look at the Rising Star, the story story, has the structure loose. Would have been four stars, since the song aunt and white hundred what overexert, minus stars. Overall, as a Comedy, The punchline almost there, this is a bit fail.",0.884365
30,"三星半。完全不抱任何期待去看结果觉得还不错，不过冯导是越来越玩票了也越来越自嘲了，有些台词还是挺走心的，甭管是不是圈钱电影，要是说和小时代比那也太糟禁人冯导了，我都看不下去了。PS：最后的环境宣言是有点突兀，不过说的还挺好，尤其是白百合内段。","Samsung half. Completely do not hold any expectations to see the results but also good, but von guide is more fun. also more and more self-deprecating, and some of the lines was quite Swiss, don't tube is not the money the movie, if that and the hours of generation than that's too bad ban man von the guide, I see not go on. PS: the last environmental Declaration is a bit obtrusive, but that's also good, especially the white Lily within the segment.",0.942988
30,"三星比较中肯，冯导炒甲方乙方的冷饭，旧瓶装入了些许新酒，但是风味还是老款冯氏幽默，构图方面延续了非诚勿扰的传统，大把风景配个把好图。郑恺差强人意，小璐小白么，呵呵。","Samsung comparison pertinent, von guide fry Party a party b the cold rice, the old bottle into some new wine, but the flavor is still the old von's humor, the patterned aspect of the continuation of the if you are the one of the traditional, large lookout view with handle good Fig. Zheng Kai passable, Xiaolu noob?, huh.",0.841017
30,"三段小品挺不错的，都挺贴合主旋律的，最让人惊喜的是最后还有一段返场：诗朗诵。春晚导演真没白当啊！导完春晚还是继续回来拍点真正的电影吧。","Three sections of the skit quite nice, quite fit the main theme, the most let people surprises of is finally, there is a section of the back field: poetry recitation. The show Director really did not white when Ah! The guide finished the show or continue to come back to shoot some real film.",0.890962
30,"下午去看了<私人订制>，感觉挺对不起我大雾霾天去电影院看的。好看的都在预告片里，正片本身没太多笑点，感觉好松散，不连贯，没太多逻辑。最后的一部分掐下来可以在各大电视台做公益广告用。","In the afternoon went to see the<Customize>, feeling quite sorry for my fog haze days to go to the cinema to see. Look good in the trailer, the film itself is not too much to laugh, feel good loose, not coherent, not too much logic. The last part of the pinch down in the big television stations to do public service ads.",0.876675
30,"不伦不类不三不四","Nondescript dubious",1
30,"不光我没乐~大家都没咋乐。从大地震，1942走了一圈，本以为绕回了冯氏幽默，没好剧本啥都白扯。其实根本就别在意别人说你电影是俗是雅，雅俗共赏就是好片。","Not only I didn't music to everyone no what music. From the earthquake, 1942 walking in a circle, The thought around the back of the von's humor, no good script, what are the white tugging. In fact, simply don't care about the others say that your movie is vulgar is elegant, but is a good piece.",0.845341
30,"不好不坏，没想的好，没说的烂，和吴爸爸及妹妹一起看的，这个跨年，呵呵，还是如往年一样，平平淡淡凄凄惨惨戚戚的","Not good not bad, didn't think of the good, but rotten, and Wu dad and sister together to see, this New Year's Eve, huh, or, as in previous years, flat light 凄凄 cancan highly.",0.891966
30,"不好也不差吧，就是几个故事缺乏关联性导致电影整体性差些，最后的环保主题插入，生硬，但还是有点诚意，就当环保宣传呗。范伟第一个当官的故事里有一句很有味儿：贪污是腐败，不作为同样是腐败","Not good nor bad it is the few stories of the lack of relevance of the resulting film integrity is poor, the final environmental themes insert, blunt, but still a little goodwill, it is when the environmental awareness chant. Fan Wei the first one when the officer's story there is a very odorous children: corruption is corruption, inaction is also corruption",0.865058
30,"不带期待的去看反倒好点，范伟的那个故事还不错，如果能拍得更多更深刻一点，也未必不会成为一个好电影。","Without looking to see but good point, the fan Wei of the story is also good, if you can shoot much more deeper point, also not necessarily will not make a good movie.",0.871748
30,"不得不说豆瓣越来越挑了。还成，看到了很有共鸣的情怀。文人骚客都是蛋疼的（我也蛋疼但只骚客不文人）。博君一笑仅此而已，王朔这混蛋是好人。喜欢最后的煽情，山川河流，神经病骚客们永远的爱。另雨天葛总结范时的音乐很好听.我真不挑剔.","Have to say watercress getting picked. Also, see the very resonance of feelings. Mystics are the balls, I also the balls but only 骚客 not a civilian one. Bo Jun is a laugh nothing more, Wang Shuo this asshole is a good person. Like the last of the sensational, the mountains and rivers, neuropathy 骚客 are always love. Another rainy day GE summary van when the music sounds good. I'm really not picky.",0.911828
30,"不抱太高期待看，还行。白百合演得真贱，李小璐演得真假，郑恺长得很怪、意外的挺好看，葛优挺一贯的，广告做的太硬！完全没看出来这四人的分工怎么回事儿。第一段说教太俗，第二段莫名其妙，最后一段太假。但是至少大家笑了","Do not hold too high expectations of look, also. White Lily acted really cheap, Li Xiaolu Act the true and false, Zheng Kai looked strange, unexpected look good, the GE quite consistently, the ads do too hard! Totally didn't see it this four-person division of labor happened. The first paragraph of the Sermon is too vulgar, the second segment somehow, the last paragraph too fake. But at least everyone laughed",0.900177
30,"不是很好看 给三星的原因一是丹姐那段二是煤坑那块 戳泪点 其他不好","Not very nice to the Samsung one reason is Dan sister that the second is the coal pit that blocks poke the point of tears the other bad",0.891032
30,"不知道为何网上一窝蜂的辱骂这部片子，虽然我也在中途觉得无聊有点看不下去，但当王铮亮那首歌响起的时候还是觉得有一些感动。最后那段对环境的表白，除了白百合让我十分想shut it off以外，另外仨都不错。这部片子不就是冯小刚的任性抱怨以及反抗吗？影片最后葛大爷的段子我还是觉得实在是高！","Don't know why the online swarm of insults this movie, although I'm also in the middle bored a little to see not go down, but when the king burnished that song sounded when still feel some moved. That last paragraph on the environment of the confession, in addition to the white Lily so I am very want to shut it off outside, the other three are good. This film is Feng Xiaogang's wayward complain and revolt? The movie The last GE uncle the piece I still think is really high!",0.934167
30,"不知道冯导是为应付华谊合同，还是一门心思忙活春晚，这部片子除了标志性的海南风光和满眼商业广告外，根本看不出是冯小刚与王朔两位大师的作品。全篇零散的小品式剧情和挠痒痒般的笑点，最后猛的煽个情再扣一顶公益环保的帽子，这完全就是春晚的套路啊！片尾的马年大吉再也找不到甲方乙方的感觉了。。","Don't know von the guide is to deal with Huayi contract, or single-mindedly busy Spring Festival Gala, this film In addition to the iconic Hainan scenery and eyeful of commercial advertising, simply do not see is Feng Xiaogang and Wang Shuo two masters of the works. Throughout the fragmented pieces of the formula of the story and the tickle-like laugh, and finally shoved fanned a case and then snap a top public interest environmental Hat, This is the show routine! Credits of the year of the horse daikichi never find Party a party B feel.",0.880906
30,"不知道是冯导葛大爷的票房号召力还是别的什么，没到周末影院也都是人，我能选的位置只有前两排了。无奈之下我只能在距离大屏幕的4~5米处的第二排仰着脖子仰了90分钟。笑点不好笑，故事也差一点，第二个雅与俗让我想到了我最喜欢的两段老郭的相声你要高雅我要反三俗。","Don't know is von guide GE uncle at the box office appeal or something else, not to the weekend Theater are also people, I can choose the position of only the first two rows. In desperation I can only at a large distance from the screen 4 to 5 m at the second row of back neck to bottom in 90 minutes. Punchline not funny, the story also almost, the second elegant and the vulgar makes me think of my favorite two sections of the old Guo's comic you want elegant, I want the anti-three vulgar.",0.887278
30,"不算什么","Nothing",1
30,"不置可否","Undecided",1
30,"不能让观众发笑的喜剧不是好喜剧 不管冯导眼里是不是有深意 作为普通观众只觉得立意很牵强。唯一赞的就是给宋丹丹点的那首歌。","Can't let the audience laugh at the Comedy not good Comedy regardless of Feng turned the eyes of the Is there a deep meaning as the General audience only feel the idea is far-fetched. Only praise is to the song Dan Dan the point of that song.",0.860195
30,"不能说很搞笑，但看着还蛮有意思的，两个女演员是亮点~最后向大自然道歉有些感动~~~","Can't say very funny, but watching it was kind of interesting, the two Actresses are the highlights to last to the nature of apology and some touched~~~",0.878002
30,"不说了 甲方乙方2 还可以吧~ 结构完全相似 到后边还变成公益电影了~ 我是冲着百合来的 嘿嘿~~ 美了~~","Do not say Party a party B 2 Also can.~ the structure is completely similar to the rear but also into public good movie~ I was directed Lily to the Hey Hey~~ beautiful~~",0.882914
30,"不谈人品，这二年冯小刚已经把自己的人品败光了，不谈电影创作与拍摄，我也不懂，谈不出一二三四来，要不是有人请客免费看，我想我是绝不会再进电影院看冯小刚的电影了，反正比非诚勿扰2要好看点，有一些能笑出来的点，雅啊俗的，三星还是值得的，反正冯小刚本来就是一个被高估了的导演。","Don't talk about the character, this two years, Feng Xiaogang has put himself in the character blow it, do not talk about film-making and shooting, I also do not understand, to talk about not one, two, three or four, if it weren't for someone please free see, I guess I was never into the cinema to see Feng Xiaogang's movie, anyway, than if you are the one 2 look good points, and some can laugh out of the point, ya? vulgar, Samsung still worth it, anyway, Feng Xiaogang was an overrated Director.",0.880301
30,"不那么好看 讽刺的赤裸裸 反而本末倒置了 故事不够连贯 严格说没有剧情可言 这种分段式的真的可以称为电影么？看过的电影不多，虽然这部主题比较明确-_-||还是比较喜欢连贯的故事。3星全给演员，这片子个给人一种很难演的感觉。AIA人感觉还不如去看警察故事╮(╯▽╰)╭","Not so nice irony of the naked but the cart before the horse in the story is not enough coherent and strictly speaking there is no plot to speak of, this segment of the formula can really be called a movie? Saw the movie not much, although this portion of the theme more explicit-_-||prefer a coherent story. 3 star full to the actor, this film give a person a kind of very hard to play feeling. AIA feel might as well go watch police story╮(╯▽╰)╭",0.88528
30,"两星全给宋丹丹 整体还是可以的 但是最后好突兀啊 主旨是好的 但是很奇怪 限价片不能忍扣分","Two star full to song Dandan overall still can, but the last good obtrusive. the idea is good, but very strange limit sheet can not tolerate points",0.846046
30,"两星半  整个片子有种不伦不类的折中感  主角没塑造很单薄  整体缺乏连贯的主线无高潮  其实没必要拍那么长  该剪掉至少15分钟  画面其实还不错  范伟那段也挺逗的  除了啥道歉环保  片子主体蜻蜓点水地调侃了官场电影行业文艺圈富人群体","The two stars half the entire film a kind of nondescript compromise a sense of the main character didn't shape the very thin overall lack of coherent mainline without orgasm it's not necessary to shoot so long the cut at least 15 minutes the picture is actually pretty good fan Wei that is also quite funny in addition to what the apology environmental film body quick adjust Kan the officialdom in the film industry literary circle of the wealthy groups",0.843377
30,"两星半，今年春晚没什么小品是不是因为冯小刚把好小品全放电影里单独收费去了，善于把握市场，镜头总感觉色色的，几个小品混在一起，越往后说教倾向越强，收尾虽然有意往接地气收，但是明显可以感受到刻意，基本就是人物反差，体验，议论的大小品式电影，但是就小品而言，做的很好了。","Two stars and a half, this year the show is nothing skit is not because of Feng Xiaogang to put good Comedy full movies in a separate charge to go, good grasp of the market, lenses always feel color, a few skits mixed together, the longer it didactic tendency is stronger, the finishing although the intention to ground gas yield, but obviously can feel deliberately, the basic is the character contrast, the experience, remarking the size of the Product-Type movie, but the skit is concerned, doing very well.",0.930121
30,"两江新区厚品影城。看这种片就是要吐槽。基本上反应中国人的信仰和中国人的梦：当官和有钱。故事二则证明了冯导本人的烂俗。最后那一段环保宣传也格格不入匠气十足，所谓诚意也只是植入各种广告。如看春晚般会笑，但那种笑总像别人（观众席里的托儿）鼓动的而非发自内心：膈应。","Liangjiang new area, the thickness of the product studios. See this sheet is to be tucao。 Basically the reaction of the Chinese beliefs and Chinese dream: when the officer and rich. Story two then prove that the von guide himself of the rotten vulgar. That last a period of environmental advocacy is also incompatible carpenter full gas, so-called sincerity also just implant a variety of advertisements. Such as watching the Spring Festival Gala like a laugh, but that laugh always like others in the audience of childcare）agitate and not from the heart: the phrenic.",0.86809
30,"个人不是很喜欢这种灰色幽默的电影。但也不至于别人说的那么差。.  演员导演都很有诚意。可能现在讯息传达太快，一部电影想从开拍到上映，能涵盖所有的时代讯息太难了。","Personally not very fond of this grey humor of the movie. But also not someone said Of then poor.. Actor Director very good faith. Maybe now the message is too fast, a movie like from the start of filming to release, and be able to cover all of the times the message too hard.",0.870074
30,"个人觉得不错，唯一的不足呢就是拼起来的三个故事没什么联系，最后的升华又文不对题，总体上是不错的。成全别人，恶心自己。","Personal feel good, the only lack is together three stories of nothing contact, and finally to the sublimation and foreign, on the whole is good. The sake of others, nausea yourself.",0.893792
