"Chinese.origin.data","Google.translated.data","Google.Chinese.sentiment.analysis.score.base.on.Chinese.origin.data.","Google.English.sentiment.analysis.score.base.on.Google.translated.data."
"C 一部剧如果涵盖的东西太多也不好，导演你心太大了","C drama if covered too much is not good, director of your heart is too big",0.300000012,-0.699999988
"Mr.Feng 这是要步入喜剧烂片导演的殿堂了吗","Mr.Feng This is to enter the hall of comedy film director it",-0.899999976,0.5
"PL非要看葛大爷。。","PL depends on Ge uncle. .",-0.5,0.400000006
"一，段子太老了节奏太慢了虽然我确实笑了但是我看着完全没有带入感  二，用小品和相声就能讲出来的片子 完全抛弃了电影的本质和镜头语言 三，这是个造梦的纯商业片 四，至少冯导他敢讲真话 虽然是一次不太成功的尝试 但愿意为精神点赞","First, the stage is too old rhythm too slow Although I really laughed but I did not look into a sense of sophistication, comic dialogue can be out of the film completely discarded the essence and language of the camera Third, this is a Dream pure commercial film IV, at least von lead him to dare to speak the truth Although it is a less successful attempt, but willing to point for the spirit",0.300000012,-0.5
"一上映就跑去看了 其实最后面的道歉 我还是比较认同的 至于前面的各种 感觉像是没有头绪 神龙见首不见尾  即便是想脱俗 但也还是个俗人 无所谓啦！","I ran to see the release of the last apology in fact, I still quite agree with the front as a variety of feeling like there is no clueless dragon see the beginning of the first sight, but even if they want to be refined, but it is still a laughetist it!",0.600000024,-0.600000024
"一不小心看睡着了三次，感觉是好几个客户的私人订制故事拼起来的，最后自己彻底清醒的时候就开始跟大自然道歉了，不知道是想表达什么，跟电影主题有什么关系吗？","Accidentally fell asleep three times, I feel that several private customers ordered the story together, and finally wake up completely awake when I began to apologize to nature, I do not know what to say, with the movie theme has anything to do ?",0.600000024,-0.5
"一个人看喜剧，到底是喜剧还是悲剧呢？","A person to see comedy, in the end is a comedy or a tragedy?",-0.400000006,0.300000012
"一个喜剧电影不仅仅是笑果，还要看它对社会的正能量，如卓别林的电影系列，美国电影肖克申的救赎之后导演不是个个电影都超越了肖克申，冯小刚和姜文的电影跟随时代在进步给我们喜怒哀乐之后感觉是正能量，所以支持冯小刚和姜文","A comedy film is not just a joke, but also depends on its positive energy to society, such as the Chaplin movie series, after the American movie Shocking's Redemption directed not all movies beyond the Shockkers, Feng Xiaogang and Jiang Wen's film to follow the era After the progress to our emotions is positive energy, so support Feng Xiaogang and Jiang Wen",0.800000012,-0.400000006
"一个场面、画面升级版的甲方乙方 也许是抱了太大的希望 所以也是失望 可能冯导此次想通过他的电影明晃晃的传递出正能量 但可能太直白 没给我留下什么印象 走出影院 连演了什么都不记得了  支持了票房 浪费了时间","A scene, an upgraded version of Party A Party B may have embraced too much hope so is disappointed Feng may wish this time through his movie shining pass positive energy but may be too straightforward I did not leave any impression out Cinema even staged what did not remember supporting the box office wasted time",0.400000006,-0.800000012
"一个时间分配不均的创意电影，不过看了后人还是能有想法的。如果梦想真的是那么遥不可及的话，那么还是让它那么的遥不可及吧，因为短暂的实现，也是可怕的。","A time of uneven distribution of creative movies, but later people still have the idea to see. If the dream is really out of reach, then let it be so out of reach, because the short-term realization, but also terrible.",0.600000024,-0.600000024
"一个纠结于婊子与牌坊的导演，躺着把钱挣了。","An entangled bitch and torch director, lying down to earn money.",0.699999988,-0.400000006
"一分不能再多了，这一分打给摄影师。","One point can not be more, this is a call to the photographer.",-0.300000012,0.300000012
"一分给宋丹丹和那首歌","A song to Song Dandan and that song",-0.400000006,0.400000006
"一分给马年一分给范伟一分给葛大爷…","A point to the horse a minute to Fan Wei points to Grandpa ...",-0.300000012,0.5
"一切皆谐虐，笑笑罢了","Everything is abusive, laughing nothing more",0.400000006,-0.899999976
"一向不喜欢这样的贺岁","Always like this Lunar New Year",-0.5,0.600000024
"一周前看的 现已记得 有几个小点 但剧情确实不够深刻","A few weeks ago to see the remembered now a few small but the plot is not deep enough",0.800000012,-0.600000024
"一周后，一点也想不起来这4个专家都干了嘛！！！！！","A week later, I can not remember the four experts have done it! ! ! ! !",-0.699999988,0.300000012
"一场大梦 荒诞但却反应了现实","A big dream but it reflects the reality",-0.300000012,0.699999988
"一场尴尬的闹剧","An awkward farce",0.300000012,-0.800000012
"一如既往厌恶冯小刚王朔的嘴脸","As always, disgusted with Feng Xiaogang Wang Shuo's face",0.699999988,-0.899999976
"一帮傻逼少特么在那儿装逼 这片儿就是好看","What a gang of sucker",0.400000006,-0.600000024
"一年不如一年……","One year less than a year ......",-0.699999988,0.300000012
"一开始以为是喜剧片，然后兴冲冲的跑去看。片子就是中途有那么些台词和细节是搞笑的。整部片子看下来结局有点突兀.最大的感觉是让你笑着挨了一巴掌。","The beginning of that is a comedy, and then excitedly went to see. The movie is halfway there are so many lines and details are funny. The whole film looks a bit abrupt ending, the biggest feeling is to make you smile slapped.",0.400000006,-0.300000012
"一开始吃奶油觉得挺好味的，结果从头到尾都是奶油，一口鸡蛋糕都没吃到，腻死了。","I started eating cream that tastes very good, the results are cream from start to finish, a chicken cake have not eaten, tired of death.",-0.800000012,0.600000024
"一开始就听说冯小刚用了谈棉花的心弹了一回棉花。要不是松哥这个大俗人满怀期待非得去看男二号，我是断然不会花钱去电影院看的！几个故事真是太俗太乱。","Feng Xiaogang heard about the beginning of the cotton used to talk about a heart of cotton. Is not this big pop star Songgo have to look forward to have to see the second man, I would definitely not spend money to see the cinema! A few stories are too vulgar too messy.",0.300000012,-0.400000006
"一心两用的时候看挺好的，比如抄作业的时候。最后道歉好矫情啊","Looked good when single-minded, such as copying homework time. Apologize last good hypocritical ah",0.600000024,-0.5
"一方面想骂GCD，一方面想拍老百姓马屁，江郎才尽的冯导什么时候能再给人点惊喜。。。","On the one hand want to scold GCD, on the one hand want to shoot the people ass, Jiang Lang to do when Feng guide can give people a little surprise. . .",0.899999976,-0.300000012
"一无是处","Nothing good",0.300000012,-0.699999988
"一星冲葛优曾经的杨重","One-Star Gege excellent Yang heavy",-0.600000024,0.800000012
"一星嫌多，权当给了范伟","One too many stars, the right to Fan Wei",-0.300000012,0.600000024
"一星是给片尾曲的","A star is to the end of the song",-0.400000006,0.400000006
"一星白百何 谁叫我是她的脑残粉","One hundred stars why I call her brain residue powder",-0.400000006,0.600000024
"一星给冯小刚","A star to Feng Xiaogang",-0.300000012,0.400000006
"一星给几句台词，一星给片尾的公益广告，一星给不接地气的冯导，俗了那么多年何不就一俗到底呢。","A star to a few lines, a star to the end of the public service ads, a star to Feng Jie vain, so popular for so many years why not a vulgar in the end it.",-0.699999988,0.300000012
"一星给宋丹丹","A star to Song Dandan",-0.300000012,0.5
"一星给宋丹丹，一星给时间都去哪了","A star to Song Dandan, a star to where the time have gone",-0.300000012,0.400000006
"一星给宋丹丹的故事和那首歌","A star to Song Dandan's story and the song",-0.300000012,0.600000024
"一星给我葛大爷，一星给第一个故事，一星给郑恺。","A star gave me Ge uncle, a star to the first story, a star to Zheng Kai.",-0.300000012,0.600000024
"一星给时间你去哪儿了那首歌","A star gives time where you went that song",-0.300000012,0.400000006
"一星给景色，一星给郑凯吧，没多大劲，真要说那比不二神探好一丢丢","A star to the scenery, a star to Zheng Kai it, not much strength, really want to say that it is better than a second detective",-0.699999988,0.600000024
"一星给曹炳琨","A star to Cao Bingkun",-0.300000012,0.400000006
"一星给朔爷成为段子手前的威名。","A star to the moon god became the prestige of the stage.",-0.300000012,0.699999988
"一星给李小璐","A star to Li Xiaolu",-0.300000012,0.300000012
"一星给李小璐买内增高.一星给白百合打车滚","A star to buy Li Xiaolu increased. A star to white lily hit roll",-0.400000006,0.600000024
"一星给海南，一星给葛大爷","A star to Hainan, a star to Ge Grandpa",-0.400000006,0.300000012
"一星给王朔，一星导演，一星演员。","A star to Wang Shuo, a star director, a star actor.",-0.300000012,0.300000012
"一星给环保","A star to the environment",-0.300000012,0.600000024
"一星给甲方乙方 一星给弹棉花","A star to Party B a star to play cotton",-0.300000012,0.699999988
"一星给白百合","A star to white lily",-0.300000012,0.5
"一星给第一段，两个女演员的比基尼各给一星","A star to the first paragraph, the two actresses bikini each give a star",-0.400000006,0.400000006
"一星给范伟，一星给宋丹丹","A star to Fan Wei, a star to Song Dandan",-0.300000012,0.600000024
"一星给范围，丹姐是去打酱油了吧","A star to the range, Dan sister is to play soy sauce it",-0.300000012,0.400000006
"一星给葛优，一星给小刚，一星给豆瓣，冯秘书做作扣一分，看到范伟部分刚一般就离场扣一分。","A star to Ge You, a star to Xiaogang, a star to the watercress, Feng deduction made a deduction for the secretary, see Fan Wei part just leave a deduction on the general.",-0.5,0.699999988
"一星给葛优，一星给范伟，一星给宋丹丹。","A star to Ge You, a star to Fan Wei, a star to Song Dandan.",-0.300000012,0.699999988
"一星给葛大爷 一星给宋丹丹","A star to Ge uncle to Song Dandan",-0.600000024,0.699999988
"一星给葛大爷！","A star to Ge Grandpa!",-0.5,0.300000012
"一星给葛大爷，一星给白云阿姨，两位除外，其他人表演真心渣！除了我，还有人觉得李小璐挤胸完全无美感么？","A star to Ge uncle, a star to aunt Bai Yun, except two, others really show the residue! In addition to me, there are people think there is no sense of beauty Lixulu chest squeeze it?",-0.400000006,0.300000012
"一星给郑恺 其他滚蛋","A star to Zheng Kai other get out",-0.300000012,0.400000006
"一星给配乐，一星给丹丹姐的演技，一星给被钱砸的葛大爷","A star to the soundtrack, a star to Dandan sister acting, a star to the money Ge smashing",-0.400000006,0.800000012
"一星给风景，一星给王铮亮和羽泉的歌……","A star to the landscape, a star to Wang Zheng Liang and Yu Quan's song ......",-0.300000012,0.400000006
"一星范伟一星丹丹","A star Wei Wei Dandan star",-0.300000012,0.300000012
"一星都嫌多，除了范伟那个。。。","One too much star, except that Fan Wei. . .",-0.400000006,0.600000024
"一点不喜剧，虽有内涵，但无味","Not a bit comedy, though connotation, but tasteless",0.400000006,-0.800000012
"一点点诚意都没有","A little bit of sincerity at all",-0.600000024,0.400000006
"一点诚意都没有的片子，耍观众玩呢吧。","A little bit of sincerity of the film, the audience playing it.",-0.899999976,0.600000024
"一直想看没有高清的终于高清出来了看完了觉得不看也就那样","Always wanted to see no high-definition finally came out after watching do not look like it",0.899999976,-0.800000012
"一直看评论恶评如潮就没看，看了很有感触，大概我真的老了","Has been watching comments bad comments raging did not see, read a lot of feelings, probably I'm really old",0.899999976,-0.600000024
"一直秉持不在电影院看国产片的原则到底是对的。冯式幽默已经玩不出心意了，通篇搞些大道理然后七拼八凑，感叹生活，毫无深度供观众挖掘回味的。更狗血的是最后感谢山川河流那段，这不就是传统的小学生作文么。。真JB扯蛋。诶对了，璐璐同学您能别老挤个事业线在荧幕前晃么，假奶亮不了。。","Always uphold the principle of not seeing domestic films at the cinema is right. Feng style humor has been played out of mind, and throughout the main road after some patchwork, sigh life, no depth for the audience to dig aftertaste. More dogged is the last to thank the mountains and rivers that period, this is not what the traditional primary school composition. . Really JB pull eggs.诶 Yes, Lulu students you can not squeeze a business line in front of the screen shake what, false milk can not. .",0.300000012,-0.400000006
"一直穿插于老套小品式与广告之中，结局制造煽情和做作。","Has been interspersed with stereotypes and advertisements, ending the manufacture sensationalism and contrived.",0.5,-0.899999976
"一直说不看的还是看了，其实隐约感觉到导演想表达一些东西，被赞以及被喷都有一定的理由！这就是一直或缺的critical thinking吧...但是由于审核等奇葩的因素吧，这么拍才能播吧= =ps:结尾真是理解无能···","Has been saying do not read or read, in fact, vaguely feel the director wanted to express something, was praised and was sprayed for some reason! This is the critical or not critical thinking ... but because of the wonderful factors such as audits, so be able to broadcast it = = ps: the end really understand incompetence ...",0.5,-0.600000024
"一碗放了太多鸡精的心灵鸡汤","A bowl of chicken soup put too much soul chicken soup",0.300000012,-0.5
"一腔俗血的白日梦","A vulgar daydreaming",0.5,-0.699999988
"一腔俗血还有点意思","A vulgar blood is a bit mean",0.5,-0.699999988
"一腔俗血还能看","A vulgar blood can see",0.400000006,-0.699999988
"一般   剧情性不强 感觉导演想表达的东西没有表现出来","General drama is not strong sense of what the director wanted to express did not show up",0.699999988,-0.699999988
"一般 很一般","Generally very general",-0.5,0.300000012
"一般，我能忍受的范围内","In general, I can tolerate the range",-0.400000006,0.800000012
"一般，最后那段是冯小刚为拔高电影应加上去的，还是真心唤起社会对环境的关心，后面更像公益广告","In general, the last period is Feng Xiaogang should be added to pull up the film, or really evoke the community's concern for the environment, followed by more public service ads",0.5,-0.400000006
"一般偏难看，也就第一个故事还可以，大家都在怀念说甲方乙方多好，专门又重看了一遍~大家都是为了吐槽一部剧抬高另一部剧，其实两部都不咋地.ps  苏州 三亚宣传片即视感","Generally difficult to see, but also the first story is OK, we all miss that Party B Party B good, special and re-read it - everyone is to Tucao a drama raising another drama, in fact, both Not good .ps Suzhou Sanya promotional video that is",0.400000006,-0.800000012
"一般吧 很失望 翻拍的甲方乙方 前面看着还行 药匣子演的还不错 后面不知所云 感觉想深刻但不深刻 想喜剧但不喜剧 总体感觉尴尬 葛大爷的演技还是一样的棒 导演不知道这次在想什么","General bar is very disappointed with the remake of Party B in front of the line is also doing a good job in the box after the unknowingly deep feeling but do not deeply want to comedy but do not comedy feel embarrassed Ge uncle acting is still the same great director do not know this Times are thinking about what",0.800000012,-0.699999988
"一般吧，开头很精彩，结尾很糟心，虽然继续发扬了连讽刺再挖苦的优良美德，但牵强的结尾，不适当的煽情，过于夸张的表演，白瞎了公益广告，可惜了宋丹丹和李成儒","In general, the beginning is very good, very bad at the end, although continue to carry forward the satirical and even sarcastic virtues, but far-fetched end, inappropriate sensationalism, over-exaggerated performances, blind public service ads, but unfortunately Song Dandan and Li Chengru",0.699999988,-0.699999988
"一般吧，感觉笑点不多，很多暗讽，我不是特别喜欢","In General, I feel a little joking, a lot of irony, I do not particularly like it",0.300000012,-0.800000012
"一般吧，象多个独幕剧的拼凑，表演方式和立意略显矫情。","In general, like a multiple actress patchwork, performance and conception slightly hypocritical.",0.699999988,-0.300000012
"一般往下 其实没抱多大的期待去看的 不过隔行如隔山 王朔啊王朔=3=","In fact, generally do not hold much hope to see the interlacing, such as every mountain Wang Shuo ah Wang Shuo = 3 =",0.600000024,-0.300000012
"一般般，感觉没用心，最后生态文明拔高拔的很突兀","In General, I feel useless, finally unplugged ecological civilization is very unexpected",0.600000024,-0.5
"一般般，没有亮点，最后还来煽情，我是看电影的，不是去上幸福课的。","In general, there is no bright spot, and finally also sensational, I was watching movies, not to go to happiness class.",-0.600000024,0.5
"一般般，真心的一般般！","General, sincere like!",-0.699999988,0.699999988
"一般般，结局有点牵强","In general, the outcome a bit far-fetched",0.600000024,-0.300000012
"一般般，说不上特别好~抨击了好多社会现象，结局的道歉很突兀~","In General, can not be described as particularly good ~ attacked a lot of social phenomena, the outcome of the apology is unexpected ~",0.699999988,-0.5
"一般般吧，没冯导以前的电影好看","As usual, no previous guide vv movies look good",-0.800000012,0.400000006
"一般般好笑吧，几个故事一起有点像微电影不像电影","General joke, a few stories a bit like a micro-movie is not like a movie",0.899999976,-0.600000024
"一贯的冯导水准，影片没有贯串的主题，三个故事都像是导演安排的小品桥段，最后环保主题显得突兀，三星。","Consistent with the standard von Feng, the film does not have the theme of the game, the three stories are like the director of the Pieces plot, the last green theme appears abrupt, Samsung.",0.800000012,-0.400000006
"一身俗血的我觉得挺好的，就是有些桥段竟然能通过审查，对比无人区的被禁遭遇，深感某部门果真是无节操啊。","A vulgar blood, I feel quite good, that is, some of the bridges can actually pass the review, compared with no-man-made area was banned, deeply rooted in a department really is useless ah.",0.400000006,-0.800000012
"一部大部分嫌弃的电影 怎么说呢 我却喜欢最后附赠的道歉段落","How do I say most of the movies I do not like?",0.300000012,-0.400000006
"一部有一些笑点的公益广告","A public service advertisement with some jokes",0.300000012,-0.300000012
"一部段子小品","A piece of scrap",0.600000024,-0.600000024
"一部纯粹为了抢钱的电影","A movie just to grab money",0.600000024,-0.400000006
"一部贺岁片 何必斤斤计较 虽然比不上甲方乙方 但也没那么差 乐呵一下过去了就","Why a New Year film preoccupied with Although not comparable to Party B but not so bad",-0.699999988,0.300000012
"一部适合给政府官员和富豪们看的教育片，你我赚钱不易之百姓还是免进影院了吧","A suitable for government officials and rich look at the educational films, you or I do not easy to make money into the cinema or not",0.699999988,-0.300000012
"一颗星，给葛优。","A star, to Ge You.",-0.400000006,0.5
"一颗星为了葛优","A star for Ge You",-0.400000006,0.600000024
"一颗星是看在齐公子的面子上给的","A star is on the face of Qi Gongzi to give",-0.300000012,0.300000012
"一颗星给2014年","A star for 2014",-0.5,0.300000012
"一颗星给反贪理念，一颗星给时间都去哪儿了，一颗星给向大自然道歉","A star to anti-corruption concept, a star to where the time to go, a star to apologize to nature",-0.400000006,0.5
"一颗星给宋丹丹","A star to Song Dandan",-0.400000006,0.5
"一颗星给宋丹丹，一颗星给主题曲。","A star to Song Dandan, a star to the theme song.",-0.600000024,0.600000024
"一颗星给宋丹丹，一颗星给李小璐","A star to Song Dandan, a star to Li Xiaolu",-0.600000024,0.600000024
"一颗星给小璐的贾乃，一颗星给宋大妈的美腿","A star to Xiaolu Jia Nai, a star to Aunt Song's legs",-0.5,0.5
"一颗星给最后装模作样的结尾，一颗星给宋丹丹真我的演出。","A star to the last pretend model end, a star to Song Dandan really my performance.",-0.600000024,0.600000024
"一颗星给李小璐","A star to Li Xiaolu",-0.400000006,0.300000012
"一颗星给海南","A star to Hainan",-0.400000006,0.400000006
"一颗星给王铮亮的歌","A star to Wang Zhengliang song",-0.400000006,0.300000012
"一颗星给环保 一颗星给几个笑点","A star to give a few green jokes",-0.699999988,0.400000006
"一颗星给羽泉的主题曲，一颗星给时间都去哪儿了","A star to Yu Quan theme song, a star to where the time went",-0.600000024,0.5
"一颗星给范伟 一颗给宋丹丹～再没什么好话说了～烂爆了","A star to Fan Wei Song Dandang ~ no good words ~ bad burst",-0.699999988,0.400000006
"一颗星给范伟，一颗星给丹丹","A star to Fan Wei, a star to Dandan",-0.699999988,0.600000024
"一颗星给范伟。","A star to Fan Wei.",-0.400000006,0.400000006
"一颗星给范伟和宋丹丹了。","A star to Fan Wei and Song Dandan.",-0.400000006,0.5
"一颗星给范伟的","A star to Fan Wei",-0.400000006,0.600000024
"一颗星给葛优 一颗星给过去的冯小刚","A star to Ge You a star to the past Feng Xiaogang",-0.400000006,0.699999988
"一颗星给葛优，一颗星给冯小刚，还有一颗星凑合着看吧","A star to Ge You, a star to Feng Xiaogang, there is a star make do with it",-0.600000024,0.699999988
"一颗星给葛优，一颗星给王铮亮。","A star to Ge You, a star to Wang Zhengliang.",-0.600000024,0.5
"一颗星给葛优，一颗星给白百合，不能再多了","A star to Ge You, a star to white lily, can not be more",-0.699999988,0.400000006
