"Chinese.origin.data","Google.translated.data","Google.Chinese.sentiment.analysis.score.base.on.Chinese.origin.data.","Google.English.sentiment.analysis.score.base.on.Google.translated.data."
"。。。。哎 故事真心不好 老戏骨演技倒是不错",". . . . Hey story is really bad old drama performance is good",0.400000006,-0.100000001
"。。。。无法超越甲方乙方 但也别这样好么 期待看到新作",". . . . Party B can not be exceeded but not so good looking forward to seeing the new work",0.200000003,-0.100000001
"。。。不知道说啥好了。。。整个人都不好了。。。",". . . I do not know what to say . . The whole person is not good. . .",0.100000001,-0.300000012
"。。。主题不清 情节衔接生硬 东拼西凑 不知所云。。。冯小刚最烂的电影也是葛优最烂的片子。。。",". . . Themes unclear plot cohesive patchwork unintelligible. . . Feng Xiaogang worst movie is the worst film Ge. . .",0.100000001,-0.600000024
"。。。真没想到能烂到这种程度，故事走向越来越看不懂了",". . . Really did not expect to rot to this extent, the story more and more can not understand",0.100000001,-0.200000003
"。。看着看着就开始玩手机了。。都是奔着阵容去的。。内容和台词有些讽刺但是毫无笑点。。嗯 失望",". . Looked and started to play the phone. . Are running to the lineup. . Some ironic content and lines but no joke. . Um disappointed",0.100000001,-0.100000001
"[pc]有钱任性，没钱过敏","[pc] wealthy wayward, no money allergy",0.400000006,-0.5
"~~~~~~想法挺好，怎么就那么别扭呢那个片尾！！！","~~~~~~ Very good idea, how so awkward? ! !",-0.100000001,0.600000024
"‘因为你们太贪婪了’","Because you are too greedy'",0.100000001,-0.899999976
"【6】甲方乙方没看过，是不是炒冷饭不太清楚。作为初见个人觉得还行，讽刺的太露骨。时间都去哪了←瞬间泪目。","[6] Party B has not seen, is not fried rice is not clear. As a first-rate think it works, ironic too explicit. Where are the time ← tears moment.",0.100000001,-0.100000001
"【三星】就记得冯后来气急败坏的在微博上说 你们都是装逼 ~","[Samsung] I remember Feng later angrily said on the microblogging that you are loading force ~",0.5,-0.600000024
"【以前挺接地气一导演 现在俩脚不沾地儿了】","【Previously connected to a director now both feet do not touch children】",0.300000012,-0.300000012
"【木木言施】有点政治，有点哲理，有点无趣，最后讲雾霾，河流才是亮点，提高了档次。——木木言施","[Muzi Shi Shi] A little politics, a little philosophy, a bit boring, and finally say smog, the river is bright, improve the grade. - Mu Mu Yan Shi",0.600000024,-0.200000003
"【看过不记得剧情系列】一律三星。","[I can not read the plot series] all Samsung.",0.5,-0.400000006
"【补发】太烂了!!!敝台首映发的票看睡着了!!!","[Reissue] suck !!! My Taiwan premiere issued the vote to see asleep !!!",0.100000001,-0.200000003
">> 和爸妈看滴！感觉后面非和公益扯上很生硬吖","&gt;&gt; And my parents see drops! Feeling behind and non-public relations is very hard acridine",0.600000024,-0.200000003
"………………不知道说啥",".................. do not know what to say",0.5,-0.100000001
"……人生若只如初见啊…还是甲方乙方有味道…三颗星只是为了怀念过去的贺岁…这个片子春晚小品的质感啊……","... If life is only as first seen ah ... Or Party B has a taste of ... Three stars just to miss the New Year of the past ... this film Spring Festival Pieces texture ah ... ...",-0.699999988,0.200000003
"0分！对于这部戏最大的赶脚的就是刻意矫情","0 marks! The biggest hurdle for this movie is intentional hypocrites",0.200000003,-0.400000006
"0期望值去看的，前戏还行，后半差点睡着，浓浓的现实批判 但最后的公益广告直接把我雷精神了！","0 expectations to see, the foreplay is OK, the latter half almost fell asleep, thick realistic critique But the last public service ads directly to mine my spirit!",0.300000012,-0.100000001
"1，炒冷饭。2，吐槽没吐猛。3，选的几段故事，没啥代表性。4，大家都在骂，是因为都没这个能力拍电影，就跟最后杨重说的不送车，我真有，道理相当。冠冕堂皇的话，谁都会说。不过，冯导，这种风格很喜欢，一如既往的黑色幽默，只是相比当年，退步太多了。","1, fried rice cold. 2, Tucao did not spit fierce. 3, selected a few paragraphs of the story, nothing representative. 4, everyone scolded, because they did not have the ability to make movies, just like the last Yang did not send the car, I really have the truth. High-sounding words, anyone will say. However, Feng guide, this style is like, as always, black humor, but compared to the year, too much back.",0.100000001,-0.200000003
"1，音乐值得一提；2，没笑过；3，没人物；4，没完整性，不过要是拍成四个微电影其实还可以，每个段落都有一些导演想表达的东西，不过连在一起根本不知道他想表达什么；5，荒诞无聊","1, the music is worth mentioning; 2, did not laugh; 3, no character; 4, no integrity, but if made into four micro-movie is actually OK, each paragraph has some directors want to express things, Together do not know what he wants to express; 5, absurd boredom",0.200000003,-0.699999988
"1、关于对权势名望（主动）、财富（被动）的白日梦，伪环保很快被私心反转过来的闹剧罢。纯粹这个词是个笑话，天下熙熙皆为利来天下攘攘皆为利往罢。2、冯导的女郎一代不如一代。","1, on the power of prestige (active), wealth (passive) Daydream, pseudo-environmental protection soon quickly turned back to the farce strike. Purely the word is a joke, the world hee hee Lee are bound to benefit the world rumble. 2, Feng guide girl generations better than generation.",0.200000003,-0.100000001
"1、片子本身足够吸引我；2、回忆起来，自己还是错过了好多人；3、很想念某座城市，某个人","1, the film itself is enough to attract me; 2, memories, they still missed a lot of people; 3, miss a city, a person",0.800000012,-0.5
"1.5星约等于2星","1.5 stars is equal to 2 stars",0.5,-0.5
"1.冯小刚、王朔、葛优还有段子，都老了。2.不过票房应该不会差，看的时候全场爆满，而且中午售票口就有人排队，主要是贺岁档太缺喜剧了，预计过8亿。","1. Feng Xiaogang, Wang Shuo, Ge You still have pieces, are old. 2. However, the box office should not be bad, when the audience was full, and noon ticket gate was lined up, mainly Lunar New Year file is too scarce comedy, is expected to have 800 million.",0.200000003,-0.100000001
"1.大导的烂片","1. Dominant film of bad",0.100000001,-0.100000001
"1.年初我看过小时代.2.这是我今年看过最烂的电影","1. I read the early days of the year .2. This is the worst film I've seen this year",0.300000012,-0.300000012
"1.王朔完全无视编剧技术，故事碎到只能到碗里来。2.这片要不是冯小刚拍，骂的人和看的人都会少很多。3.第一段落在深省和反思，第二段落在自嘲和嘲世，第三段落在耸人和感人。4.从第二段落说明冯小刚还是辣个火爆自大的冯小刚。5.我不觉得时间都去哪了多感人，但宋丹丹那一瞬间演技爆发，真感人。","1. Wang Shuo completely ignoring the screenplay technology, the story broken only to the bowl. 2. This film is not Feng Xiaogang beat, curse and look at people will be much less. 3. The first passage is deep and reflective. The second passage is self-deprecating and ridiculous. The third passage is sensational and touching. 4. From the second paragraph shows Feng Xiaogang or spicy arrogant Feng Xiaogang. 5. I do not feel that time has been a lot of moving, but Song Dandan acting moment broke out, really touching.",0.200000003,-0.100000001
"1`看到豆瓣评分这么低，没有看的欲望了，.2·有俩美女陪伴，还是看了.3、没有太多的惊喜，还是跟甲方乙方更类似，如果没有看过甲方乙方的话，看这个应该更有感觉吧。","1` see the watercress score so low, did not see the desire, .2 · there are two beautiful companions, or read .3, there is not much surprise, or with Party B is more similar, if you have not seen Party B If you look at this, you should feel more.",0.899999976,-0.100000001
"10131221 中影 某人 虽然没有宣传片看着过瘾，但是电影拍的比较真诚，冯小刚到了这个年纪这个阶段就该出这样的片子了，不一定是好电影，至少是好现象，活得明白。羡慕，加油。","10131221 Although there is no film in the film watching fun, but the film shot more sincere, Feng Xiaogang to this stage of this age should be such a film, and not necessarily a good movie, at least a good phenomenon, live to understand. Envy, come on.",0.699999988,-0.200000003
"11.12 如果你有车你会捐给别人吗？---不会啊，因为我真的有车","11.12 If you have a car you will donate to others? --- No, because I really have a car",0.200000003,-0.200000003
"110.  公元2014年2月10日，爱你无需多言","110. February 10, 2014 AD You do not need to say much",0.400000006,-0.200000003
"12.21 项菲请去世贸电影看的   实在不咋地","12.21 Philippine film go to the World Trade Center to see really not good",0.200000003,-0.600000024
"12.22橙天嘉禾，在西安看电影的机会不多了，虽然影片没什么意思。。","12.22 Golden days Golden Harvest, there is not much chance to watch a movie in Xi'an, although the film has no meaning. .",0.5,-0.600000024
"12.28 北京【最后的道歉略微震撼【阿弥陀佛","12.28 BEIJING [The last apology was slightly shocked [Amitabha",0.699999988,-0.600000024
"12月基本上是国产电影保护月，本来不想看，不过没有其他电影可看，只好看一下打发时间。导演是个好导演，不过片子很烂，不如看小品。","December is basically a domestic movie protection month, did not want to see, but no other movie to see, had to look at the pass time. Director is a good director, but the film sucks, it is better to look at sketches.",0.300000012,-0.5
"131228 居然打那麼低 愛唱反調的來了","131228 actually hit so low love to sing anti-tune came",-0.699999988,0.800000012
"13年12月31日晚上和朋友一起去看的，结果看睡着了。","December 31, 13 at night with friends to see, the results look asleep.",-0.100000001,0.400000006
"13年看的贺岁片。时间都去哪儿了T_T","13 years to see the New Year film. T_T where the time went",-0.100000001,0.200000003
"140210很一般呃，意思不大（某人很快睡着了）（某人连看四天终于看完了。。。）","140210 Very ordinary uh, meaning not big (someone is asleep soon) (Someone even read the last four days ...)",0.600000024,-0.800000012
"18号和石头哥一起在影院看的提前场。不说前三段的割裂感，单说最后的废话，搁再好的片子里也要把分数扣到精光。","On the 18th and stone brother to see the advance field in the theater. Not to mention the first three paragraphs of the sense of separation, saying the last nonsense, put no matter how good the film also points to fine.",0.5,-0.200000003
"18号晚上22点看的，菲尔姆影城.不那么多废话了，也许是我理解不了冯氏电影风格，看到后面有一种前后是两部电影的感觉，前面订制梦想，后面吐槽社会","At 22:00 on the 18th to see, not many nonsense, and maybe I can not understand the style of Feng movie, see the back of a film before and after the feeling of two front-end customized dreams, Tucao behind society",0.200000003,-0.100000001
"1997年的冯小刚消失了，我很怀念他","Feng Xiaogang disappeared in 1997, I miss him very much",0.5,-0.400000006
"1997年过去了，我很怀念它，2013年也过去了，我很害怕它。","1997 passed, I miss it, 2013 has passed, I am afraid of it.",0.800000012,-0.200000003
"19号在金逸看的，葛优还是一如既往的幽默，就是故事缺乏主线，更没想到的是今天凌晨我竟然失眠了...","19 in Jinyi to see Ge Ge or, as always, the humor, is the story of the lack of the main line, but did not expect that I am even insomnia early in the morning ...",0.899999976,-0.200000003
"1分是给背景的 属实 另外1分给表现形式 没用","1 point is to the background of the other 1 points to the manifest form of useless",0.5,-0.899999976
"1旧瓶装新酒，葛优如今也沦落到如此了.2李小璐胸还挺大的.3俩女主角一个比一个丑","1 old bottle of new wine, Ge excellent now also reduced to such a .2 Li Xiaolu chest is quite big .3 two actress one to one ugly",-0.400000006,0.800000012
"1星给白百何的胸","1 star to Bai Bai Ho's chest",0.200000003,-0.100000001
"1星给重拾儿时每年看冯导贺岁片的美好记忆；1星给很棒的主演和牛掰的配角们 我爱宋丹丹；1星给冯导和王朔到了这个岁数的情怀 很珍贵的情怀；半星包含大家的不喜欢但我的确很喜欢和反转剧般讲故事少了笑点多了回味的大胆。","1 star to regain their childhood every year to see the good memories of Feng Chia-Lunar New Year films; 1 star to a great starring and cattle off the supporting actors I love Song Dandan; 1 star to Feng guide and Wang Shuo to the feelings of this age is very precious feelings; Half star contains everybody's dislikes but I really like and reverse storytelling Less laughter More aftertaste bold.",0.600000024,-0.200000003
"1最后一段感觉跟前面格格不入的 虽然很有教育意义2片尾曲更有感觉诶","1 the last paragraph of feeling incompatible with the front although very educational 2 more songs feeling",0.699999988,-0.800000012
"1没整活儿，全是段子，和郭德纲现在的相声一样 2观众的标准肯定和专家不同，但通篇没让观众大笑就不对了 3公益部分绝对是强加上的，要是像植入广告那么用心也许会更好 4还好白百合的比基尼最后才出现，否则该不知道看什么了 5挺利尿的，一瓶可乐都没敢喝完","1 not a whole life, all the paragraphs, and Guo Degang now crosstalk 2 viewers standards certainly different from experts, but did not let the audience laughed right throughout the 3 public sector is absolutely imposed, if implanted ads Then the intention may be better 4 okay white lily bikini finally appeared, or do not know what to look for 5 a diuretic, a bottle of cola did not dare to drink",0.400000006,-0.899999976
"1般般，像甲方乙方","A general, like Party B Party",-0.400000006,0.5
"200人大厅超大银幕上看胸还是很爽的","200 people on the big screen look at the chest is still very cool",-0.200000003,0.899999976
"2013.12  厦门思明电影院 报复性一颗星","2013.12 Xiamen Siming cinema revenge a star",-0.699999988,0.300000012
"2013.12.22——王朔的衰老，冯小刚的疲惫，只有葛大爷的独舞尚可。","2013.12.22 - Wang Shuo's aging, Feng Xiaogang's exhaustion, only Ge Uncle solo dance is acceptable.",-0.200000003,0.300000012
"2013.12.23.658 好作,加上今天早上冯小刚的微博,在豆瓣每个人都可以当个所谓影评人的时代不知道他在喷谁,烂了就是烂了,拍的看起来振振有词,仔细想想就是表面上吓唬人","2013.12.23.658 Good work, plus Feng Xiaogang microblogging this morning, everyone in the watercress can be a so-called film critic who do not know who spray him, rotten is rotten, the film seems to be full of excitement, think carefully Is scare people on the surface",-0.899999976,0.5
"2013/12/22.56...自己花钱恶心自己，大概也就是中国目前的国情了？","2013/12 / 22.56 ... You spend money disgusting yourself, probably is China's current national conditions?",0.200000003,-0.400000006
"2013/12/29 看到丹丹姐那段睡着了....","2013/12/29 I saw Dandan sister fell asleep ....",-0.100000001,0.300000012
"20130219好像想表达什么，结果什么都没表达出来。","20130219 seems to want to express what, the result did not express anything.",-0.400000006,0.100000001
"2013-12-18 多一颗星给苏州吧","2013-12-18 One more star to Suzhou bar",-0.5,0.400000006
"20131220，美嘉国际影城，团队建设看。因为期望值不高，所以看着还凑合，王朔的表达欲太强，不是专业编剧。","20131220, Monica International Cineplex, team building look. Because expectations are not high, so look okay, Wang Shuo's desire to be too strong, not a professional screenwriter.",0.5,-0.400000006
"2013-12-22 世茂1：三个加长版春晚小品，一点呵呵的冲动都没有，电影院里一片寂静。一分实在不能再多了。","2013-12-22 Shimao 1: Three extra long version of Spring Festival essay, a little hasty impulse, the movie theater was quiet. One point really can not be more.",-0.400000006,0.200000003
"2013-12-29看完以后记不住什么 没特点 梗也没那么好笑","2013-12-29 After reading what can not remember what characteristics Terrier is not so funny",0.100000001,-0.300000012
"2013冬至，看了两遍。其实还算紧扣时事热点，感觉上有一半段子似曾相识。","2013 winter solstice, read it twice. In fact, still close to the current hot spots, feeling half of paragraphs deja vu.",0.200000003,-0.200000003
"2013年12月19日19:00和乐乐在大光明观看","December 19th, 2013 at 19:00 And Lele is watching in a big light",-0.200000003,0.100000001
"2013年12月22日 上海七宝世纪沪星影城（大光明影城后面）和吴、金一起观看；四个故事，其实导演想通过幽默暗讽来表达现实中的一些问题，比如腐败和被腐败；高雅与庸俗；贫困和有钱；贪婪和环境问题等；幽默效果有，但是不是特别大；","December 22, 2013 Shanghai Qibao Century Shanghai Star Studios (behind the Big Bright Studios) and Wu and Kim watched together; the four stories, in fact, the director wanted to express some of the real problems of humor, such as corruption and being Corruption; elegance and vulgarity; poverty and money; greed and environmental issues, etc .; humor effect, but not particularly large;",0.5,-0.899999976
"2013年12月31日20:45，首都电影院","At 20:45 on December 31, 2013, the capital cinema",-0.100000001,0.300000012
"2013年去电影院看过的最差的一部电影，没有之一。","One of the worst movies ever seen in cinema in 2013, none of them.",0.300000012,-0.899999976
"2013年我的最后一部电影，我觉得挺好，没那么无趣不好看，虽然并不是纯粹的喜剧，他让我看到梦与现实的辨证，但还是愿大家能美梦成真…","My last movie in 2013, I feel good, not so boring and not looking good, though not a pure comedy, he let me see the dialectics of dreams and reality, but still hope that everyone can be a dream come true ...",-0.100000001,0.200000003
"2013年最后一天去电影院看的，笑足整场（咱的笑点还真奇怪→_→）。。","The last day of 2013 to the cinema to see, full of laughter (we laugh really strange → _ →). .",-0.300000012,0.300000012
"2013年最后的一天和大灰狼去看了，大灰狼看着看着就睡着了，小兔子热的很想脱鞋子，结果就是电影一般，笑点不足。","The last day of 2013 and the wolf to see, watching the wolf fell asleep, the bunny wanted to take off his shoes hot, the result is the movie in general, lack of laughter.",-0.800000012,0.400000006
"2013年版的 甲方乙方     期待太高","Party A of the 2013 version expects too much",0.699999988,-0.300000012
"2013年的最后一天看的这部电影。感觉更像是小品。没有代入感，很乏味。最后那块儿也太生硬了，是为了主题升华吗？好吧","The movie on the last day of 2013. Feel more like sketches. No substitute, very boring. The last piece is too stiff, is the theme sublimation it? Ok",0.200000003,-0.100000001
"2013年的甲方乙方，台词还是一如既往的冯小刚","Party B in 2013, the line is still the same as Feng Xiaogang",0.699999988,-0.100000001
"2013年看的第十五部电影，和@艾绫斐尔 在上影永华影城。第一个故事太长，看着觉得很无聊，最后变成了公益片。","The fifteenth film to be seen in 2013, and @ Ayala Fei Er in the shadow of the movie. The first story is too long, I feel very boring, and finally turned into a charity film.",0.100000001,-0.300000012
"2013年过去了 我有点儿怀念它  和电影无关 和你有关 圣诞我们还在一起看电影 但天知道这是不是我和你一起看的最后一部电影","2013 is over I'm a little bit over it And it's nothing to do with the movie And you're about Christmas We're still watching movies But God knows it's not the last movie I see with you",0.5,-0.400000006
"2013年过去了，我一点儿也不怀念它","2013 passed, I do not miss it at all",-0.300000012,0.400000006
"2013最催人犯困电影。腹黑过头无笑意，主旋律段落太生硬","2013 Most intimidating movie. Abdomen dark smile, the main passage is too rigid passage",0.200000003,-0.200000003
"2013最后一场电影 就为恶心画一句号吧","Let's take a look at the last movie of 2013.",-0.800000012,0.800000012
"2013最庸俗奖。","2013 most vulgar prize.",0.600000024,-0.5
"2013版本甲方乙方","2013 version A Party B",-0.100000001,0.300000012
"2013版甲方乙方，最后的道歉部分升华的好突兀。","2013 Party A Party B, the last part of the apology sublimation of the good unexpected.",0.800000012,-0.200000003
"2013看过最烂的的电影了！就是一流水账到底。","2013 saw the worst movie ever! Is the first-class water in the end.",0.699999988,-0.300000012
"2013看过的最烂的电影，没有之一。","2013 The worst movie ever seen, none of them.",0.200000003,-0.899999976
"2013过去了，我很想念你","2013 is over, I miss you very much",0.600000024,-0.100000001
"2014 .1.3@UME 安贞 ，故事不够充实完整，最后的sorry有一些生硬...","2014 .1.3 @ UME Ahn Jung, the story is not full enough, the last sorry there is some blunt ...",0.5,-0.100000001
"2014.02.09 凌晨 【什么玩意。","2014.02.09 【What stuff.",-0.800000012,0.100000001
"2014.03.11 结尾还伪造了一节日，额......","2014.03.11 the end also fake a holiday, the amount of ...",0.699999988,-0.699999988
"2014.12.2晚，消磨时间，平庸之作。","2014.12.2 evening, kill time, mediocre.",0.899999976,-0.699999988
"2014.3 随便看看 随便乐乐","2014.3 Just look casually fun",-0.100000001,0.800000012
"2014.3.23.也可以给一颗星。就算没到恶心，但足够无聊傻冒了。","2014.3.23. Can also give a star. Even if not to nausea, but silly enough silly.",-0.300000012,0.100000001
"20140115小西瓜考过场考在新远为了打发时间看的","20140115 Small watermelon test field test in the new far to pass the time to see",0.899999976,-0.200000003
"20140211，如果能够思考，如果电影真的不过是走马观花。那比较来比较去，评价来评价去，其实并没有什么意义。。","20140211, if you can think, if the movie is really nothing but cursory. That comparison to compare, evaluation to evaluate, in fact, does not make sense. .",0.5,-0.5
"2014031002   虽然是炒冷饭 但终究是接地气","2014031002 Although it is fried rice, but after all it is grounded",0.100000001,-0.200000003
"2014-2-8晚看完，还行吧，挺敢讽刺的~","2014-2-8 late reading, okay, very ironic ~",0.300000012,-0.200000003
"2014冯小刚执导春晚排练现场，王朔小说的犀利和老腕演技的精湛完全显示出了冯导的俗不可耐与漫不经心。可以预见的是明年春晚这种商业利益、政治导向、群众诉求混杂于一身的特别演出一定可以成功（没想到也很无聊），但这一切都与电影无关了","In 2014, Feng Xiaogang directed the rehearsal scene of the Spring Festival Gala. The sharpness of Wang Shuo's novel and the skill of the old wrist show the invulnerability and carelessness of Feng guide. It is foreseeable that next year 's Spring Festival Evening this commercial interest, political orientation, the public appeal mixed in a special performance will be successful (did not think it is very boring), but all this has nothing to do with the movie",0.100000001,-0.300000012
"2014年贺岁片，没有可圈可点的地方，也没有啥槽点，觉得比较平淡，也没乐呵到啥，可能兴奋点太高了，是我自己的问题","2014 Lunar New Year films, there is no remarkable place, there is no Gha point, I feel rather dull, no fun Oh, may be too excited, my own question",0.5,-0.899999976
"21世纪版甲方乙方，还比老的拍的乱","21st Century Edition Party B, but also beat than the old chaos",-0.100000001,0.400000006
"21世纪的甲方乙方…还是原来的套路，却不是原来的味道，情怀还在，只是有点矫情","Party B of the 21st century ... or the original routines, but not the original taste, feelings still exist, but a bit hypnotic",-0.699999988,0.200000003
"2分半 冯导的这部电影真不咋的","2 minutes and a half Fengyun this movie really not ye",0.300000012,-0.5
"2分是因为结局实在有点太矫揉造作了...","2 points because the outcome is a bit too artificial.",0.699999988,-0.200000003
"2分给葛大爷。","2 points to Ge uncle.",-0.200000003,0.300000012
"2星半，博您一笑。","Two and a half stars, Bo smile.",0.300000012,-0.100000001
"2星半吧……为了最后的道歉","2 and a half stars ...... for the last apology",0.5,-0.200000003
"2星半把，感觉就是小时候写作文写不好出来了，随便升华一下主题。。。","2 and a half stars, I feel that writing is not good as a child out of writing, casually sublimation theme. . .",0.5,-0.699999988
"2星半给最后环保短片","2 stars and a half to the last green short film",0.300000012,-0.400000006
"2颗星吧、不值去电影院看、网络版在打发时间、、、没吸引住我就是了","2 stars, it is not worth the cinema to see, online version of the time in the distribution ,,, did not attract me is it",0.200000003,-0.899999976
"3.5 其实也没有说的那么差 电影续集很少有越拍越好的当然也不能总拿来跟甲方乙方相提并论 毕竟时代背景也已经相差很远了 虽然还是小品段子葛优大爷博观众一笑 白百合李小璐也挺养眼 但总想起别人说的一句 冯导现在高档起来 也不带着草根玩了 电影里的黑色幽默不知又幽默了谁一把","3.5 Actually did not say so poor Film sequels seldom shot the better, of course, can not always be compared with Party A Party background after all, the background has also been a long way away Although Ge is still a piece of Grandpa Bo audience laugh Lily Bai But seductive but always remembered someone said a Feng guide now upscale do not play with the grassroots movie in the black humor I do not know who is humorous",0.300000012,-0.800000012
"3.5 尤其喜欢雅过敏这桥段 还有最后一个笑话 道歉那段真的不知所云","3.5 especially like allergy this section there is a joke apologize that really unintelligible",0.400000006,-0.800000012
"3.5？ 王硕这故事不行，制作还不错。","3.5? Wang Shuo this story does not work, production is not bad.",0.400000006,-0.300000012
"3.5星，感觉还行，没评论里说得那么烂，起码前面一半都还是不错的，只是不知为何有种满清遗老的旧时代范儿，包袱大都在炒冷饭。","3.5 stars, I feel okay, no comments in that bad, at least in front of half are still good, but I do not know why there is a kind of old age Manchu old man, the burden of most fried fried rice.",-0.200000003,0.300000012
"3T、一日游、私人订制 真的有这种圆梦公司的话……竟然想不到自己想办什么业务呢","3T, day trips, private custom really have this dream company ... ... actually could not think of what you want to do business",-0.600000024,0.200000003
"3分半  第一段还不错","The first paragraph of 3 and a half is not bad",0.899999976,-0.100000001
"3分给葛优，不如期待！","3 points to Ge You, it is better to look forward to!",-0.699999988,0.300000012
"3段小品","3 steps small article",0.300000012,-0.100000001
"3部微电影加一部公益广告。","3 micro-movie plus a public service ads.",0.400000006,-0.400000006
"3颗星吧。本来不想看的。上映那天就全吐槽。怎么说呢。就是抱着不好看的心态去的。看了就是这样了。没有比想象中更差满足了。","3 stars it. I did not want to see it. The whole day on the release Tucao. how to say. Is holding a bad attitude to go. That's it. Nothing worse than imagined.",0.100000001,-0.100000001
"4.1 不知道为什么想打高分 挺喜欢的商业片（45）.M 3.9","4.1 Do not know why you want to play high scores like commercials (45) .M 3.9",0.400000006,-0.800000012
"40年后，当人们再忆起这部电影@私人订制，会不会有些许感伤，即便此刻雾霾弥漫，是不是也会向往曾经，挥洒着，挥霍过的。阳光…","Forty years later, when people remembered the film, it would not be a little sentimental even if it was privately-made. Even if the haze prevailed at the moment, would it not be longing for the once, swaying and squandering. sunlight…",0.300000012,-0.100000001
"4'9 同友仔冒死去看的，嗯，don't do don't die。","4'9 With your friends risking to see, ah, do not do do not die.",0.5,-0.400000006
"5分是给葛优的，葛优还是那个葛优，看见我就想乐，看了我就心情好。.真特么莫名其妙。大过年的，想图个乐子就去吧，单纯点儿看这部电影，能逗一开心那也就算值了了。","5 points to Ge You, Ge You or that Ge You, I just want to see music, read I feel good. What is so special? Big New Year, would like to have fun to go, simply look at this movie, can amused a happy that even if the value of the.",-0.300000012,0.5
"5分正好 还多了0.4 把它拉下去","5 points just 0.4 more to pull it down",0.400000006,-0.300000012
"5分算是公正评价。内容不错，衔接不好。零零散散无逻辑。","5 points is fair evaluation. Good content, poor connection. Zero scattered no logic.",0.200000003,-0.300000012
"5段故事：1-10分，监狱；10-46分，清官梦；46-77分，雅俗辩；77-97分，有钱人的一天；97-110分，向阳光、森林、草原、江河道歉。主题到底是啥，主角心理、情感、动机是啥？独白是不是太多了？","5 stories: 1-10 points, prison; 10-46 minutes, honest government dream; 46-77 points, elegant and popular debate; 77-97 points, a rich day; 97-110 points to the sun, forests, grasslands, River apology. What is the theme in the end, the protagonist psychology, emotion, motivation is what? Monologue is not too much?",0.400000006,-0.100000001
