"ranking","Chinese.origin.data","Baidu.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Baidu.translated.data."
30,"2013.12观影。成全别人，恶心自己。三个故事，范伟的大领导，李成儒的大导演，蔡明的女富婆，都反讽了当下社会中的一些不良风气。片尾的环保宣传有人说不知何意，其实我还蛮喜欢，只是觉得和这片子有些不搭。刚好看完这篇立即去了蜈支洲岛实景地，不由感叹冯导太会选好地，也太偏爱海南这片土地","2013.12 views. Be all others, nausea. The three stories, Wei Fan's big leader, Li Chengru's big director, Cai Ming's female rich woman, are all ironic of some of the bad habits in the present society. The environmental publicity of the end of the film has been said that I do not know what to do, in fact, I really like it, but I just feel that some of the film is not fit. Just read this article immediately went to the Wuzhizhou Island scene, Feng Daotai will choose not feeling too, preference for this piece of land in Hainan",0.860533
30,"2013-12-23。比非诚勿扰好看多了，起码能笑出来。跟甲方乙方比的都歇菜吧，那会儿眼界有现在开阔吗，随便一个片子大家都觉得好看。现在看了上千上万部了，段子早听腻了，国外也去遍了，什么没见过，当然标准都高。跟自己比是进步，口碑说差那也是满满的恨铁不成钢，绝对的爱。","2013-12-23. It's much better than if you are the one, and at least it can be laughed out. Let's take a break with Party B and Party B. Do you have a broad eye now, and all of them look good. Now, more than thousands of things have been seen, the paragraph has been tired of hearing, and the foreign countries have also gone, what did not see, of course, the standard is high. Compared with their progress, it is also full of bad reputation said earnestly, absolute love.",0.893997
30,"20131226 C.L","20131226 C.L",1
30,"20131231妈妈","20131231 Moms",1
30,"2014.01.01","2014.01.01",1
30,"2014.02.09","2014.02.09",1
30,"2014.02.16","2014.02.16",1
30,"2014.1.31","2014.1.31",1
30,"2014.1.9","2014.1.9",1
30,"2014.2.10","2014.2.10",1
30,"2014.2.23","2014.2.23",1
30,"2014.2.5","2014.2.5",1
30,"2014.3.29","2014.3.29",1
30,"2014.3.9","2014.3.9",1
30,"2014.6.19","2014.6.19",1
30,"2014.6.26","2014.6.26",1
30,"2014-01-04-1440G","2014-01-04-1440G",1
30,"2014-02电脑---网上评价不高，迟迟未去电影院看。老公下载到电脑了，那就看吧。初始印象是还不错啊，画面精致，情节活跃，越往后越觉得确实一般般。在什么都是优质的情境下，核心的故事不吸引人。","2014-02 computer - - the online evaluation is not high, slow to go to the cinema. My husband downloaded it to the computer. Let's see it. The initial impression is not bad, the picture is fine, the plot is active, the more it feels like it is. The core story is not attractive in the situation of good quality.",0.904937
30,"2015.6.19","2015.6.19",1
30,"20160110补充标记","20160110 supplementary marker",1
30,"3星是为影片接地气打的，这电影卖相好，却不怎么像电影，影片稍显拖沓，第二段的一腔俗血简直就是垃圾，片尾的道歉的虚假真让人感到恶心，还是【性本善】靠点谱，对现实的讽刺很到位…","The film star is down to earth to fight, this movie appearance to be good, but not how to like the film, the film is slightly slow, a section of the second chamber vulgar blood is rubbish, ending the false apology really makes people feel sick, or good in nature by point spectrum [], the reality of the irony is in place...",0.894722
30,"6fen","6fen",1
30,"7/10，演员都很好，最喜欢范伟的第一段，结尾的出发点很好，只是执行的太矫情，低于冯导的平均水准，就这。","7/10, the actors are very good, the first section of the love of Wei Fan, at the end of the starting point is very good, but the implementation is too hypocritical, below average Pingdao, this.",0.914701
30,"mtogejia","Mtogejia",1
30,"Personal.Taulor.2013.1080p.WEB-DL.x264.AAC-SmY","Personal.Taulor.2013.1080p.WEB-DL.x264.AAC-SmY",1
30,"quanminzaomengpian","Quanminzaomengpian",1
30,"tianne","Tianne",1
30,"一直听说是一部很烂很烂的电影，昨晚无聊想到了它，其实也没有我想象中那么差劲，还是用几个故事传达了一些无奈和正能量，当然中间那段追求雅的最招人嫌弃，篇幅长，意义小。个人认为是一部冷喜剧片，最后的向大自然道歉无法想传达一点保护环境的大爱，但觉得整合的太生硬，整体让人觉得做作了","I have heard that it is a very bad movie. I didn't think of it last night. It's not as bad as I imagined. It still conveys some helpless and positive energy with several stories. Of course, the pursuit of elegance in the middle is most attractive and long. Personally, I think it's a cold comedy. At last, I apologize to the nature. I can't convey a big love for the environment, but I think the integration is too hard, and the whole thing is artificial.",0.922778
30,"一笑而过的贺岁片","Laugh hesuipian",1
30,"一般，可能是期望值太高，看完挺失望。笑得不彻底，情节一般。到是王铮亮的歌配上宋丹丹的表演还是瞒感染人的。结局的教育片毫无意义，女演员无演技。","Generally, it may be that the expectation is too high, and it's very disappointing. Laughter is not complete, the plot is general. It is Reno Wang's song to match Song Dandan's performance or to keep it from being infected. The end of the education film is meaningless, the actress has no acting.",0.877788
30,"一般吧，范伟那片段好，范伟说等明年攒够钱了再来。这好。其他两段都一般般有点勉强。后面一段道歉的和定制都没关系，虽然主旨是好的。如果后面两段都像范伟那结局那样就会好点。虎头烂尾的感觉。","In general, Wei Fan Wei Fan said that fragments, such as money again next year. That's good. The other two paragraphs are generally somewhat reluctant. The latter part of the apology has nothing to do with the custom, although the main idea is good. If the end of the two paragraphs would be like Wei Fan's end, it would be better. The feeling of the end of the tiger's tail.",0.914894
30,"一般般吧，一开始看，挺有兴趣的，越看越觉得无聊啊，不过，那么有如何，贺岁剧，就是让大家开心一下的。里面葛优说的几句话，其实很有道理，有钱人所承担的压力，是普通老百姓感受不到的。","In general, the beginning of the look, very interesting, the more bored to see the more boring ah, but, then how, the new year's drama, is to let everyone happy for a while. In fact, some of the words Ge You said in it, in fact, are very reasonable. The pressure of the rich is not felt by ordinary people.",0.894379
30,"一起看的亲友的同事强烈推荐说好笑好看 好不容易熬到最后那段我恍然大悟问做中学老师的亲友【推荐的你那个同事是教语文的吧！估计她下个月的教案啊特色教学都不愁了】终于明白夜场也只有这个没别的可看的原因了 亲友期末学校压力大 就冲看完回家洗洗就能睡第二天醒来无负担的催眠效果 全价值！ 三星！","The friends and relatives who watched it together strongly recommended that it would be funny and nice to finish the last paragraph. I suddenly realized that I asked a friend of a middle school teacher. The reason she estimates next month's plans have no worries about the teaching characteristics. This is the only night] finally understand nothing else to see relatives and friends rushed after the final school pressure home to wash sleep for second days can wake up without the burden of the hypnotic effect of the whole value! Samsung!",0.926059
30,"三个半的微电影的拼接。第一个的质量不错，后面两个不敢恭维。那半个很突兀，不过本身整部电影就没啥联系，认了。道歉的那个有想法，可惜太晚了。毕竟是基友一起去看的，捧个场加一星吧~","3.5 of the micro film splicing. The first one is of good quality, and the two behind are not flattering. The half was very abrupt, but the whole movie had nothing to do with it. The one who apologized had an idea, but it was too late. After all, it's the base friends who go to see it, and take a star and a star.",0.897837
30,"三个小故事像是三个微电影，略略类似，观众会有疲劳感，这是节奏把握不好。高潮部分对大自然敬畏升华不错，但文字语言的好影像语言跟不上。王朔剧本部分内容眼前一亮，却只是挠痒，不能深究。葛优范伟演技派，小璐荣升人母，身材女人味尽现。另，商业植入明显。","Three stories like three micro film, slightly similar, the audience will have the feeling of fatigue, this is not a good grasp of rhythm. The climax is good for the sublimation of nature, but the good image language of the word language can't keep up. Wang Shuo plays part of themselves, but just scratching, can not get to the bottom. Ge You Wei Fan acting, small Lu Rongsheng mother figure is woman. In addition, business implants are obvious.",0.922573
30,"三个故事第一段还不错，然后觉得最后那个道歉好牵强啊。总之，李小璐身材很好！","The first paragraph of the three stories was good, and then the last one was very far fetched. In a word, Li Xiaolu is in good shape.",0.87688
30,"三个故事都讲得不透，最后的道歉又很俗而矫情，没有找准风格定位，优点只有美女和美景很养眼。冯导脾气太大了，觉得自己了不起死了，说他拍的不好的就是没看懂？什么道理啊","Three stories speak out, final apology and very vulgar and hypocritical, did not identify the advantages of beauty and style positioning, only very seductive beauty. Feng Dao is too big for his temper. He feels that he is very dead. He said he did not make a good idea of it. What is the truth",0.901958
30,"三个独立的小故事要是都有第一个的水准可能会更好一点。总的来说太过一盘散沙，呈现出一种碎片化的态势。与现实结合的很紧密，可惜过度太快，显立意以及升格的时机选取的不够好，导致节奏失衡，显得影片有些突兀（尤其是最后一部分）。演员都不错，主题也不错，只可惜导演的控制力严重不足。","Three independent small stories, if they all have the first level, may be a little better. In general too showing a lacking spirit of cooperation, the fragmentation of the situation. It is very close to reality. Unfortunately, too fast and too much attention and timing is not good enough, resulting in unbalanced rhythm, especially in the last part. The actors are all good and the theme is good, but it's a pity that the director's control is serious.",0.938592
30,"三个结构算完整的故事，讽刺当下，最后段环保宣传，其实分段来看，其实当个微电影还是不错的。只不过大家对大导的要求高。看看现在的后起之秀，故事讲故事，已经结构松散。本来四颗星，由于宋大妈和白百何用力过猛，减颗星。总的来说作为喜剧，笑点几乎没有，这个有点失败。","The three structure is a complete story, satirize the present, the last section of environmental publicity, in fact, the segmentation, in fact, when a micro film is still good. It is only the high demand for the great guide. Look at the present, the story telling story, which has been loosely structured. Originally four stars, because of song Da Ma and Bai Baihe too hard, reducing the star. In general, as a comedy, there is little laugh, and this is a bit of a failure.",0.875461
30,"三星半。完全不抱任何期待去看结果觉得还不错，不过冯导是越来越玩票了也越来越自嘲了，有些台词还是挺走心的，甭管是不是圈钱电影，要是说和小时代比那也太糟禁人冯导了，我都看不下去了。PS：最后的环境宣言是有点突兀，不过说的还挺好，尤其是白百合内段。","Three stars. Don't hold any expectation to see the result that is also good, but the Pingdao is getting more and more for the self deprecating, some lines or very heart, no matter is not money movie, and if that's too small time than the bad people are forbidden to Pingdao, I couldn't go on. PS: the final environmental declaration is a bit abrupt, but it's very good, especially the white lilies.",0.947063
30,"三段小品挺不错的，都挺贴合主旋律的，最让人惊喜的是最后还有一段返场：诗朗诵。春晚导演真没白当啊！导完春晚还是继续回来拍点真正的电影吧。","Three pieces of very good, very fit the theme, the most surprising is the last there is a poem: encore. The director of Spring Festival Gala is really not white. Let's finish the Spring Festival Gala or go back to make a real movie.",0.887251
30,"上周六和妹纸约会一起看的，当时排片最多的电影。全片笑点虽然蛮多，但感觉都不能让人发自内心的开怀大笑，都有些生硬和勉强。葛优白百合郑恺三人不同的角色定位没有体现出来。最后那环保一段简直是故作深沉，段子还是抄袭网上的。影片的艺术性就不说了，本人没那水平，不过约会啊打发时间啊还是值得的","Last Saturday with my sister paper date, the most popular film at the time. Although the bursting point pretty much, but it can make people laugh, some are stiff and barely. The different role orientation of the three people of Ge You white lily Zheng Kai did not show. In the end, the environment was a very deep one, or a copy of the Internet. The artistic nature of the film is not to say, I do not have that level, but it is worthwhile to date and send time.",0.846171
30,"上映时候就看了 我觉得还是不错的电影 虽然连接上有点突然...不过笑点还是挺足的 最后有人说很宣传片 好吧 我觉得意图还是好的 把这样的片段放进电影里或许是宣传效果最好的方法了 不惜打破自己的电影完整性来传播环保XXX还是足见诚意的","When you see the release of the film although I think it is good with a bit of a sudden... But the bursting point was sufficient finally someone said it was okay, I think the intention of publicity is good to this fragment put it in the movie is probably the best method of publicity at the break from the movie has integrity to spread or shows the sincerity of the environmental protection XXX",0.905196
30,"下午去看了<私人订制>，感觉挺对不起我大雾霾天去电影院看的。好看的都在预告片里，正片本身没太多笑点，感觉好松散，不连贯，没太多逻辑。最后的一部分掐下来可以在各大电视台做公益广告用。","I went to see the private order in the afternoon, and I felt sorry for the fog and haze to the cinema. It's all in the trailer. The positive film itself doesn't laugh too much. It feels loose, incoherent, and not much logic. The last part is pinched down and can be used for public service advertising in the major TV stations.",0.865554
30,"不光我没乐~大家都没咋乐。从大地震，1942走了一圈，本以为绕回了冯氏幽默，没好剧本啥都白扯。其实根本就别在意别人说你电影是俗是雅，雅俗共赏就是好片。","Not only I am not happy ~ everybody is not happy. From the earthquake, 1942 walk in a circle, back to the thought of Feng's humor, no good script what white tear. In fact, simply don't care what others say you are popular movie is elegant, refined is good.",0.892732
30,"不好不赖，看过后只对最后一篇特别奉献很有感触，之前的笑点已完全记不得，关爱我们的环境吧，世界才能永续发展！","It's not good. After watching, we only feel very grateful for the last special dedication. Before laughing, we can't remember completely. Love our environment. The world can continue to develop.",0.867382
30,"不好也不差吧，就是几个故事缺乏关联性导致电影整体性差些，最后的环保主题插入，生硬，但还是有点诚意，就当环保宣传呗。范伟第一个当官的故事里有一句很有味儿：贪污是腐败，不作为同样是腐败","It's not good or bad. It's the lack of relevance between several stories that leads to the poor integrity of the movie. The last environmental theme is hard to put in, but still a little sincere, when it comes to environmental publicity. In the story of Wei Fan's first official, there is a very good story: corruption is corruption, and not as corruption.",0.919306
30,"不好看啊不好看啊不好看","Not good - looking, not good - looking, not good - looking",0.874313
30,"不好笑，离甲方乙方差太远。还行纯粹是为了风景好。那些讽刺，普通人都看的懂，私人定制多了太多说教的意味，少了当年甲方乙方的智慧的调侃。最后像环境的道歉，做作的令人难以忍受，在话剧里这种独白形式毫无违和感，但在电影中显得生硬，尤其和前面的风格不搭。本剧作为一部旅游宣传片还是不错的。","It's not funny. It's too far away from Party B. It's just for the scenery. Those ironies, the ordinary people all see the understanding, the private customizing too much moralistic meaning, less than the wisdom of Party B in the year of ridicule. Finally, as the environment affected apology, unbearable drama, in the form of monologue have no sense of violation, but in the film seemed stiff, especially in front of the style and not take. The Ministry of tourism as a propaganda film is good.",0.874632
30,"不带期待的去看反倒好点，范伟的那个故事还不错，如果能拍得更多更深刻一点，也未必不会成为一个好电影。","It's good to look at it without looking forward to it. Wei Fan's story is good. If you can make more and more profound, it may not be a good movie.",0.897894
30,"不得不说豆瓣越来越挑了。还成，看到了很有共鸣的情怀。文人骚客都是蛋疼的（我也蛋疼但只骚客不文人）。博君一笑仅此而已，王朔这混蛋是好人。喜欢最后的煽情，山川河流，神经病骚客们永远的爱。另雨天葛总结范时的音乐很好听.我真不挑剔.","I have to say that the bean is more and more picked. Also, I saw a very sympathetic feeling. Bookman is the awful (and I'm awful but not only the literati poet). That's all about Bo Jun's smile. Wang Shuo's bastard is a good man. Love finally sensational, mountains and rivers, crazy poet who love forever. On the other day, the music was very nice. I'm not very picky.",0.967845
30,"不才之我真心看不懂这电影主题是什么。。。东一榔头西一棒。从电影本身的角度来说烂尾了。但是烂了的尾巴让我鼻酸流泪。真心应该拍一个这个题材的纪录片，真的能有用的纪录片。我想念天蓝水清空气好的小时候。","I really don't understand what the theme of the film is. East West a hammer rod. From the point of view of the film itself. But the rotten tail let me feel sad tears. I really should take a documentary on this subject, a documentary that can really be useful. I miss the blue air good kid.",0.882667
30,"不抱太高期待看，还行。白百合演得真贱，李小璐演得真假，郑恺长得很怪、意外的挺好看，葛优挺一贯的，广告做的太硬！完全没看出来这四人的分工怎么回事儿。第一段说教太俗，第二段莫名其妙，最后一段太假。但是至少大家笑了","Don't expect too high to see, it's OK. White lilies are really cheap, Li Xiaolu is true and false, Zheng Kaichang has to be very strange, unexpected and pretty, Ge You is quite consistent, advertising is too hard! There's nothing to see about the four people's division of labor. The first paragraph is too vulgar, the second paragraph is indescribable, and the last paragraph is too false. But at least, everyone laughs",0.897935
30,"不是什么电影都非要有意义有内涵，非要高端大气上档次，反正有些段子我是笑的挺开心的了，忙了一年了，年末看点轻松的也挺好，当然最后一段呼吁环保放在电影里挺牵强的","No movie is meant to be meaningful and meaningful. It doesn't need high-end atmosphere. Anyway, some of them are very happy. I've been busy for a year. At the end of the year, it's good to see something relaxing. Of course, the last paragraph appealed to environmental protection in movie is quite far fetched.",0.888664
30,"不是很好，但是也绝对不差。起码不是像百星酒店那样的贺岁片一群人闹一通所有人都是傻逼。起码这一次冯小刚是真的想讲一些东西出来。有诙谐有讽刺也有笑点。李小璐的头发用的不知道是什么牌子的弹力素？效果真好！","It's not very good, but it's absolutely not bad. At least not like a star hotel that hesuipian people make a phone all idiot. At least this time Feng Xiaogang was really trying to tell something out. There is humour and irony and laughter. What brand of elastin does Li Xiaolu's hair don't know? The effect is good!",0.894785
30,"不是很好看 给三星的原因一是丹姐那段二是煤坑那块 戳泪点 其他不好","Is not very good for Samsung's reason is that Dan two is the tears of the other pit stamp is not good",0.845722
30,"不知真的是朔爷只给了冯导几个段子还是有完整的剧本，总之冯导在策马蹦腾的道路上越走越远。大投资也买不回来初心，实在无力吐槽，想念冯导的早期喜剧，幽默稳重有内涵，现在不知道是上流人士的葡萄酒喝多了就忘了基层的墨水味儿吧，不过冯导，请您还是接回地气吧。","I do not know is really God only gave Feng Shuo or several scripts a complete script, in short Pingdao in the horse jumped farther down the road. Big investment can't buy back the original heart, but it can't really Tucao, Miss Feng's early comedy, humorous and steady connotation. Now I don't know if the upper class wine is drunk, it will forget the ink of the grass roots. But Feng Dao, please return to the floor.",0.8769
30,"不知道为何网上一窝蜂的辱骂这部片子，虽然我也在中途觉得无聊有点看不下去，但当王铮亮那首歌响起的时候还是觉得有一些感动。最后那段对环境的表白，除了白百合让我十分想shut it off以外，另外仨都不错。这部片子不就是冯小刚的任性抱怨以及反抗吗？影片最后葛大爷的段子我还是觉得实在是高！","I don't know why the online abuse scandal is a bit boring. Though I feel bored in the middle, I still feel a little moved when Reno Wang's song sounded. The last part of the environment that, in addition to white lily, let me very want to shut it off, the other three are good. Is it not the capricious complaint and resistance of Feng Xiaogang? At the end of the film, I still think it's really high.",0.94858
30,"不知道是冯导葛大爷的票房号召力还是别的什么，没到周末影院也都是人，我能选的位置只有前两排了。无奈之下我只能在距离大屏幕的4~5米处的第二排仰着脖子仰了90分钟。笑点不好笑，故事也差一点，第二个雅与俗让我想到了我最喜欢的两段老郭的相声你要高雅我要反三俗。","I don't know it's the box office appeal of Feng Kudo, or anything else, and the cinema is all people at the end of the week. I can choose only the top two rows. But I could only look up for 90 minutes in the second row of 4~5 meters from the big screen. Bursting point is not funny, a little story, second elegant and vulgar reminded me of my most love the two old Guo crosstalk you I am going against the elegant vulgar.",0.907514
30,"不知道说什么。第一个故事，司机想做个好官。除了突出拒绝受贿之外，怎么就能活脱脱的一个贪官的日常生活形态呢。想不通，难道好官只是不受贿不好色。。。","I don't know what to say. The first story, the driver wants to be a good official. In addition to highlighting the refusal to accept the bribe, how can a corrupt form of daily life like. Can not think of, is the good official only does not accept bribes is not good.",0.874063
30,"不算好看，但也不像很多人说的那么差，还是可以笑一笑的。当然，如果是天天浸淫于网络的人，确实会觉得没有惊喜与感动，这倒是真的。贺岁喜剧片就是这样子的，无所谓啦！","It doesn't look good, but it's not as bad as many people say, and you can laugh. Of course, if every day immersed in the network, it will feel no surprise and joy, it is true. The new year's comedy is like this, and it doesn't matter.",0.896055
30,"不算难看··打发时间可以的~~~但是冯小刚葛优的那套，太熟悉了~~没惊喜~还有就是所有的笑料桥段太生硬了·很刻意·~~","Not ugly, can pass the time ~ ~ ~ but Feng Xiaogang Ge You's set, too familiar ~ ~ ~ there is no surprise all the jokes are too stiff and plot very deliberately ~ ~",0.85477
30,"不褒不贬","Neutral",1
30,"不那么好看 讽刺的赤裸裸 反而本末倒置了 故事不够连贯 严格说没有剧情可言 这种分段式的真的可以称为电影么？看过的电影不多，虽然这部主题比较明确-_-||还是比较喜欢连贯的故事。3星全给演员，这片子个给人一种很难演的感觉。AIA人感觉还不如去看警察故事╮(╯▽╰)╭","It's not so nice. The sarcastic is naked, instead of putting the cart before the horse. The story is not coherent enough. Strictly speaking, no plot can be said. Can this piecewise type really be called a movie? Seen the movie is not much, although the theme is clear -_-|| still love coherent story. 3 for a film actor, this gives a very hard feeling. AIA people feel better to see the police story (taking) with.",0.861215
30,"不错，两个角度可以来看待这个电影：你可以说他炒冷饭，也可以说他是向自己的电影致敬。导演还是在拍大家伙爱看的喜剧片，顺便还粗浅地升华了一下，看乐呵的同时顺便也想想，别老骂着别人不做自个儿也做不了的事，群众里也有坏人呐。电影里的ost不错。","Well, the two angles to look at this film: you can say he's the same old stuff, it can be said that he is a tribute to his movie. The director is still filming the big guy watching comedy, and by the way, he has simply lifted it up, watching music, and by the way, don't always curse others for not doing anything you can't do. There are bad people in the crowd. The OST in the movie is good.",0.912823
30,"两星半，今年春晚没什么小品是不是因为冯小刚把好小品全放电影里单独收费去了，善于把握市场，镜头总感觉色色的，几个小品混在一起，越往后说教倾向越强，收尾虽然有意往接地气收，但是明显可以感受到刻意，基本就是人物反差，体验，议论的大小品式电影，但是就小品而言，做的很好了。","Two half, the Spring Festival this year not what sketch is not because Feng Xiaogang put the whole movie to sketch the good charge alone, seize the market, feel the lens color color, a few pieces of mixed together, the more backward preaching stronger tendency, although the intention to ending down to earth, but obviously can feel the deliberate, basic is the character contrast, experience, size of product type film discussion, but the sketch, do good.",0.914031
30,"两江新区厚品影城。看这种片就是要吐槽。基本上反应中国人的信仰和中国人的梦：当官和有钱。故事二则证明了冯导本人的烂俗。最后那一段环保宣传也格格不入匠气十足，所谓诚意也只是植入各种广告。如看春晚般会笑，但那种笑总像别人（观众席里的托儿）鼓动的而非发自内心：膈应。","The thick product film city of Liangjiang New Area. To see this piece of film is to make a slots. It basically reacts to the belief of the Chinese and the Chinese dream: to be an official and to have money. The story two proves Feng's rotten custom. In the end, the environmental publicity was also unfit for the craftsmen, and the so-called sincerity was only implanted in all kinds of advertisements. It will laugh like a spring festival evening, but that laugh is always like someone else (the audience in the audience) agitated rather than from the heart: the diaphragm.",0.889456
30,"个人觉得还可以啊，很接地气~想不想挑战一下自己的软肋？~~~","I think it's OK, it's ground gas ~ don't want to challenge your soft rib? ~ ~ ~",0.863008
30,"中规中矩","Law-abiding",1
30,"中规中矩的环保宣传片","Environmental protection publicity marks",1
30,"为了葛优宋丹丹冯小刚这电影还是要去电影院看的 可是呢 一看到白百合我就想到被偷走的那五年我操 真难受。我觉得其实完结在宋丹丹那段 挺好","For Ge You, Song Dandan, Feng Xiaogang, and Feng Xiaogang, the movie is still going to the cinema, but when I see the white lilies, I think I'm really upset about the five years of being stolen. I think it's good at the end of Song Dandan.",0.851003
30,"为什么烂评成云呢？其实我觉得还不错啊，比什么国内的小时代，富春山居图，分手合约，101次求婚好多了，前面三则能让人知道有钱，尤其是暴发户那种，并不一定就过得好，他们可能比我们更加的活在刀刃上，最后一则公益广告也激起了我小小的保护之心","Why is it rotten to comment on the cloud? In fact, I feel pretty good ah, than what the domestic small time, Fuchun mountains, break the contract, the 101 proposal is better, in front of three can let people know the rich, especially the upstart that does not necessarily have a good, they may be more than we live on the edge, the last public service advertising has aroused my little heart protection",0.888496
30,"主题是帮你完成白日梦，这个想法对我胃口，我就是个常做白日梦的人。电影中规中矩，剧情如小品式的分成几个故事来进行。冯小刚配合王朔的组合，又回到早期喜剧套路上，可惜已不如当年。老戏骨表演不错，年轻演员还不够精。PS喜欢白百何。","The theme is to help you finish your daydreams. This idea is to my appetite, and I'm a daydream person. The film marks, such as sketches of the plot into several stories of. Feng Xiaogang, with the combination of Wang Shuo, went back to the early comedy routine, but it was not as good as it was. The old play bone is good, and the young actor is not good enough. PS likes Bai Baihe.",0.924499
30,"之前因为这部电影备受争议我才想看的。看完觉得就是普普通通一出电影，中心思想还是挺不错的，笑点还好。除了片尾有些矫情起鸡皮外其他都还是正常的。没有特别的突破也没有特别糟的地方。","I wanted to see it before because of the controversy. After seeing the feeling that it is a common film, the central idea is quite good, and the smile is good. In addition to end some hypocritical goose outside the other is normal. There are no special breakthroughs and no particularly bad places.",0.859082
30,"之前期待很高 看到评分5点多一度不想去看了 无奈某人非要去 所以在很低的期待值下看此片 居然觉得还不错 偶有亮点 恍然大悟 5.5分虽然不高 但毕竟还有5分多的可看之处啊 当作贺岁剧来看还不错 不要要求太高","Before the expected high score of 5 points once more to see someone doesn't want to go to the helpless to be so at very low expectations it actually feel good to see the occasional highlight 5.5 points although see light suddenly is not high but there are more than 5 minutes to watch. As a new year drama view is good not to demand too high",0.929245
30,"之前看一片的差评都差点不去了，看的时候也抱着就这样吧的心态，结果意外的觉得还行。故事结构挺乱的，结尾也莫名奇妙，但是感动的点也有，第三个故事歌出来的时候红了眼眶。还是要给GY好评！","Before looking at the difference of the difference is almost no more, and see the time also hold the mentality of this, the result of the unexpected feel still good. The story is a messy structure, the end is also inexplicable, but the touching point is also, the third story song came out when the red eye. Or to give GY good praise!",0.908972
30,"乏善可陈","lackluster",1
30,"乐乐还行","Lele",1
30,"也就范伟那段戏不错，结尾莫名其妙拐公益去了，不是公益不好，但拐得好生硬","Wei Fan is also a good play, the end of the end is inexplicable to the public welfare, not good public welfare, but the abduction is good and hard.",0.889811
30,"也许只有最后一段配乐才能把人带回90年代的冯小刚。50岁的他们觉得自己已经参透了人生，但是影片出来的时候你就能感觉到他们还是放不下，但是作为观众，更是一帮什么都放不下的人。因为你真的有一辆汽车，一千个亿说说怎么都行啊，更何况连汽车轱辘钱都还没攒出来呢。那段弹棉花的行为艺术真挺好！丫雅","Maybe only the last piece of music can bring people back to Feng Xiaogang in 90s. At the age of 50, they feel that they have mastered the life, but when the film out you can feel them or not, but as the audience, is a bunch of what are not put people. Because you have a car, the one hundred billion talk about how do ah, not to mention the car wheels are not out to save money. The action art of that piece of cotton is really good! Ya ya",0.865085
30,"乱了","Chaos",1
30,"人物造型都挺好看的=。=去蜈支洲岛看到了拍摄基地，是挺高大上的，连厕所都比岛上别的地方儿的高级多了。。。。","The figure is pretty good =. = go to Wuzhizhou Island to see the shooting base, it's very tall, and even the toilet is more advanced than the other places on the island.",0.857364
