"ranking","Chinese.origin.data","Baidu.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Baidu.translated.data."
20,"1.老师说铺太广不是好论文 2.最后含泪升华高大上不是好小品 3.用半年前的梗不是好笑话 4.我爱甲方乙方和大碗","1. teachers say that the spread is too wide not good papers 2. last tears sublimation is not good, 3. half a year ago is not a good joke 4. I love Party B and big bowl of Party B and big bowl",0.792569
20,"1：这钱也太好挣了吧。2：最后泳池边上白百合跟李小璐泳装那段儿是除了范伟圆梦的那个故事外唯一能看的。3：这片子就是冯导拿来吐槽观众外加还人情外加给制片方捞钱的。4：最后的公益广告太幼稚。","1: this money too easy to earn. 2: at the end of the pool, the white lilies and the Li Xiaolu swimsuit are the only ones that can be seen except for the story of Wei Fan's dream. 3: this film is Pingdao brought Tucao audience but also human plus plus to the producers to make money. 4: the final public service ads are too childish.",0.75019
20,"13-11shit","13-11shit",1
20,"2013.12.20","2013.12.20",1
20,"2013.12.20  小品集合，感觉太铺张，有些台词还是不错，其实有葛大爷就很满足了~~~","2013.12.20 small collection, feeling too spread, some of the lines are still good, in fact, a great grandfather is very satisfied to ~ ~ ~",0.877583
20,"2014.04.24 PM18:30 贺岁片却笑点不高尿点颇多，除了偶尔两句台词不错，实在没理解最后的煽情点和意义何在。歌不错算是最大的贡献了吧！","2014.04.24 PM18:30 New Year's film is not very high urine point, in addition to the occasional two lines of good, I really did not understand the last sense of incendiary and meaning. It's a great contribution to the song.",0.882511
20,"2014.2.9","2014.2.9",1
20,"2014.4.14晚","2014.4.14 late",1
20,"201401062113.1.2☆.OHSHIT","201401062113.1.2.OHSHIT",1
20,"2014-5-14 无聊","2014-5-14 boredom",1
20,"biubiu~~~不好看不好看。。期待了那么久，不好看啊不好看。","Biubiu~~~ is not good looking. Looking forward for so long, not good - looking ah not good.",0.896934
20,"bored","Bored",1
20,"boring~~","Boring~~",0.807858
20,"disappoint","Disappoint",1
20,"Dumb","Dumb",1
20,"hehehehehehehe","Hehehehehehehe",1
20,"jjw2","Jjw2",1
20,"Justsoso","Justsoso",1
20,"MU523","MU523",1
20,"shayisimeiyou","Shayisimeiyou",1
20,"shenmegui","Shenmegui",1
20,"so无聊的片儿，还是在看无人区之后串场，本来看到网上有风暴，结果在整个电影院跑了一遍，放的都是私人定制，广电这是什么力度啊。。。有些笑点吧还是，但是整个拍的毫无诚意啊，七零八落的故事拼凑起来，感觉像是看了场综艺节目。以后千万不要在看过好片之后看烂片，尼玛完全没有看完好片之后的爽了！","So boring piece, or after watching the unmanned area on field, we saw a storm over the Internet, the run in the cinema, put all the private custom, this is what radio efforts ah... Some of it is bursting point, but the whole shoot without sincerity ah, the story of all a hideous mess together, feel like watching game show. Don't look bad in one read, no one after watching the fuck cool!",0.818714
20,"一点带入感都没有！没想过会带来什么启示，故事不会讲也算了，最低级的笑点都没一丁。我不相信一时失手，应该是你真不行，现在还在微博上开骂了，看来你都不能自知，又不能自控。别飘飘然了，好不！静下心弄弄春晚吧，可别祸害全国人民！","There's no feeling at all! I didn't think it would bring anything. The story won't be told, and the lowest level of laughter was no one. I do not believe in the moment, it should be you really not, now still on the micro-blog scolded, it seems that you can not know yourself, and can not control. Don't fluttering, OK! Keep your heart out of the Spring Festival Gala, but don't harm the people all over the country.",0.879821
20,"一点都不好笑。冯导虽然你想讽刺和寓意的东西我们不一定都懂，虽然最后你强装镇定的一定要将电影升华但你摆脱不了这部就是一坨翔样。有寓意但也得把故事讲的好才是真本事好么。别恶心观众 成全自己了。","It's not funny at all. Though Feng Dao doesn't necessarily understand what you want to satirize and allegorical, though at last, you must be very calm and calm, and you must sublime the movie, but you can't get rid of it. It's a good thing to have a moral, but to tell the story well. Don't be disgusted with the audience.",0.874139
20,"一直忍到最后才看这部电影，因为评价不高！冯小刚的电影多少算是大陆片的典范了，但是不知道有多少人抱着很大的期待看这部电影，希望从电影中找到些许现实生活中的乐趣或者说是慰藉，但是可能大家失望了，冯导只是就1942想挣回钱而已，片子要是以认真的角度来拍，确实一个段落可以拍一部电影的","I have been able to last to see the film at the end, because the evaluation is not high! How much is a good example of Feng Xiaogang's film, film, but do not know how many people have great looking forward to watch the movie, I hope to find a little fun in real life from the movie or that is a comfort, but we may be disappointed, Pingdao just want to earn 1942 money, if in a serious film the angle to shoot, is indeed a paragraph could make a movie",0.781764
20,"一直拖着没去看，在等个机会。但是由于最近真的内心比较复杂，就抽出时间去看了。看完以后感觉冯小刚的喜剧不在让人期待。想着用冯氏幽默去讽刺当今社会现状，却又完全落了俗套。煽情和幽默生搬硬套。我想到了无论外表光鲜或是平凡，我们内心都有一个真实的自我。看的时候总感觉有个人坐我身边，在笑","Have been dragging all the time, waiting for a chance. But because of the recent complexity of the heart, it takes time to see. After reading it, it feels that Feng Xiaogang's comedy is not expected. With Feng's humor irony to today's society of thinking, but also completely off the stereotypes. Sentimental and humorous mechanically. I think we have a real self in our hearts, no matter how bright or ordinary. When I look, I always feel a person sitting around me and laughing",0.829338
20,"一直秉持不在电影院看国产片的原则到底是对的。冯式幽默已经玩不出心意了，通篇搞些大道理然后七拼八凑，感叹生活，毫无深度供观众挖掘回味的。更狗血的是最后感谢山川河流那段，这不就是传统的小学生作文么。。真JB扯蛋。诶对了，璐璐同学您能别老挤个事业线在荧幕前晃么，假奶亮不了。。","It is right to uphold the principle that domestic films are not seen in the cinema. Feng humor has play out of your mind, the whole truth and then get some rigged, no sigh of life, for the audience with mining depth. Even the idea is that it finally thanks to mountains and rivers, is not the traditional pupil composition mody.. JB really bullshit. Yes, Lu Lu, can you stop squeezing a career line in front of the screen, and the fake milk doesn't shine.",0.814677
20,"一笑而过","Laugh",1
20,"一股为赋新词强说愁的牵强味道，为了表现而表现，就像硬拉着观众挠痒痒，却没有找准位置。三段式电影现在越来越多，也越拍越烂，冯导没能免俗，说是贺岁喜剧，可是这水平，真还不如春晚呢。一星给白百合的平实，一星给李小璐的假胸。不送。","A strong sense of worry about the new word, in order to show, like the hard pulling the audience tickle, but not find the position. Three sections of the film now more and more, and the more the beat more rotten, Feng guide can not be free, said it is a new year's comedy, but this level is not as good as spring and evening. One star to the white lilies of the flat, one star to Li Xiaolu's false chest. No delivery.",0.83746
20,"一般吧 很失望 翻拍的甲方乙方 前面看着还行 药匣子演的还不错 后面不知所云 感觉想深刻但不深刻 想喜剧但不喜剧 总体感觉尴尬 葛大爷的演技还是一样的棒 导演不知道这次在想什么","It is generally very disappointed remake of Party A Party B looked okay to play in front of the medicine cabinet is also good to feel deep behind the unintelligible but not deep to comedy but not the general feeling awkward comedy Ge uncle acting is best director like don't know what the want",0.748996
20,"一般般","So-so",1
20,"一般般。没有特别好笑的，后面关于环境的部分我比较痛心，小时候家门口的河确实是可以游泳还有抓鱼虾的。现在家门口的河又脏又臭也没人敢接触了。可是这跟这么一部电影有什么关系？太生硬的插入环境题材了。。","So-so。 No especially funny, I am more sad about the part of the environment. When I was young, the river at the door was really able to swim and catch fish and shrimp. Now the river at the door of the house is dirty and stinky, and no one dares to touch it. But what does this have to do with such a movie? It's too hard to insert the theme of the environment.",0.869009
20,"一锅乱炖","Pot Luandun",1
20,"一颗星给白百合，我就觉得这姑娘不错。一颗星给这片子没做成3D。恶心观众，成全白癜导。后悔进影院看了…","One star to white lilies, I think this girl is good. One star did not make the film 3D. The audience for vitiligo nausea, guide. Regret entering the cinema to see...",0.758512
20,"万万没想到","Absolutely unexpected",1
20,"三个小品加一工艺宣传，不值得啊~去电影院看了真心浪费钱~ 扫毒，无人区，都很好看，唯独私人定制让人失望透顶！！！！！","Three pieces of a process of publicity, not worth ah ~ to go to the cinema to see really a waste of money, anti drug, unmanned area, are very nice, but the private custom disappointing!!!!!",0.839899
20,"三个故事感觉讲的不清晰，想讽刺也有收敛，讨论雅俗也逃不开现在市场大环境，植入广告太多。影片最后又莫名的上升到保护大自然，爱与和平。总的来说不好看","Three stories about the feeling is not clear, want to have irony convergence, refined discussion can't escape now market environment, placement too. At the end of the film, it was inexplicable to the protection of nature, love and peace. In general, it's not good.",0.80879
20,"三星，但我期望太高了，只能给两星。4人小组给人感觉不是一堆好朋友，倒像是一群为了商业目标而在一起的人，也就像这片给我的感觉一样，少了人情味儿。也许是片中葛优不怎么撩姑娘了，好不容易看见他撩了一下，以前的感觉立马来了，但太少。讽刺有，火不够。自阉？配上王朔都这样，导演是真不想干了？","Samsung, but I expect too much, only to the stars. The 4 group of people feel is not a bunch of good friends, but is a group for business purposes and together, as this makes me feel like, less human. Perhaps the film Ge You doesn't tease the girl, finally saw him tease a little, before feeling immediately came, but too little. Irony, fire is not enough. Self castration? With Wang Shuo, does the director really don't want to do it?",0.774249
20,"三段式 实在无法勾起兴趣 昨晚是因为吃饭喝酒，所以去看了这个电影，醒酒后开车回家。结果看完电影，开车的状态还不如看电影之前呢。。。。。。","The three paragraph really couldn't get up the interest last night because it was eating and drinking, so I went to see the movie and drove home after it was sobering. As a result, after watching the movie, the state of driving is not as good as before the movie.",0.809907
20,"三段毫无关联故事，剧情拼凑完全是由广告和低笑点段子构成的电影。 三段故事分别表达了对贪腐高官的讽刺、电影导演的雅与俗的探讨和对土豪的嘲讽。 最后的环保太说教化。 总之影片直指社会热点 ，权当是贺岁图个乐呵。宋丹丹饰演的大妈圆梦后回家的背影对比强烈很打动人","The three unrelated story, the plot piece together is completely made up of advertising and low laugh sections of the film. The three stories express the irony of the high corrupt officials, the elegance and vulgarity of the film directors and the mockery of the tyrants. The final environmental protection is too much to be taught. In short film directed at the social hot spot, right when he Suitu a lea. After Song Dandan's mother's dream, his back home has a strong contrast.",0.88343
20,"三部银幕小品加一部自然环保宣传片，中间连贯生涩，过渡不自然，这电影就是来骗钱的好么！导演自以为从故事中揭露了社会丑恶嘴脸，岂不知这种犹抱琵琶半遮面的表达手法尽显拙劣！要将你就讲清楚，怕这怕那不说透彻了只能是自嘲过度惹人厌！","Three screen pieces plus a natural environmental protection propaganda, middle coherence jerky, the transition is not natural, this movie is to get money good mody! The director thinks he has revealed the ugly face of the society from the story, and I don't know that the expression of this kind of Pipa and the half mask is poor! To tell you to be clear, afraid that it is afraid that it does not speak thoroughly can only be self mockery overly annoying!",0.846849
20,"不 好 看","Disgraceful",1
20,"不。好。笑。.甲方乙方即视感，包袱还是十年前的包袱，观众已不是十年前的观众。.影片有理想有抱负有心机有立意，就是没劲。野心、嘲弄、伪善，和环保的重要，扒拉扒拉扒拉拉拉，冯导，人家都知道的啦，你是喜剧导演好吗，干嘛学政治老师那套，想寓教于乐？要不要那么心怀天下。.你曾是搞笑片之王、贺","No Good. Laugh. Party A Party B is the visual sense, the burden or the burden of ten years ago, the audience is not ten years ago. The movie has the ideal, the ambition, the intention, and the insipid. Ambition, ridicule, hypocrisy, and the importance of environmental protection, Balabala PA Lavaka, Pingdao, people all know, you are OK doing comedy director, political science teacher that, think fun? Do you want to be in that world. You were the king of funny movies, congratulations",0.792061
20,"不值得一看！！！段子很老套？我觉得范伟那好早点，不值得去电影院看  快播下。。","It's not worth seeing!!! The paragraph is very old-fashioned? I think Wei Fan's good morning, it's not worth going to the cinema to see it.",0.779111
20,"不值票价","Unvalued fares",1
20,"不像电影的电影背后，我看到的是导演炒冷饭，缺乏诚意的自以为是和沾沾自喜的卖弄。不是讲几个段子就能凑成一部长篇的，也不是表达一下生态关怀就意境高远了，冯导何不去排个春晚小品？哦，对，冯导还真是导春晚的。。。","Unlike behind the movie, I see the director show the sincerity of the lack of the same old stuff, opinionated and pleased with oneself. Not to say a few words can make a long piece, and not to express the ecological concern is high, Feng Dao why not go to the Spring Festival Gala? Oh, yes, Feng Dao is really a spring festival evening.",0.761544
20,"不咋地失望","Disappoint",1
20,"不喜欢","Dislike",1
20,"不太好看，因为是国产的，还是给两颗星吧。","Not very good, because it is made in China, or two stars.",0.790138
20,"不好玩~~","No fun ~ ~",0.7589
20,"不好看 想打两分半 打不出 就两分吧","It's not nice to play two minutes and half a half.",0.796835
20,"不好看 这贺岁片太不贺岁了 小刚的功力不行了 丧失创造力了 最后一段道歉太恶心了 应该从机场进来就该结束了 应该是广。电。总。局硬加上去的吧 太失望了","This is not good movies too hesui Xiaogang skill not to lose creativity last apology too sick should come in from the airport should be the end is wide. Electric. Total. It's too hard for the bureau to add it.",0.759727
20,"不好看！！！！！冯最后的独白还是不错的，可是依然不能挽救这儿烂片呀","Disgraceful！！！！！ The last monologue is good, but still can not save the movie here.",0.84106
20,"不好看，一点都不好笑","It's not nice. It's not funny at all.",0.817567
20,"不好看，从前一直喜欢冯小刚的电影，觉得有温情，也有搞笑，看完了意犹未尽，但是这次的电影有点咯吱人笑的意思，没有以前的精髓了。","Not good, always love Feng Xiaogang movie, feel the warmth, there are funny, read enough, but this film is a little tickle people laugh, not the essence of the.",0.786242
20,"不好看也竟然看完了","It's not nice to see it.",0.784812
20,"不好看啊…………","It's not nice...",0.751514
20,"不好看啊不好看。戏路假，所谓的幽默讽刺也不好笑。","It's not nice. It's not good. The so-called false way, humorous satire is not funny.",0.893266
20,"不好笑  俩小时能笑五次就不错了","It's nice to laugh five times for two hours",0.802661
20,"不好笑的喜剧，不深刻到位的讽刺。编剧，导演，演员在这部片表现都很平庸，当然，如果剧本很不OK，演员也是很无奈的~~~虽然里面有些演员演得的确挺烂~~~","An ironical comedy, an ironical irony. Writers, directors and actors are very mediocre in this movie. Of course, if the script is not OK, the actor is also helpless. ~ although some of the actors are really bad.",0.833345
20,"不得不说虽然尴尬的笑了一会儿但是真的不好看，感觉整个就像家长困得不行还要哄孩子睡觉时候讲的故事的状态一样：高姿态，偶尔有丁点儿意思，前言不搭后语，希望赶紧达到目的然后走人。","Have to say though awkward smile for a while but really does not look good, feel the parents like sleepy to coax the child to sleep when the story of the state: high profile, occasionally have little meaning, anacoluthon, hope to achieve the purpose and leave.",0.829558
20,"不怎么好看，第二段简直是导演的恶趣味，这种东西导演自己在微博上骂骂就行了，真搬上银幕就没意思了。其他几段还过得去，但和其他导演导出的小烂片又没多大区别，很多地方不好笑，有些地方笑一笑，但又不是因为电影好笑。黑了自己，讽刺社会，观众也得罪了，最后道个歉也不知大家买不买账。","Not very good, the second paragraph is simply the director's evil interest, this kind of director himself in micro-blog scolds and scolds on the line, really moving on the screen is not interesting. The other section is passable, but the director and other small films derived and not much difference, many places in some places not funny, laugh, but not because of the film. Black himself, satirize the society, the audience also offended, and finally I do not know that you do not buy.",0.91621
20,"不敢相信有人会觉得它好看。我这么宽容的人，这应该是我今年打出的第一个两星了，而且全是给最后那句话的。","I can't believe that someone will think it looks good. I am so tolerant of people, this should be the first one to two year I played, and all is for the last remark.",0.755279
20,"不明所以","Unidentified",1
20,"不是喜剧吗，没啥笑点，但是同去的弟弟说很好看，真心无感，快睡着了","It's not a comedy. It's not funny, but it's nice to go to my brother. It's really no sense. It's fast asleep.",0.800409
20,"不深刻","Not profound",1
20,"不知所云，矫情","Not hypocritical",1
20,"不知笑点过高还是怎么回事，感觉笑点很牵强~也可能是希望越大失望越大吧，不想说啥了，不推荐大家去影院看，反正网上也有了~","I don't know if I laugh too high or something. I feel that it's far fetched to laugh. Maybe it's the greater the disappointment, the bigger the disappointment. I don't want to say anything. I don't recommend you to the theater. Anyway, there's also a network.",0.913521
20,"不知道打一星的怎么想的，不管怎样冯小刚回到自己擅长的路子上了，大家能开心，虽然有些不足但整体不错，广告植入现在不正常吗，变形金刚也有广告植入没看你们骂呢？打一星的都有病。","I don't know what to think about playing a star. Anyway, Feng Xiaogang is back to his good way. Everyone can be happy, though there are some shortcomings, but the whole is good. Is advertising improperly now? Is Transformers advertising implanted too? One star is ill.",0.786446
20,"不知道说什么好。不过白百合演有钱老板那段演的还真挺不错的，一点儿不做作。","I don't know what to say. But the white lilies are very good to play the rich boss, and do not do it at all.",0.793939
20,"不算好看，纯粹冯导想要讽刺一些现象一些人，演员也不够突出有力，故事还是太散了","Not very good, pure Feng guide wants to satirize some people, the actor is not strong enough, the story is too scattered.",0.749197
20,"不能免俗的去刷了下,确实比较差~~~","Can't avoid the vulgar to brush the bottom, really worse ~ ~",0.751392
20,"不能欣赏","Not appreciating",1
20,"不行 不过白百何还是很乖的 郑凯还是很帅的啦、","But Bai Baihe is still not very good or very handsome Zheng Kai,",0.775392
20,"不连贯","Discontinuity",1
20,"不靠谱","Unreliable",1
20,"与其拼成119分钟的电影，不如拆成几个短片。想讲的事很多，但在两个小时里都没讲好。有几个部分单看可能不错，但放在整部电影里感觉相当多余。结尾尤其突兀且煽情不自然。冲着编剧去的，现在觉得果然还是看书好。幸好今天半价。","Instead of making a 119 minute movie, it's better to break a few short films. There were a lot of things to say, but they didn't say well in two hours. There are some parts that may be good, but it feels rather redundant in the whole movie. The end is especially abrupt and incendiary. To go to the screenwriter, now feel that it is better to read. It's a good half price today.",0.90253
20,"专门看了下票房7个亿左右，感觉过高了，顶多1亿多点。有当年的非诚勿扰的风格。但是这喜剧喜得让人笑不出来。完全比不上泰囧。虽然很多名角，但是片子真的不怎么样。不推荐。片子的开头黑白颠覆了喜剧的特点，开头我觉得是最大的败笔，结尾也没有画龙点睛，道歉和前面的故事完全不能很好地联系起来","A special look at the box office about 7 hundred million, the feeling is too high, at the top more than 100 million points. There is the style of the non - sincerity of the year. But this makes people laugh for a comedy. Nothing compared to Thailand embarrassed. Although a lot of stars, but it is really not very good. No recommendation. The film begins to subvert the black and white comedy, I think the biggest flaw is the beginning, end and no touch, apology and in front of the story was not well connected",0.866132
20,"两分仅仅是因为制作人员里面编剧是王朔，主演有葛优，其余的简直不想多说。N个网络段子复制粘贴出来的剧本根本不知道在说些啥，尤其是最后20分钟那莫名其妙的道歉和最后结尾的老梗，看不懂啊。","The two points were only because the producer was Wang Shuo, the star of Ge You, and the rest did not want to say much. The script copied and pasted by N's network segment doesn't know what to say at all, especially the last 20 minutes, the inexplicable apology and the last ending of the old stalk.",0.777927
20,"两星分别给白百合和李小璐的好身材。只要她们在镜头里我的注意力就基本集中在她们的胸腰臀腿脸。葛优竟然不好翘。至于其它嘛……哈哈哈哈哈……我能理解冯导想要拍出自己的想法，不过就观影的第一直觉，只能说冯导成全了自己，恶心了别人。","The stars were to the white lily and Li Xiaolu in good shape. As long as they are in the lens, my attention will be focused on their chest, waist and leg face. Ge You is not so good as to warp. As for the others... Ha ha ha ha... I can understand that Feng guide wants to make his own idea, but the first instinct of the view is to say that Feng Daocheng is all himself and nausea.",0.903015
20,"两星给宋丹丹那段煽情。还有一星是看在白百何和李小璐两件泳装的份上……第五代最后一个还看得过眼的也栽了。我倒觉得挺高兴的。","The two stars to Song Dandan that sensational. One more star is on the two swimsuits of Bai Baihe and Li Xiaolu... The fifth generation of the last day was also planted. I feel very happy.",0.75601
20,"两星都给宋丹丹那段和我无法不爱的白百何，虽然我知道这都不值。结构松散讽刺尼玛这也叫讽刺，真的可以了，我还是第一次见电影拍成系列剧的，连标题都有真是太棒了，还有人物职业定位意义何在啊，这也就算了，咱能别自己都弄不清哪个主角的职业是什么吗。总体来说，呵呵。","The two stars for Song Dandan and that I can't love Bai Baihe, although I know it is not worth. Fuck this is also called the loose structure of satirical irony, really can be, is the first time I see the movie series, the titles are really great, where there are people occupation orientation significance ah, it even, we can not can not figure out which character is what occupation you. On the whole, hehe.",0.786745
20,"个人感觉，冯氏的时代要离去了，所以，还是愿意给出5分。但平心而论，我对冯小刚的喜剧还是抱着较高的期待，所以，失望肯定大于感动。唯一让我笑的，貌似就是坟前的麻将的那个段子，遗憾的是，最后体验富翁那个故事，貌似可以再深入一下。天下无贼之后的冯氏喜剧，呵呵~~~~","Personal feeling, Feng times to go away, so would give 5 points. But to be honest, I of Feng Xiaogang's comedy still holding high expectations, so disappointed, certainly more than touched. The only thing that makes me laugh seems to be the part of the Mah Jong in front of the grave. Unfortunately, the story of the millionaire can look deep in the end. A World Without Thieves after Feng's comedy, hehe ~ ~ ~ ~",0.781862
20,"个人觉得还是很精彩的，冯氏幽默和葛优的表演还是很搭的。当官那一段确实引人深思。而最后一段关于环境的还是很感动的。冯小刚的贺岁片。每年必看！推荐。","Personally think it is very exciting, Feng's humor and Ge You's performance is still a. The section of the official is really thought-provoking. And the last paragraph about the environment is still very moving. Feng Xiaogang's new year's film. Every year must be seen! Recommend。",0.870834
20,"中国大部分导演的视野和水平的极限是关注环保问题，而且智力和知识结构还不如欧美绿党和环保主义者完善。冯小刚也不例外。","The limits of most Chinese directors' horizons and levels are to focus on environmental issues, and the intellectual and intellectual structure is not as good as the European and American Green Party and environmentalists. Feng Xiaogang is no exception.",0.78603
20,"中规中矩 好无聊的喜剧片-_-/// 不过有些地方发人深思  时间都去哪儿了歌儿很好听","Law-abiding good boring comedy -_-/// but in some places where are the time provide much material for thought is very nice song",0.899137
20,"中途想退场的电影!刚开始很努力的寻找笑点,并发现了几个笑点.但是越往后故事越荒诞,好比春晚中不太精彩的小品,笑点尴尬.结尾的煽情与公益性太突兀了!不知道与整片电影是什么关系?!!一句话!!浪费钱!!!","Want to exit the movie! The beginning is very hard for the bursting point, and found several bursting point. But the more back story more absurd, like the spring is not a very good piece, bursting point. At the end of the sensational and embarrassing public too sudden! Don't know the whole movie and what is the relationship?!! A waste of money!!!!",0.902525
20,"中间的梗儿咋那么多呢！！！！一度想放弃看下去。。。可是想想实在很无聊只能硬着头皮看掉了，快进着看完的。。。再补：这么好的情景设定没被小日本拍出来真是遗憾啊。。。","How much of the middle stalks!!!! I once wanted to give up and watch it. But I think it's really boring and it's just hard to look at it and get through it. Again: it's a pity that such a good scenario is not taken by a small Japanese.",0.830907
20,"丹丹姐好感人~~~","Dandan sister ~ ~ ~ good people",0.799577
20,"为了搞笑，夸张得很做作，特别是俗的那一段，结尾环境保护莫名其妙，只有宋丹丹那一段还有点感慨，特别是响起时间都去哪儿了的背景音乐的时候。总体来讲，烂片","In order to laugh and exaggerate, it is very exaggerated, especially in the popular period. At the end, the environmental protection is inexplicable. There is still some emotion in Song Dandan's paragraph, especially when the time goes to the background music. Overall, bad",0.771158
20,"为了李成儒纠结在雅和俗的那个故事，我果断把三颗星降到了两颗星，一颗星是给白百合和李小璐的换装show，一颗星给结尾那几段真诚的朗诵，哇哈哈，真的很像朗诵。王朔冯小刚想表达什么是很明显的，充满黑色幽默的荒诞剧，一点也不好笑，还玩起了这种一锅乱炖。","For Li Chengru's entanglement in the story of elegance and vulgarity, I decided to drop three stars to two stars. One star is to replace show between white lily and Li Xiaolu, one star to the end of those sincere recitations, wow, ha ha ha, it's really like a recitation. Wang Shuo Feng Xiaogang wants to express what is very clear and full of black humor in the theatre of the absurd, this isn't funny, but also playing the pot luandun.",0.868959
