"ranking","Chinese.origin.data","Baidu.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Baidu.translated.data."
30,"一星给葛优，一星给范伟，一星给宋丹丹。看着老几位拖拉着白百合，李小璐。真心疼他们！！！以及白百合在电影里居然没得绝症。这不合理啊！！居然活着就剧终了？？？？","One star to Ge You, one star to Wei Fan, one star to Song Dandan. Look at who who dragged a white lily, Li Xiaolu. Really hurt them!!! And white lilies do not have a fatal illness in the film. This is not reasonable! Alive is the end????",0.20444
30,"一星给那首 时间都去哪了~听着一阵阵心酸。。。","A star gives that time all the time to listen to a lot of heartache.",0.254043
30,"一腔俗血。只因带爸妈一起看，还略有安慰。","A lump of vulgar blood. It is only a little comfort to see with my parents.",0.244967
30,"一部喜剧，还想从中琢磨出点什么？可乐就行～～认真你们就输了～","A comedy, what do you want to figure out from it? Coke will go to - seriously you lose",0.251229
30,"一部简单易懂的电影，本就是贺岁片，有笑有泪就够了。一群人给一颗星让我看不懂，没这么差吧？我看了一些影评，感觉你们也没说出什么有深度的评论吖。","A simple and easy to understand film, this is a new year's film, there is enough to laugh and have tears. A group of people give me a star that I don't understand, is it not so bad? I looked at some film reviews, and I felt that you didn't say anything in depth.",0.142781
30,"一部贺岁片 何必斤斤计较 虽然比不上甲方乙方 但也没那么差 乐呵一下过去了就","A new year's film why it is not so much more than Party A but not so bad as the past.",0.107763
30,"一部贺岁片，至于骂那么狠么？","A new year's film, as for scolding so hard?",0.180988
30,"一部闹着玩的电影，认真你就输了。冯小刚拍着这样，他自己不知道会挨骂吗？我觉得夸这部电影的多了，冯小刚才会不习惯吧。骂他，他也无所谓，人家早就在电影里把全天朝骂了一个遍。","A funny movie, seriously you lose. Feng Xiaogang patted so that he does not know will catch it? I feel so much about this film that Feng Xiaogang is not used to it. Scolding him, he did not matter, people have already scolded the whole day in the film.",0.167734
30,"七拼八凑的一部电影，想走群众路线，可走的偏偏是政党路线，这是接手春晚后留下的后遗症吗？","A movie, to follow the mass line, walking is just the party line, which is left over after the Spring Festival Gala sequela?",0.225044
30,"不如顽主，亦不如甲方乙方…略有失望…","Rather than Wanzhu, Party b... A little disappointed...",0.253317
30,"不就是甲方乙方？","Is it not that Party A is Party A?",0.195799
30,"不明白为什么那么多人给一星，也许是预期太低，看完觉得片子还是挺有想法的。.第一部分各种高端黑，活脱脱的官场现形记，恶心了所有人；第二部分应该是导演的自嘲和自黑，有反思有宣泄；第三部分影射了某个爆发权贵，可能会触动审查底线……正当观众以为这是一部反腐自黑片时，最后突然变成了环保宣传","Do not understand why so many people give one star, perhaps is too low expected, after seeing the movie still have an idea. The first part. A variety of high-end black, like the picture of officialdom, sick of all; the second part should be directed and self deprecating self reflection is black, there are third parts to vent; a burst of power, could touch the bottom line review...... Just as the audience thought it was a black film, it suddenly turned into environmental publicity.",0.226495
30,"不是甲方乙方哦？","Is it not Party A, Party B?",0.246318
30,"不知道为何这么多人不喜欢，看过真心觉得没那么差，笑点再低也有人笑不是吗？贺岁而已何必又翻老本纠结较真，过去的是经典，但现在的也没有完全不接地气，最后的道歉真心觉得出现的突兀但句句在心。反正我就一俗人，看了，傻乐了，如此而已","I don't know why so many people don't like it, I really think it's not so bad, and there's a smile that has a low smile, isn't it? The new year just turned on why tangled seriously, the past is a classic, but now is not completely down to earth, the last apology really feel abrupt but appear every heart. Anyway, I was a layman, see, shale, That's all.",0.236676
30,"不至于那么差吧，还是可以看啊，太夸张了，····5.3？？？？","Not so bad, or it can be seen, too exaggerated,... 5.3?????",0.116305
30,"个人觉得这部电影没那么糟，我很纠结于是三星还是四星。这是甲方乙方的翻版，但仍旧是有以往的冯式喜剧不同，有加入人文关怀，有那么一些镜头能够让人感到温暖，也有那么点让人嗝应的东西在里面，嗝应的是我们想逃避的东西。总结就是这是以喜剧包装了些人文关怀和反思的电影。","I think the film is not so bad. I'm so entangled that Samsung is a four star. This is a replica of the Party B, but it is still different in Feng comedy, have joined the humanistic care, there are some lenses can make people feel warm, let a person have so little hiccup should be something inside, belch should is we want to escape. The conclusion is that this is a movie with a comedy that has wrapped up some humanistic care and reflection.",0.175309
30,"为了完成工作去看的，没有大家评价的那么烂吧？就一般商业电影吧，没怎么看过冯小刚的电影，所以也没有什么特殊情怀和过分的期待。","In order to finish the work to see, no people evaluate so rotten, right? As far as commercial films are generally, Feng Xiaogang's films have not been seen, so there is no special feelings and excessive expectations.",0.21969
30,"为毛一水的一星两星？不至于那么差啊。。豆瓣水军又出动了，打一个一星给五块钱？","As a hair water star star? It's not so bad. The navy bean and dispatched, playing a star for five dollars?",0.245014
30,"主要是和甲方乙方实在太像了 又没发现有什么提高的地方。。。","Mainly with Party A Party B is too much like the place where there is no improvement.",0.237925
30,"么有看过甲方乙方。单纯看这故事，有点直白有点冷。但谁让我辣么矫情。赶脚人家故事的原本立意还过得去啊，以及自己矫情的环保主义。所以多打一星啦。虽然你的环保喊得那么用力，也不会有人在乎的。就像你自己说的。","We have seen Party B Party B. Just look at the story, it's a bit cold and a bit cold. But who makes me so hypocritical. My family story originally purposive go ah, as well as their own sentimental environmentalism. So one more star. Although your environmental protection yell so hard, no one cares. It's like you say.",0.208135
30,"乐呵一下，就别太较真了。只是，广告植入不要太明显啊","A little fun, will not be too seriously. Just, it's not so obvious that the ads are implanted.",0.207693
30,"从甲方乙方、没完没了、一声叹息、不见不散、大腕、手机，到夜宴、天下无贼、集结号、非诚勿扰，再到非诚勿扰2、唐山大地震、1942、私人订制、马年春晚，冯小刚气数已尽……","From Party B, endless, a sigh, Be There Or Be Square, Taiwan, mobile phone, to the banquet, A World Without Thieves, assembly, If You Are The One, to If You Are The One, 2 Tangshan earthquake, 1942, private custom, horse show, Feng Xiaogang finished......",0.2023
30,"仓促了一些。。。简陋了一些","A little haste. A little shabby",0.209949
30,"何必如此刻薄呢，贺岁档就图一乐，哼哧哼哧写那么长一篇影评打个一星，累不？","Why now thin, Lunar New Year stalls on a music chart, sing sing Chi Chi so long a critic wrote up a star, not tired?",0.22836
30,"作为喜剧不太好笑...但是几个故事都讽刺着当今社会现象...做梦吧朋友...","It's not so funny as a comedy... But a few stories are all about the social phenomenon today... Dream friends...",0.243837
30,"作为贺岁片，没那么搞笑，但和近期的烂片比起来还算看到点剧情，作为没看过经典的甲方乙方来说，有这么一群人还是蛮有乐趣的，应该很多人需要靠别人实现愿望吧。","As the lunar new year, but not so funny, and recent films than it still see a little story, as Party A Party B did not read the classic, there is a group of people still fun, it should be a lot of people need to realize the desire to rely on others.",0.201903
30,"作为贺岁片就这么一笑，然后还带点诚意给大自然来道个歉，还是可以的。不过这实在不得不说是甲方乙方的续集篇，也不是说不可以，但是笑点和可看点明显是没有甲方乙方那么多。整部片子看下来就像一个广告片。，，","As a new year's film, this is a smile, and then a little sincerity to give nature to an apology, or can. However, this is really obliged to say that Party B is a sequel to Party B, and it is not impossible to say, but the smile and the point of view are not so much as Party B's Party B. The whole film looks like an advertisement. ,,",0.18976
30,"像小品串联。因为甲方乙方实在是我的心头肉，脱胎在这个电影模式上才多得一星。","A series of sketches. Because Party A Party B is really my heart meat, to be born in this film model is more than one star.",0.155746
30,"其实到宋丹丹那就可以收了，后面的环保题材显得突兀又做作，但前面的部分不至于分这么低，想表达的也尽力表达了，社会热点词从反腐到装逼再到炫富都以讽刺的视角呈现出来。没看过甲方乙方所以也不知道是不是它的影子","In fact, Song Dandan that can be collected, behind the theme of environmental protection is abrupt and contrived, but the front part not so low, want to express to express, social hot words from corruption to the loading force to show off to show the perspective of irony. Did not see Party B Party B so do not know whether it is its shadow",0.253948
30,"其实对于现实是个赤裸裸的嘲讽，作为甲方乙方2.0版本，却又显得不那么深刻了。笑点不笑，哭点不哭，大约是最大的败笔吧。","In fact, the reality is a naked mockery, as Party A Party B's 2 version, but it is not so profound. Bursting point not to laugh, cry cry, is about the biggest flaw.",0.202247
30,"其实没有大家说的那么差吧，只是确实没有值得期待的，比甲方乙方差的不是几条街的问题。","In fact, no people say so bad, but it is really not worth looking forward to, than Party B is not a few street problems.",0.213973
30,"其实片子不算难看，只是不知所以然，毫无重点可言。","In fact, the film is not ugly, just not knowing why it is so so, no key.",0.228652
30,"其实还可以了 干嘛给分这么低都 太苛刻了吧 图一轻松大家乐呵 不费脑子也是生活一部分啊","In fact, it can be so low to be so low all too harsh it is too hard to figure out a relaxing people's pleasure oh no brain is a part of life.",0.12041
30,"冯导可能是有太多的东西想吐槽了，不吐不快，于是长篇累牍的台词，不厌其烦的说教，在小雅和大俗之间纠结，在形而上和下三路之间左右摇摆，于是大家真的都看懂了，而真心想看好片儿的影迷就看不懂了。博君一笑，但是隔靴也就是不痛不痒。","Pingdao may have much to say, speak out, so long-drawn and tedious documents lines, not to mind taking the trouble in a tangle of preaching, and lesser vulgar, wavering between metaphysical and under three or so, so we really have to understand, but really want to watch movie fans cannot read. Bo Jun smiled, but every shoe is neither painful nor itching.",0.243913
30,"冯导吐槽讽刺用力过猛，把很多自己的主观意识强加在影片里。可以说没见着诚意。原本想说这不就是2013版甲方乙方吗？不，其实这不是。当年那个低调沉稳满含人文关怀和自嘲智慧的让人感动热泪的甲方乙方，再也无法重现。","Feng's sarcasm is too ironic to impose a lot of his own subjective consciousness on the film. It can be said that there is no sincerity. Originally wanted to say that this is not the 2013 edition of Party A Party B? No, in fact, this is not. The low profile that was full of humanistic care and self mockery, which moved Party B and Party B, could not be reproduced again.",0.150129
30,"冯导怎么最近就这么不招人待见了？明明是个还过得去的国产片怎么就遭一星刷屏至于么？再怎么不济，也远远高于国产电影的平均水平吧？这片一星那别的呢？给国产电影留条活路吧！","How does Feng Dao recently so unattractive? It is a piece of domestic go there was a star for Shuabing? Why not, is it far higher than the average level of domestic films? What about this one star? Leave a way out to the domestic movie!",0.223679
30,"冯导葛优也没有余粮了？私人定制是1997年的.甲方乙方.的更新版，16年前甲方乙方笑抽了多少人，私人定制却是微微一笑 绝对不抽。时间在变 场景在变 冯导你也回不去了，相见还是不如怀念吧！期待春晚，呵呵！","Feng Dao Ge You has no surplus? Private customization is 1997. Party A Party B's updated version, 16 years ago, Party B Party B laughed how many people, private custom is a little smile absolutely not. Time changes in the scene in change guide you can not go back, see or miss it! Look forward to the Spring Festival Gala, ha ha!",0.169704
30,"冯小刚的喜剧功力减退了不少啊，作为甲方乙方的续作，没有了那中纯粹的黑色幽默，像是一个大小品，简单的看一看就可以了。","Feng Xiaogang's comedy skill decreased a lot ah, as Party A Party B without a sequel, the pure black humor, like a big piece, a simple look at it.",0.250612
30,"几个小品就拼凑了一部电影？","A few small pieces put together a movie?",0.207376
30,"几个故事不够连贯，李成儒那个故事有点扯。。。","A few stories are not coherent enough. Li Chengru's story is a little bit.",0.233294
30,"几个片段是揭示现代社会现象的，挺现实的，但无笑点。","A few fragments are a realistic one that reveals modern social phenomena, but without a smile.",0.253186
30,"几乐几乐的……","A few fun...",0.249673
30,"几处硬伤：剧情互不搭边儿；结尾莫名其妙；创意照抄甲方乙方……冯导是在糊弄谁呢？唯一可以称赞的就是几位老牌儿们的表演。葛大爷，宋丹丹，范伟。没看过的就不要去影院糟蹋钱了，等下线了从网上免费看吧。只有低票房才能激发冯导的斗志。","A few problems: do not take the end of the story was rather baffling;; creative copy of Party b...... Who is Feng Dao fooling around? The only one that can be praised is the performance of a few old men. Grandpa Ge, Song Dandan, Wei Fan. Don't look at the cinema to waste money, wait for the offline to see from the Internet. Only a low box office can stimulate Feng's fighting spirit.",0.169073
30,"几年前的电影，在bt上碰到就下载看了，感觉几个场景都没啥意思，不如甲方乙方有趣","A few years ago, the film on BT was seen on the downloads. It was not so interesting to feel a few scenes, not as interesting as Party A and Party B.",0.154279
30,"分开看还可以 就是凑不到一起 不是个完整的故事","A separate look is not a complete story.",0.24908
30,"剧情上跟甲方乙方完全是如出一辙，但是不知道为什么就是没有甲方乙方好笑。最后的道歉环节画蛇添足二得一逼，最难能可贵的是冯导居然还听不下别人的嘲笑。不过葛优和宋丹丹那俩矫情做作的还是让我笑了，索性就给个三星吧。大过年的也不给冯导添堵了。","The plot is exactly the same as Party A Party B, but I do not know why Party B is not so funny. The last two links a forced apology superfluous, the most valuable is Pingdao actually hear people laugh. But Ge You and Song Dandan both the affectation or make me laugh, just give a Samsung. The new year is not to block the Daotian feng.",0.165557
30,"单位组织工作时间去看的。还可以。凑合看看，有点犯困","Unit organization work time to see. Just so so。 Look, a little sleepy",0.254251
30,"博大家一乐而已，何必强求太多……","A great family is a pleasure, so why do you ask too much...",0.122773
30,"原来以为是个甲方乙方2.0，谁知道确实个甲方乙方0.5。冯导真有点江郎才尽的意思了。。。","The original thought is Party A Party B 2, who knows that party a really is Party B Party B 0.5. Feng Daozhen a little at the end of meaning...",0.141008
30,"取景一星；音乐一星；演员一星","A star; a star; an actor.",0.227483
30,"只有懂他的人，才能懂他的幽默。这也可以私人定制？？？？","Only those who know him can understand his humor. This can also be customized????",0.215351
30,"叫甲方乙方2更合适，但远不及甲方乙方精彩，故事间缺乏衔接。个人觉得本电影的道歉和甲方乙方的夸赞有所呼应，让我有些感慨","Party A Party B 2 is more suitable, but far less than Party B Party B wonderful, the lack of connection between the stories. Personally feel that this movie praise apology and Party A shall respond, let some of my feelings",0.254704
30,"各类段子集合。三个语言类节目。甲方乙方升级豪华作秀版。其他没什么好说。","A collection of all kinds of paragraph. Three language programs. Party B Party B will upgrade the deluxe version. There's nothing else to say.",0.232736
30,"向甲方乙方致敬吗？","Do you pay tribute to Party A and Party B?",0.250558
30,"呃，甲方乙方第二弹……","Well, Party A Party B second bombs...",0.233978
30,"告诉我陕西话到底听起来是什么感觉？？？","Tell me what it sounds like in Shaanxi????",0.205989
30,"和＊＊＊看的。比想象中好！","And * * * * see. Better than imagination!",0.126239
30,"和办公室同事聊了聊  似乎就是改版后的甲方乙方","A chat with a colleague of the office seems to be Party A after the reversion",0.238485
30,"和很久以前的甲方乙方很像 但是宋丹丹那一段还是有感动到我","A long time ago, Party A is very similar to Party B, but Song Dandan is still moved to me",0.206891
30,"和很早以前的甲方乙方差不多。有点新瓶装旧酒的感觉。把好梦一日游变成了定制圆梦。和期望值相比差很多。但是结尾最后让我挺受触动的，我们每个人都有不能实现的梦想。但是现在全国的雾霾和严重的污染。我们希望能像以前一样有着干净的天空清澈的河流。","It is similar to Party A's party a very early. A little old wine in a new bottle feeling. A dream day tour turns into a custom dream. It is much worse than the expected value. But the end finally touched me, and every one of us had a dream that could not be realized. But now the haze and serious pollution in the country. We hope to have a clean and clear river as before.",0.22385
30,"和朋友一起看的贺岁片，和甲方乙方很像","A new year's film, seen with a friend, is very similar to Party A's Party B",0.220733
30,"和甲方乙方一个套路，却又没那么精彩。.后面高上大实在是过了。。。几个镜头就想说服我们，不如直接去看纪录片。。。","Party A and Party B a routine, but not so wonderful. The back high and up is really past. A few shots want to convince us, not to see the documentary.",0.182728
30,"和甲方乙方一个套路嘛","A routine with Party A Party B",0.205597
30,"和甲方乙方不是一个套路么？没创新啊","Is it not a routine with Party A Party B? No innovation",0.253195
30,"和甲方乙方不能比啊","Party A is not comparable to Party A Party B",0.208786
30,"和甲方乙方差不多，电影最后，商业片也这么有爱心？不合时宜啊","Party A is similar to Party B. At the end of the film, the commercial film is so loving. Untimely",0.237455
30,"和甲方乙方差不多--咩回事??笑点不多啊--","The same as Party A Party B - baa?? not much laughing -",0.250027
30,"哇居然这么低分，我觉得笑点还是挺多的，可能笑点低。唯一不喜欢的是结尾，很不搭，略做作。","Wow so low, I think there is a lot of laughter, maybe a little bit low. The only thing you don't like is the end. It's very bad.",0.246932
30,"喂喂哪有大家说的那么难看啊。只不过没有像以前那些片子让大家欢笑而已嘛。总体还是过得去的嘛。","It's so ugly to feed you all the people say. It's just not just like the movies that used to make everyone laugh. The whole is too much to go.",0.253609
30,"因为太喜欢甲方乙方。。。导致无法喜欢上此片啊...","Because Party A is too fond of Party B. To love this film...",0.230903
30,"因为恶评如潮所以觉得也没那么差了！不过还是不及格吧……如果没有最后一段分还能稍微高点……","Because the bad reviews are so damp, they don't feel so bad. But I still don't pass it... If there is no last paragraph, it can be a little higher...",0.247909
30,"因为看这个之前没看过甲方乙方，所以前面两个故事觉得挺有意思，后面太无聊了。回家补了甲方乙方，不懂冯小刚拍这个的意思是什么，没有怀旧又没有新意。","Because I did not see Party A before this, so the first two stories feel very interesting, the back is too boring. Go home to make up Party A Party B, do not understand what Feng Xiaogang meant to take this, no nostalgic and no new idea.",0.22894
30,"图一乐，嬉笑怒骂的满嘴大炮仗，何必较真。斯皮尔伯格也不是总能拍出辛德勒。","A music chart, wrote a dabaozhang, why contests. Spielberg is not always able to make Schindler.",0.235849
30,"图一乐呵就行，较真你就哭了。。。","A fun trip, seriously you cried...",0.240554
30,"图个乐子可以，不必当真。另外排片率太恶心，分数之外再给个差评，勿喷。","A picture of a piece of fun does not have to be true. The other row rate is too disgusting, besides the score, give a bad comment, do not spray.",0.228921
30,"复制甲方乙方，全是里面的影子，我觉得还不去重新看甲方乙方，冯大导越来越不接地气了","To copy Party A Party B, it is all the shadow inside. I don't think that Party B is going to see Party B again. Feng Da Dao is getting more and more ungrounded.",0.225715
30,"大导给一星。插曲两星。","A big guide to a star. Episode two.",0.238042
30,"大杂烩，一堆广告，只能说用意很好结果很差","A hodgepodge, a pile of advertisements, can only be said to have a bad result.",0.230917
30,"大杂烩。冯导您没发现每个故事的画风都不一样吗？尤其最后一段？","A hodgepodge. Does Feng guide you not to find the style of each story is different? Especially the last paragraph?",0.187473
30,"大量的表面嘲讽，凌乱的结构，生硬的笑料，后面一顿莫名其妙的环保宣言，哎，这是怎么了","A lot of surface mockery, cluttered structures, hard laughs, an inexplicable declaration of environmental protection, and what is this?",0.247783
30,"好好讲故事行吗？？挑几个新鲜人好吗？？后面整这些干嘛？？","Do you know how to tell the story well? Can you pick a few fresh people?? What's all this behind??",0.188694
30,"如果事先没有那么多的期望，我相信它不至于这么差；如果不是因为冯导，我相信它不至于有这么多期望。","If there is not so much expectation in advance, I believe it is not so bad; if not because of Feng Dao, I believe it will not have so much expectation.",0.192328
30,"如果你有一百万你愿意捐出来吗？愿意。一千万呢？我愿意。一个亿呢？愿意，十个亿都行。那如果你有一辆汽车呢？这个…不行。为什么呢？因为我真有一辆车！——定制，终归是白日梦。","If you have one million, would you like to donate it? Be willing。 What about ten million? I do。 What about one hundred million? Yes, one billion. So what if you have a car? This... No way。 Why? Because I really have a car! - custom, in the end, is a daydream.",0.216342
30,"如果是喜剧，明显感觉搞笑不足，说教有余。想拍深刻的，可以交给悲剧史诗去承担啊，这样弄有点不伦不类的。冯导，难道您也江郎才尽了吗。有点小失望","If it is a comedy, there is a clear feeling of lack of fun and more sermon. Want to take a deep, can be handed over to the tragic epic to bear ah, so get a bit of neither fish nor fowl. Pingdao, do you have finished it. A little disappointed",0.221044
30,"如果没有甲方乙方，一切都不同吧。冯小刚葛优的节奏就是得买账，李小璐演演都洗白没那么讨厌了。结尾的确生硬，也完全能理解。真没有那么渣！","If there is no Party B Party B, everything is different. Feng Xiaogang and Ge You's rhythm is to buy, Li Xiaolu's performance is not so disgusting. The end is really hard and fully understood. I don't have such a dregs!",0.250539
30,"实在有点儿不明白为什么把这部电影说的这么烂，其实还可以啊，我觉得比起甲方乙方来某些层面直击现在的社会问题，其实贺岁片就是图个乐儿，有必要这么较真儿的比对来比对去吗？本来就是一部以俗为乐的电影，奔着这个去的人居然还各种的批评挤兑，非要挑出点儿高雅来，真真的叫人想不通！！","It is a bit do not understand why this movie that can actually be so bad, ah, I think compared to Party B to social problems now some aspects of watch, actually surreal is a fun, so it is necessary to seriously than to go on? It is a movie that is popular with music. People running to this place even run all kinds of criticism runs. Gao Yalai must be picked up. It's really hard to imagine.",0.130001
30,"客观的说，哪有评论的那么烂？除了末尾比较做，其他的还可以看。博人一乐就行，何必那么较真。","Objectively speaking, where is the comment so bad? In addition to the last comparison, other things can be seen. A le on the line, why so seriously.",0.223396
30,"密集的排片解救勒我这个迟到王…凑热闹捧场贺岁片也实在不像我风格…葛大爷身边没个气场相符的美女感觉更像个精神领袖…夸张的剧情…搞笑的台词…突然深情…突然严肃…针砭时弊的药下得好猛…不幸福的人那么多…再订制的完美也不过是个梦境…道歉…有毛用…好混乱…","A dense row of rows saved my late king. It's not like my style. It feels like a spiritual leader without a beautiful woman around him. Exaggerated plot... Funny lines... All of a sudden... Suddenly serious... As the drug well under the fierce... So many unhappy people... The perfection of the re order is just a dream... Apology... Hairy. It's a mess...",0.0718306
30,"对啊，我又是这么矫情地新片成老片才去看啊。看得出用心，看的出尝试，看得出有一肚子想要表达讽刺的东西，但是，这毕竟是电影。1、主单元部分，情节太平，平得没劲。有笑点吗？我一张严肃脸从头到尾，哭在插曲那儿。2、结尾的道歉环节，真理情怀的表达有很多种，能不能不拍公益广告！！！","Yes, I'm so hypocritical to become old enough to see the film. It is a movie, after all, to see the intentions, the attempts to see, and to see that there is a belly who wants to express irony. 1, the main unit part, the plot is too flat, flat. Do you have a smile? A serious face, from beginning to end, was crying in the interlude. 2, the end of the apology link, the truth of the expression of many kinds, can not make public service advertising!!!",0.242082
30,"对这部没有很期待，纯粹为了把要到期的电影票给看了，所以还是笑得挺嗨，不然好像有点对不起自己。冯导是有好多好多话要说，多的有点语无伦次了，笑点很多，但是很水，最后那段公益广告是有抽风的嫌疑，我花了钱进来看公益广告来了吗，这什么跟什么呀。","I didn't look forward to this, just looking at the movie tickets to expire, so it was still a lot of laughter, or it seemed to be a little sorry for myself. Feng Dao has a lot of words to talk about. He's a bit incoherent. He laughs a lot, but it's very water. At last, that public service advertisement is suspicious. I spent money to see the public service advertisement. What is this and what?",0.24331
30,"就是图一乐呗，虽然笑点不是那么多，每个故事都虎头蛇尾的，而且硬往里面塞得这个教育意义也是生硬，可是人家都说了就是图你一乐，你还各种剧情啊技巧啊分析什么的累不累啊！年底了能不能给自己放个假！！·","Is a music chant, although the bursting point is not so much, everyone cop-out, but hard to fill inside the significance of education is hard, but they say it is a map of your music, you have a variety of skills to analyze what the story ah ah tired ah! The end of the year can not give yourself a holiday! A.",0.226104
30,"就是甲方乙方的续集，.甲方乙方(II）.真是有点2，..小冯老了，.越来越俗了，.应该是最俗终身成就奖了，..去电影院看这烂片，.真是成就小冯了，","Is the sequel. Party B, Party A Party B (II). It is a bit.. 2, Xiao Feng. More and more old, vulgar, should be the most popular. The lifetime achievement award, to go to the cinema to see this movie. It is a small, Frederick achievement,",0.246428
30,"差一点，像是三个小品，和甲方乙方有差距。就范伟这段最好。","A little bit, like three small items, and Party B Party B has a gap. It's the best of Wei Fan.",0.219247
30,"帮助别人实现梦想的私人订制。虽然只是一场戏，虽然只是一场梦。我在想，如果给我一个私人订制，我会要怎样的梦呢？","A private engagement to help others realize their dreams. Although it's just a play, it's just a dream. I was thinking, what would I have to dream if I gave me a private reservation?",0.12378
30,"并没有传闻中那么那么难笑啊……最后一段确实是下蛋公鸡了。新年快乐！","There is no hearsay so hard to laugh... The last part is really a rooster. Happy New Year!",0.253976
30,"很像当年的甲方乙方。但时间过了这么久。观众还喜欢这样的剧情吗？","Very much like Party A Party B of the year. But it's been a long time. Do the spectators like the plot?",0.23853
