"ranking","Chinese.origin.data","Baidu.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Baidu.translated.data."
10,"一个能让我睡好几起的电影，用笑笑的话说就是屎啊！白瞎你葛大爷了！","A movie that can make me sleep several times, and with a smile, it's shit. You're blind.",0.264245
10,"一分给第一个故事的范伟。.觉得电影应该是让观众看了以后有所悟不是这样直白的说教、高考作文的段子出来了？某些地方做作的受不了了 那做作的煽情 噢～","A split to the first story of Wei Fan. Do you think that the movie should be to let the audience see something that is not so straightforward and that the passage of the college entrance examination is not so straightforward? Some places do not bear the affectation of that affectation",0.210772
10,"一分给第二个故事，也祝冯导在俗不可耐的道路上一俗到底。","A part of the second story, also wish Pingdao in the road on a common end too vulgar to be endured.",0.301873
10,"一厨子端了一盘翔给顾客，顾客看到当场就破口大骂，完了厨子往那微微一笑说，劳资在讽刺你们，你们一帮二逼看不出来么！？","A cook a dish of Xiang to the customer, the customer sees on the spot over to the cook shouted, smiled and said, labor in the irony of you, you don't see a bunch of two force!?",0.223711
10,"一口一个群众  负分滚粗 一星给宋丹丹","A mouthful of a crowd is rolling a big star to Song Dandan",0.270509
10,"一周后，一点也想不起来这4个专家都干了嘛！！！！！","A week later, I can't remember all these 4 experts!!!!!!",0.24384
10,"一团混乱，不着四六，幼稚肤浅。只有一个重点，就是钱。王朔已经江郎才尽，故事浅薄，对话写的乏味，还抄网络段子。真是差。","A mess, no 46, naive and superficial. There is only one point, that is, money. Wang Shuo has run out of ideas, stories written dialogue shallow, dull, but also copy network scripts. It's bad.",0.234352
10,"一坨高雅。我真是犯贱抽空硬是要看。","A lump of elegance. I was forced to look out.",0.287563
10,"一声叹息 一败涂地","A sigh with a sigh",0.291652
10,"一声叹息。果然是圈钱来了。","A sigh. It is money to.",0.261437
10,"一女生看着忍不住大声怒言：这是冯导的电影么？过来一男人扇了她一耳刮子，你特么吵啥呢，没见着这么多人睡着了么？！","A girl can't help but speak loudly. Is this a movie with Feng guide? Came a man slapped her a slap on the face, you fucking noisy what, never seen so many people fall asleep?!",0.110311
10,"一帮二逼在那痴人说梦","A gang of two that tell some fantastic tales.",0.310899
10,"一星不能更多了，谁去电影院看谁傻逼，冯导现在连故事都不会讲了","A star not more, who went to the cinema to see who idiot, now even Pingdao story will not say",0.29452
10,"一星友情给葛大爷。。。可以打0的么","A star friendship for Grandpa Ge. Can you hit 0?",0.175076
10,"一星献给冯导的世界观，别把观众当傻逼，别把人民当傻逼，别以为就自己牛逼……","A star to Feng's view of the world, don't put the audience when the people when not idiot, idiot, don't think themselves niubi......",0.297312
10,"一星给丹丹范伟。","A star to Daniel Wei Fan.",0.304597
10,"一星给葛优，一星给小刚，一星给豆瓣，冯秘书做作扣一分，看到范伟部分刚一般就离场扣一分。","A star for Ge You, a star to a star to Xiaogang, watercress, Secretary Feng contrived a point deduction, see Wei Fan will leave the general part just a point deduction.",0.162612
10,"一星都不值上纲上线恶心烂片","A star is not worth commenting on some nausea",0.313107
10,"一星都不想给，睡着了。","A we don't want to fall asleep.",0.287332
10,"一星都嫌多，除了范伟那个。。。","A star is too many, in addition to the Wei Fan...",0.24696
10,"一星都嫌多。也就那么一两个镜头凑合说了点事，环保啊，人生啊。不仅炒冷饭，冷饭还没炒热。","A star is too many. So there are one or two shots to make up a little thing, green, life. Not only the same old stuff, cold food is not hot.",0.28903
10,"一电影被拍成了旅游宣传片公益片外加逗贫嘴的小品。","A movie was made into a tourism public service film and tease loquacious sketch.",0.285132
10,"一看见白百合龇牙咧嘴的血盆大口我tm就害怕！！","A white lily saw a bloody mouth grinning TM I would fear!!",0.176068
10,"一肚子的脏话都写日记本儿上了 在这我只想留一个字儿：艸！！！！","A stomach dirty diary on the children in this I just want to leave a word: fuck!!!!",0.186391
10,"一腔俗血表面看是在嘲讽，可怎么看都透着冯小刚的想雅却雅不起来，想深刻却能力不够的一股子酸腐味。看您这病的也不轻！","A cavity blood surface is vulgar in mockery, can do with Feng Xiaogang but want ya ya do not stand up, want to have a profound lack of ability to sour. It's not light to see you.",0.247635
10,"一行都不想给，矫情做作，导演倒是比较实在的放话在先，早就说了让观众们成全他们（赚钱），恶心（观众）自己。","A do not want to, hypocritical affectation, but more is the director said earlier, had said the audience helps them (profit), nausea (the audience) himself.",0.30465
10,"一部完全没有诚意的电影，一部高高在上的电影。带着我随便拍、随便讥讽你们都能赚大钱的心态；带着对观众没有为1942买账的复仇感拍出的一部电影，越回味越恶心，看到冯导骂街之后更是觉得太遗憾太遗憾了，遗憾自己去贡献了票房，浪费了金钱时间不说，这票房还成了导演更自大的资本。细思恶极！","A completely disingenuous film, a film high on the top. With my shoot, you can make a lot of money just sarcastic attitude; with no sense of the audience to shoot a movie to buy 1942 more revenge, aftertaste is disgusting, see feng Dao was more feel pity pity, regret to contribute a waste of money at the box office. Time not to say, the box office has become more arrogant capital director. Think very well!",0.303765
10,"一部看盗版都浪费时间的电影，真可谓成全自己，恶心别人。","A movie that watches piracy is a waste of time.",0.267228
10,"一部能让你看到睡觉的电影，一星真不能再多了！！！！","A movie that can let you see sleep, one star can't be much more!!!!",0.240885
10,"一部连预告片就让人感觉恶心的电影，能指望它好到哪里去？","A movie with a trailer that makes people feel nauseous, can you expect it to go?",0.236561
10,"一颗星星吧 ！因为我笑了！笑了以后又累了！看的心里想怎么还没完啊！能看出来电影像讽刺激发人们给人们带来希望.可是这架构完全不好啊.","A star! Because I laugh! I'm tired after laughing! See how the heart is not finished! Can see movies like satire inspire people to bring people hope. But this structure is completely bad.",0.286069
10,"一颗星是给了葛大爷的，实在失望，尤其最后还搞成了环保教育片，say sorry？玩笑了，这样就能给大家当头一棒了？屁用啊！","A star was given to Grandpa GE's, really disappointed, especially at the end of the environmental education film, say sorry? A joke, so that we can give you a head-on blow? Fart!",0.0921619
10,"一颗星给时间都去哪了那分钟，其他部分真的只能0星。想看郑恺裸体嘻嘻","A star gives the time to the minute, the other part really can only be 0 stars. Want to see Zheng Kai nudity",0.292124
10,"一颗星都不想给！烂得无力！","A star does not want to give it! Weak!",0.261118
10,"一颗星都不想评 三个故事暂且不说有多恶心了 为什么到最后都不放过观众弄个道歉 逻辑在哪里 智商在哪里","A star does not want to comment on three stories, not to say how nauseous, and why not to end up with the audience to make an apology where the IQ is",0.278816
10,"三个不好笑的相声。一个差强人意不打动人的说理。","Three amusing crosstalk. A reason that is poor and not to move people.",0.307492
10,"三俗一雅，终归一烂。成全票房，恶心自己！","A vulgar indecent, one. Complete box office, nausea yourself!",0.297507
10,"不伦不类，一点不好笑，离甲方乙方差远了","A little funny, neither fish nor fowl, far away from Party B",0.311447
10,"不看不甘愿，看过发现和甲方乙方完全不是一个档次。段子实在tooooold有木有，大俗大雅那段愣是没看懂想说啥。或许像那天说的，不是段子老，是我老了以致于全看过了？","Not to be willing to be willing, see the discovery and Party B Party B is not a grade. Tooooold is piece of wood, dasudaya that lengshi understand what. Maybe that day, not a paragraph old, is I old enough to see all?",0.214921
10,"不管拍这片子是为了什么目的，圈钱也好，还人情也好，冯小刚都没有理由这么糊弄观众。小时代和富春再烂那也算个电影，你这拿三个无聊不说还压根不沾边儿的段子摆一块儿再加一更莫名其妙的环保颂，就算TM搁到刚果这也不叫电影啊；先不说电影人是否要尊重电影，大哥咱起码尊重下观众成么？","Whether to shoot this film is for what purpose, money or not, but also human or Feng Xiaogang have no reason to fool the audience so. Small time and again that it was a rotten Fuchun movie, you take this three boring not say don't zhanbianer put together piece plus a more environmentally friendly rather baffling song, even if TM put to Congo which is not called movie; not to say whether people should respect the movie film, my brother at least respect the audience into?",0.170716
10,"不要问为什么一颗星，我多么庆幸自己买的是打折票而不是全票。妈的回头一想，为什么要看这部电影啊！！！","Don't ask why a star, I'm so glad you're getting a discount ticket rather than a unanimous vote. Mother's back to think, why to see this movie ah!!!",0.211152
10,"专门登陆上来打一星的……","A special landing to hit a star...",0.211635
10,"中国人就那么贱吗？那么烂还非得去看？SB？就跟之前的富春山一样，妈蛋都尼玛跑去贡献票房！你们脑子进水了？把票房捧那么高，他们能不嘚瑟？？看片或都知道是部什么样的电影，还傻X兮兮的往电影院跑？脑容量干嘛用了？","Is the Chinese so cheap? So bad still have to go to see it? SB? Just before the Fuchun mountain, all went to the mother's egg fuck contribute to the box office! Have you got water in your head? Put the box office up so high, they can not tinkling se?? Watch movies or know what kind of movie is, and silly X to go to the cinema? What is the capacity of the brain?",0.151862
10,"中途去厕所待一会，结尾实在是想点快进。需要你来说教吗？","Go to the toilet for a while, and the end is just a quick move. Do you need to teach?",0.292309
10,"为了给差评，所以给了一颗星，本意是一颗星都嫌多～～太烂了，哈哈哈，也只能是无所事事的时候去看看打发时间。","In order to give poor ratings, so give a star, the intention is a star is too much ~ ~ sucks, ha ha, is only the idle time to look at the time.",0.297836
10,"为了说两句才注册的，实在对不起我那90块钱，看过甲方乙方就不要去看了，没看过甲方乙方也不要去看了，因为和甲方乙方比差很多，是一部很烂的电影，以后看冯小刚的电影要看口碑了，再也不会这么盲目的浪费我的银子了。","In order to speak was registered, I'm really sorry that I have 90 dollars, Party B will not want to read, not read nor went to the Party A Party B, and Party B is because a lot of difference, is a very bad movie, watching Feng Xiaogang movies to watch the word-of-mouth, never so blind to waste my money.",0.179416
10,"为什么没有零颗星？？？","Why is there no zero star???",0.196325
10,"为什么画面很多噪点？是摄像的问题还是影院的问题？完全就是不喜欢，一点都不搞笑，烂梗，都不如三枪！！","Why a lot of picture noise? Is it a camera problem or a movie theater problem? Is not love, not a bit funny, rotten stems, are less than three shots!!",0.312778
10,"为什么给一星？因为无法给零星。这电影是tm在逗爷玩呢？","Why is it given to a star? Because it can't be sporadic. Is this movie TM playing with teas?",0.266943
10,"为什么这么烂？","Why is it so bad?",0.306269
10,"为什么那么多导演都老想着教育观众？我花钱看场电影还受一通教育，我要不要叫你爸？","Why are so many directors always thinking about educating the audience? I'm going to spend a movie on a movie, and I want you to call your dad.",0.294763
10,"为啥不叫甲方乙方2013...剧情什么的都去哪啦....看完跟进了醋坛子一样...浑身酸溜溜不自在...不说说真心话冯导要是把这片直接搁在春晚上也会比春晚的效果好太多了....","Why don't you call the Party A Party B 2013... What are the plot where... Read. Follow up jealous... And sour uncomfortable talk... The truth Pingdao if this piece of direct put on will be compared to the Spring Festival Evening Gala. Good effect too much...",0.241247
10,"之前看过的一烂片。","A bad movie saw before.",0.304861
10,"人 干 事？","A man?",0.247395
10,"什么玩意？？","What???",0.243036
10,"什么鬼啊(⊙o⊙)。。。。","What the ghost (* o *)....",0.26506
10,"从头到尾没一个地方笑了。。。看完后只想说浪费了票钱！！！坑钱啊。。。纯粹的坑钱！剧情？没新意就算了，还搞得这么矫情，恶心！","There is no place to laugh from beginning to end. After reading, I just want to say that it's a waste of money!!! Pit money. Pure pit money! Plot? No new ideas even, also do so hypocritical, nausea!",0.195992
10,"从头到尾都努着劲儿地想要教育观众，真累啊。。。","From A to Z effort relentlessly to educate the audience, Zhenlei ah...",0.255348
10,"从来没有点评过一部电影，那怕当时看了阿凡达、奇幻漂流。今天看完私人定制后，实在受不了了，这么差的电影不是坑人吗？能对人家的两个小时负责点吗？气愤","I have never reviewed a movie, even if I saw Afanda, a fantasy drifting. Today, after the private custom, really can not stand, so bad movie is not deceptive? Can you be responsible for a person's two hours? angry",0.25201
10,"估计因为1942怀恨在心，成心剪成这样噁心你们来的。一颗星留给向顽主致敬的场景。","It is estimated that 1942 grudges are so disgusting to you. A star to pay tribute to the scene to wanzhu.",0.219852
10,"低级笑点，低俗趣味","A low smile, a low taste",0.236528
10,"你想表达什么？贪官抓完了？环境治理了？","What's the meaning? The corrupt officials have finished? Environmental governance?",0.282655
10,"你确定直恶心到了自己？？","Are you sure you're nauseous to yourself??",0.263017
10,"你确定这是贺岁片？？？","Are you sure this is a new year's movie???",0.203505
10,"其实也没那么难看啊，还是个故事不是，也有些虽然特别不好笑也能笑的笑点啊。但是不知为什么，从头到尾都透露出一种极不愉快的观感，看完一股无名的憋屈。真像吃了苍蝇。","In fact, it is not so ugly, or a story is not, and even though it is especially unfunny to laugh and laugh a little. But I do not know why, from A to Z have revealed a very unpleasant impression, after an unknown aggrievedly. It's like eating flies.",0.274166
10,"再炒一遍甲方乙方？","Fry again Party A Party B?",0.230222
10,"冯大爷回不到甲方乙方的时代了。","Mr. Feng did not return to Party A's time.",0.300063
10,"冯导  你拍这么烂的电影你家里人知道吗？？？？","Feng guide you to make such a bad movie, do you know????",0.147009
10,"冯导太高估自己了，想说的事儿太多。贪污腐败、环境污染、房地产等等等等，这些问题不是你都知道就代表你牛逼啊，你得讲出个所以然啊。也挺有自知之明，在最开始就说了纯属瞎扯蛋，就是为了博君一笑。可是电影看完了都没痛痛快快地笑上一回，还不如前些天去听的德云社郭德纲说段子呢。","Feng Daotai overestimate their own, want to say things too much. Corruption, environmental pollution, real estate and so on, and so on, these questions are not all you know on behalf of your cattle, you have to say so. Also very have self-knowledge, mentioned at the beginning is blind bullshit is to laugh. But the film did not happily smile on a back, as well as a few days ago to Deyunshe Guo Degang said it.",0.167443
10,"冯导实在拍不出就歇了吧，何必呢？","Feng guide does not make a pat on it, so why?",0.271106
10,"冯导就拍出这种东西也好意思不让人骂？你哪来的自信啊？","Does Feng Dao make such a thing not to be scolded? Where are you confident?",0.256095
10,"冯导愣把这部贺岁片拍成了春晚小品 真的很讽刺 去年1942拍的那么好  票房却如此惨淡 而这部烂片却。。。","Feng Leng put this surreal sketch into a really ironic last year 1942 shooting so well at the box office but this movie is so bleak...",0.23248
10,"冯导敢拍烂片就敢接受评价，不想被评价就别上映。你王婆卖瓜嚷嚷的这么凶，有本事以这部去抱个小金人去呀。。","Pingdao dare to dare to accept bad evaluation, do not want to be evaluated don't release. You yell Wangpo saying so fierce, have the ability to hold a Oscar to this..",0.271559
10,"冯导脑子里整天想的啥？？？拍的啥玩意~","What does Feng guide think about all day??? What do you take?",0.269166
10,"冯导自己有脸拍出这么烂的片子，就别怪大家吐槽了。相比之下，小时代都比这更像一部电影。","Feng Dao himself has a face to make such a rotten film, so don't blame everyone. In contrast, small times are more like a movie than this.",0.282559
10,"冯小刚，你不是骂我们豆瓣人民傻B吗？你不是说我们不懂蒙太奇吗？你不是看不上我们豆瓣吗？唉……这样一次性爆发的无病呻吟，连以前低眉顺眼的观众都看不下去了。冯小刚真是老了，老到不能接受一丝来自大众提出的可行性意见。这样牵强做作的电影没有市场了，观众有审美了，唉…护舒宝啊……","Feng Xiaogang, aren't you scolding our bean curl B? Don't you say we don't understand montage? Don't you see our bean? Alas... So once the fuss, even before the obedient audience could not stand. Feng Xiaogang is really old, too old to accept a proposed feasible suggestions from the public. There is no market for such a far fetched film, and the audience has an aesthetic, alas. Whisper ah......",0.193593
10,"冯小刚呀冯小刚，这下悲剧了.一颗星都嫌多~~~","Feng Xiaogang, Feng Xiaogang, this is a tragedy. A star is too much.",0.288368
10,"冯小刚大概是想钱想疯了？这么个煞笔片子，只有前半部分能看，后面这么做作是为了啥？","Feng Xiaogang probably wants money to go crazy? Such a long film, only the front half can see behind, so artificial is to what?",0.267974
10,"冯小刚好狂啊？？？","How crazy is Feng Xiaogang???",0.236037
10,"冯小刚恶心到如此地步了……","Feng Xiaogang is so nauseous to this point...",0.298653
10,"冯小刚所谓的批判现实生硬的如同他拍的植入广告 活脱脱植入式批判 我觉得冯先生被影评人骂的 从来不是俗和雅的问题 其实就是导演能力高低问题 所以冯先生煞费苦心的嘲讽雅真没必要 而且 王朔再这么走火入魔下去 万一哪天遁入空门了 冯先生岂不更惨？","Feng Xiaogang called to criticize the reality as he took the blunt ads like criticism I think Mr. Feng was implanted film critic scolded never vulgar and elegant is the director ability problem so painstakingly mocking Mr. Feng Ya really not necessary and Wang Shuo be so obsessed on the day of the event. Mr. Feng does not follow Buddhism miserable?",0.312254
10,"冯小刚收了好多厂商的广告费，打算拍个电影都装进去，就去找王朔写本子，关键王朔也江郎才尽，说干脆炒冷饭拍个甲方乙方2吧，于是冯导找了一帮华谊股东来捧场，因为片酬给的少，所以每个人都是客串，不过片酬不重要，大牌云集票房就有保证，票房高了股票就涨了。于是，每个人都高兴的盆满钵满。","Feng Xiaogang received a lot of companies advertising, going to shoot a film loaded into the book went to Wang Shuo, Wang Shuo also said the key jianglangcaijin, simply take a rehash of Party B 2, so the Pingdao took a series of Huayi shareholders to join, because the fee to less, so everyone is a guest. But money is not important, big gathering at the box office is guaranteed, the stock rose high box office. So, everyone was happy with a bowl full.",0.282364
10,"冯小刚绝对是江郎才尽了，几段小品外加几个网络段子就拼出一部电影，完全就是各种广告中植入电影，他爸妈知道他这么商业吗？","Feng Xiaogang is finished, a few pieces plus a few scripts on the network to spell out a movie, a variety of advertising is entirely implanted in the movie, his parents know that he's business?",0.277958
10,"凑几个段子就当电影了","A few pieces are a movie.",0.279488
10,"几个微电影，抄点网络段子，最后来个公益广告，这都什么玩意","A few micro movies, copy some network passages, and finally come to a public service, which is all something.",0.267162
10,"几个段子一点不连贯，笑点笑不出来，不接地气，真心失望了……","A few pieces of discontinuity, laugh a little laugh, no ground gas, really disappointed...",0.185882
10,"几台小品凑了一电影，还野蛮植入那么多广告，这电影好意思收观众钱么？第一次看电影骂声一片，1星不能再多了。","A few pieces together a film, also so many ads this barbaric implantation, the movie audience to collect the money? The first movie condemning, 1 star no more.",0.159216
10,"几坨shit凑成了一大坨","A few lump of shit made a big lump.",0.255586
10,"几度昏昏欲睡。偶尔一两句台词能干笑那么几声。如果旨在黑色幽默讥讽一下当下几大现象和事件未免拍的也太难看了点。好歹这也是电影，不是网络短片或小品。用甲方乙方里已经用过的旧瓶里也没装新酒，充斥着廉价的网络段子，容易让人觉得是在看爸爸去哪儿这种骗一把钱的电视节目改成的电影。不好看。","A few sleepy sleepiness. Occasionally one or two lines can then Ganxiao a few times. It is too much to be able to sneer at some of the current phenomena and events with a black humour. It's also a movie, not a short film or a short film. By Party A Party B has been used in the old did not install the new wine is full of cheap network scripts, easy to make people feel in where to go to see my father this cheat money into TV movie. Disgraceful。",0.130704
10,"分几次终于看完了。。这部电影究竟想表达个肾嘛？？圆梦之后最后出现个道歉篇是什么JB立意？？？","Several times have finally finished. Does the film want to express a kidney?? What is the end of an apology after a dream? What is JB's intention???",0.156327
10,"到底想表达什么呢？甲方乙方小品版？失望！！！","What do you want to express? Party B's minor edition? Disappointment！！！",0.154488
10,"前几天陪朋友去看，到最后什么鬼道歉我就崩坏了，本来睡得挺好的，被这矫情的直接冲到厕所各种干呕，冯小刚这个垃圾，真的白瞎了！","A few days ago to accompany a friend to see, what I have to apologize to the last ghost collapse, had slept well, this is being directly rushed to the toilet all this rubbish retch, Feng Xiaogang, really white blind!",0.232808
10,"十足的烂片。被恶心到了。","A bad movie. It's nauseous.",0.268416
10,"原地踏步还以为观众会屁颠屁颠乐呵捧场 自毁招牌 愚昧大众。。你以为你换个名 披个狗皮就不认识你是甲方乙方了？","Piaffe thought the audience will Pidianpidian Lehe join self destruct signs public ignorance.. Do you think you change a name with a dog does not know you are a party B?",0.293516
10,"原本我以为是网友言论太偏激 结果它真是这么傻逼。歌好听也没法，一星给定了。看完我整个心情都down了。说不出什么味道。","I think that is too extreme netizen comments it is so idiot. There is no way for a song to hear, one star is given. After seeing my whole mood, I've been down. I can't say anything.",0.292526
10,"去看之前看到很多差评心想不会这么差吧，看了个苗圃莫名其妙的开头心想完了，结果。。。。尼玛的真的这么差啊！","It's not so bad to see a lot of bad reviews before you go and see the inexplicable beginning of the nursery. Nima's really so bad!",0.30994
10,"又一部刷新下限的烂片，比富二代的烂仍过之而无不及。小钢炮为办春晚，提前拿私人定制练手，其敬业精神令人赞叹。","A refresh limit bit, than the rich two generation is still worse than bad. Oh to do the show, to take private custom hand, its dedication is amazing.",0.31034
10,"又他妈的零星嘛？？？！！！","And the fucking sporty???!!!",0.286085
10,"受不了！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！","Cannot bear sth！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！",0.283227
10,"吃老本 ，就因为你是大导演？","Laurels, just because you are a director?",0.291201
10,"和好久之前的甲方乙方没得比","And a long time ago, Party A Party B has no comparison",0.292475
10,"和甲方乙方不是一个级别的，故事太烂了，完全没有逻辑性可言，完全是侮辱观众智商。冯小刚，你可以下课了。","Party A and Party B is not a class, the story sucks, no logic at all, is an insult to the audience iq. Feng Xiaogang, you can go to class.",0.213497
10,"哈 为了响应冯导对豆瓣大尾巴狼们的号召 我也来评一回没看过的电影 冯导说是为了迎合人民群众的欣赏水平 实际上不就是水平有限 只能换一种方式回到甲方乙方的年代么 抨击影评人和豆友？先拍好你的电影再说教吧 呵呵","Kazakhstan in response to Pingdao to bean big tail wolf call I have to comment a back no movie he said is to cater to people's appreciation level is actually limited level of only one way back to the Party A Party B's what attacked critics and friends of beans? First take your film and talk about it",0.3081
10,"哈哈哈哈，不仅仅是烂的原因吧，让人焦虑了都。一个司机花那么多钱就实现这么一个破白日梦，这样的故事你告诉我是写实，讽刺现实哈哈哈哈，怎么可能！！","Hahaha, not only the bad reason, it is anxious. A driver spends so much money to achieve such a daydream, such a story you tell me is realistic, satirical reality ha ha ha ha ha ha ha, how possible!",0.181727
10,"哎。。 默默的翻出甲方乙方再怀恋一下我以前尊敬的冯导，然后对着这部片子说一句，能TM退票吗？","Oh. Silently pulls out again before my party B Miss dear Pingdao, then to the movie say, can TM refund?",0.248267
10,"喜剧又不好笑又要讲大道理讲的 大道理又讲的那么显而易见。真是成全冯小刚恶心观众。看完第一个小故事就不想看下去了。一个字烂。","It is so obvious that comedy is not too funny to speak of the big truth. It's a nauseous audience of Feng Xiaogang. I don't want to see the first little story. A word is rotten.",0.271361
10,"四个段子＋一个公益广告，你好意思叫电影？还什么平均一分钟笑一次，妈的，全场笑声0次，稀稀拉拉的笑声也就平均20分钟一次，好意思叫喜剧片吗？","Four paragraph + a public service advertisement, how do you mean the movie? What is the average one minute smile again, mom, the laughter 0 times a laughter on average every 20 minutes, I ask a comedy?",0.286195
10,"四个零碎的片段，不知何是真是内核，笑料不好笑，能量也不正，限于豆瓣打分的区间，所以。。。。","Four fragments, I do not know what is real is the kernel, joke is not funny, energy is not positive, limited to the interval watercress scoring, so....",0.289557
10,"因为有之前的三T公司和甲方乙方，所以这要是别人拍出来东施效颦的，也就给2星了，处女作还能考虑给个3星半。冯导，您都要弄着村晚在年夜饭出现了，贺岁片拍成这样，这年让人怎么期待啊？","Because before the three T company and Party B, so that if people take out dongshixiaopin, also to the 2 star, can offer a half star debut. Feng guide, you have to make the village night in the evening meal appeared, new year's film was made so, how do you look forward to this year?",0.281176
10,"国产不抱希望，但是也不能烂成这样。几段微电影拼成一步大电影冯小刚胆子也真大。电影还真是暴利行业。结尾突然扯到大自然，给大自然道歉……说教性质这么明显，又不是让你拍科教片。结尾恭贺新年什么的也他妈和狗皮膏药一样！","There is no hope for homemade, but it can't be so bad. It's really big for a few films to make a big movie, Feng Xiaogang. The film is really a profiteering industry. The end suddenly tore into nature and apologized to nature... The nature of preaching is so obvious that it is not for you to take pictures of science and education. At the end of the new year is what his mother and dogskin plaster!",0.274696
10,"垃圾 中的站斗机。可以 给零分 吗","A bucket machine in the garbage. Can you give it a zero?",0.229693
10,"垃圾啊，你怎么拍的这么恶心，你家里人知道么？","Garbage, how do you make so much nausea, do you know what people do in your family?",0.273921
10,"多么庆幸没去电影院看，真不明白今年12月的电影档这么不给力。即使甲方乙方不存在在我的记忆里，私人定制也逃不出2星以下的命运。","How fortunate not to go to the cinema to see, really do not understand this December movie so suck. Even if Party A does not exist in my memory, private customization can not escape the fate of less than 2 stars.",0.268246
10,"大杂烩。说是喜剧，看不出哪儿好笑。委实达到了成全导儿和编剧，恶心了观众。","A hodgepodge. It is a comedy that can't see where it is funny. Is to guide and help the audience screenwriter, nausea.",0.299848
10,"大烂片，三个小品的堆砌，让人不敢想象这是冯小刚导演的作品","A flop, piling up three pieces, let a person dare not imagine that this is Feng Xiaogang's works",0.275628
10,"大烂片，要不是陪父母，倒贴都不看。剧情一塌糊涂，完全是生拼硬凑起来的，连冯大导最后都说这是随便拍出来的，这不是欺骗观众么，当傻子忽悠啊！成龙又说了，他再烂的片子都有人看，犯贱！","A flop, not to accompany their parents, do not see the upside down. The plot is all in a mess. It's all hard to get together. Even Feng Feng guide finally said that it was taken out at random. This is not deceiving the audience. Jackie Chan said, his films were bad people,!",0.245192
10,"大烂片儿！！！！！","A large piece of rotten!!!!!",0.25157
10,"太TM垃圾的一出戏了，看一半就睡觉去了，就李小璐有点看头（还是脱了才有），情节无聊，生搬硬套，结尾还TM的抄网上的无聊点子，坑爹啊~~","A play too TM garbage, half went to sleep, Li Xiaolu something (or off only), the plot is boring, mechanically, at the end of the TM copy online boring ideas, cheating ah ~ ~",0.274203
10,"太恶心了，无头无尾，完全没情节。最后莫名其妙又宣传环保。","It's so disgusting, no head, no tail, no plot. At last, it is indescribable and environmentally friendly.",0.291481
10,"太让人失望了，真心的一部烂片，害得我们一群人兴冲冲地跑到电影院！！后面冯小刚是不是找不到拍的了！！！","Disappointing, really a bad movie, so we have a group of people excitedly went to the cinema!! Feng Xiaogang is not going to be able to find it!!!",0.214254
