"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
20,"一星给李小璐买内增高.一星给白百合打车滚","A star to buy Li Xiaolu increased. A star to white lily hit roll",0.219815
20,"一星给李小璐的假胸，一星给海南确实唯美的风景。","A star to Li Xiaolu's false chest, a star to Hainan is indeed a beautiful landscape.",0.224604
20,"一星给李小璐的身材，一星给郑恺，over","A star to Li Xiaolu's body, a star to Zheng Kai, over",0.250768
20,"一星给海南，一星给葛大爷","A star to Hainan, a star to Ge Grandpa",0.286534
20,"一星给海南的景，一星给李小璐的胸，不能更多了。","A star to Hainan King, Li Xiaolu a star to the chest, can not be more.",0.262482
20,"一星给王宝强，一星给范伟~冯导在结局部分是想拍成环境宣传片吗？","A star to Wang Baoqiang, a star to Fan Wei ~ Feng guide in the final part is to make an environmental video?",0.202136
20,"一星给甲方乙方 一星给弹棉花","A star to Party B a star to play cotton",0.246024
20,"一星给老戏骨，一星给董咚咚跟陈曦，以上。","A star to the old play bone, a star to Dong Dong boom with Chen Xi, above.",0.265441
20,"一星给腕儿，一星给胸，无他！","A star to the wrist, a star to the chest, no!",0.246519
20,"一星给自己今天靓靓的心情，一星给丹姐。半星纪念一起看电影的大家庭。","A star to their pretty today, the mood, a star to Dan sister. Half star commemorates the big family watching a movie together.",0.261991
20,"一星给至少表现得比较正的主题思想，一星给电影本身。","A star gives at least a more positive theme, one star to the movie itself.",0.280148
20,"一星给范伟，一星给宋丹丹","A star to Fan Wei, a star to Song Dandan",0.286159
20,"一星给葛优，一星给宋丹丹，半颗给苗圃牢底坐穿，不能再多了","A star to Ge You, a star to Song Dandan, half a bed to nursery firm sitting, can not be more",0.2393
20,"一星给葛优，一星给宋丹丹。最后环保那段真的是我大翻白眼！","A star to Ge You, a star to Song Dandan. Last period of environmental protection is really my big roll!",0.231843
20,"一星给葛优，一星给李成儒。剧情太一般，放在90年代，或许可以成为冯式幽默的经典系列，但是事隔多年，还是这个套路，不免让人感叹江郎才尽啊。王朔还是老实儿写小说吧","A star to Ge You, a star to Li Chengru. Plot too general, on the 90s, may become a von Homngren classic series, but after many years, or this routine, can not help but make people lament Jianglang just do ah. Wang Shuo is still honest to write novels",0.225308
20,"一星给葛优，一星给片尾的公益广告，玛德但是我想说公益广告是不收费的啊！！骗了钱拍这么烂的片儿冯导你真把你自个成全了，恶心到我了，上一次看的是集结号，震撼坏了，这次恶心坏了","A star to Ge You, a star to the end of the public service ads, but I would like to say that PSA is free! ! Fool the money so bad films filming Feng guide you really put yourself, disgusted to me, the last time I saw the Assembly, shaking bad, this disgusting broken",0.2724
20,"一星给葛优，一星给范伟那个段子","A star to Ge You, a star to Fan Wei that paragraph",0.285627
20,"一星给葛大爷 一星给曾经的王朔","A star to Ge uncle to a former Wang Shuo",0.287899
20,"一星给葛大爷，一星给丹丹姐。几个完全没有联系的故事，快被别人玩坏的段子，这完全是部没有诚意的电影，当时冯小刚的1942赔了，于是就要这样糊弄观众赚回来吗。最后的那段道歉虽然很感人，但觉得好生搬硬套呀。护舒宝，快醒醒吧，别拍这些烂电影恶心人啦。","A star to Ge uncle, a star to Dandan sister. There were totally no links to stories and novels that were being played badly by others. This was totally a movie with no sincerity. At that time, Feng Xiaogang's 1942 lost, so he would have to fool the audience to earn it. Although the final apology was very touching, but I feel that it is so hard to die. Shu Shu Bao, wake up quickly, do not shoot these bad movies nausea friends.",0.141385
20,"一星给葛大爷，一星给女星们挤的胸","A star to Ge Grandpa, a star to actress crowded chest",0.289267
20,"一星给葛大爷，一星给我脑残粉的白百合。土豪升级版的梦想一日游。故事没有一条主线。最后结不了尾就瞎扯一个。","A star to Ge uncle, a star to my brain residual powder white lily. Tyrant upgrade version of the dream day trip. The story does not have a main line. The end can not end up on a nonsense.",0.204357
20,"一星给葛大爷，另一星还是给葛大爷。我是葛大爷脑缠粉儿怎么滴吧！不服来打我呀~还不如回家看甲方乙方呢，幸亏是赠票。还有不明白最后怎么就扯到环境保护上去了？","A star to Ge uncle, another star or to Ge Grandpa. Ge Ge uncle brain powder how I drop it! Not convinced to fight me ah ~ might as well go home to see a party B, thanks to a gift ticket. Still do not understand how the last went to environmental protection up?",0.227821
20,"一星给葛大爷的优秀表演，一星给冯小刚三个字","A star to Ge uncle's outstanding performance, a star to Feng Xiaogang three words",0.283586
20,"一星给郑凯，一星给葛优的光头","A star to Zheng Kai, a star to Ge You bald",0.287779
20,"一星给郑恺，还一星还给郑恺。。","A star to Zheng Kai, but also a star back to Zheng Kai. .",0.223275
20,"一星给陪我看的人，另一星给演员。","A star to accompany me to see people, another star to the actor.",0.263321
20,"一星给面子一星给悠唐","A star to face a star to Yu Tang",0.280522
20,"一星给风景，一星给王铮亮和羽泉的歌……","A star to the landscape, a star to Wang Zheng Liang and Yu Quan's song ......",0.245472
20,"一来俗，二自黑，三一雅，尾真烂，呸。(三句半好烂凑)","A custom, two from the black, three one Ya, the tail is really rotten, 呸. (Three and a half rotten)",0.289321
20,"一样的东西再拍一遍就已经够恶心了，更何况是来告诉大家现在自己的水平比以前差了多少的片子。好朋友托我去看，要不是朋友我早就对想看这片子的人骂了！","The same thing again beat again already disgusting, let alone tell you how much the current level is worse than before. A friend asked me to see, if not a friend I had long wanted to see this film people scolded!",0.279448
20,"一点带入感都没有！没想过会带来什么启示，故事不会讲也算了，最低级的笑点都没一丁。我不相信一时失手，应该是你真不行，现在还在微博上开骂了，看来你都不能自知，又不能自控。别飘飘然了，好不！静下心弄弄春晚吧，可别祸害全国人民！","A little sense of bringing no! Did not expect to bring any enlightenment, the story will not forget forget, the lowest level of jokes are not a small one. I do not believe missed a moment, it should be that you really can not, and now is still scolded microblogging, it seems you can not know, can not be controlled. Do not drift, no! Quietly make fun of Spring Festival, do not scour the people across the country!",0.18204
20,"一盘隔了多年的冷饭怎么能炒热？","A plate after years of cold rice how hot?",0.253114
20,"一种似曾相识的赶脚，我以前不是看过这个贺岁片么？片段搞到一块就贺岁？","A familiar trip, I have not seen this New Year film it? Fragment get a piece of New Year?",0.210856
20,"一种俗是接地气儿，一种俗是恶心别人；电影的宗旨是恶心别人成全自己吗？可冯导您是俗免疫雅过敏吧？","A vulgar is ground gas, a vulgar is disgusting others; the purpose of the movie is disgusting others to fulfill themselves? Can von guide you are vulgar immune allergy, right?",0.15784
20,"一群人都老了，冯小刚和王朔倍显疲态。一部吃老本的电影，放在现在是多么的不合时宜与可笑。冯导的片子越来越像风光片了···","A group of people are old, Feng Xiaogang and Wang Shuo times tired. What a ridiculously laughable film about a current movie. Feng's film is more and more like a scenery film ...",0.205618
20,"一般吧。，不走心。","so so. Do not worry.",0.249937
20,"一般啦！！！有点无厘头","so so! ! ! A little nonsense",0.200508
20,"一般般。。","so so. .",0.257826
20,"一般般吧……","so so……",0.214703
20,"一部mini长篇完整版广告。。。","A mini full version of the full version of advertising. . .",0.266873
20,"一部一塌糊涂的冯氏喜剧，难以相信这是当年拍出了天下无贼和甲方乙方等电影的冯导啊！还有李小璐怎么美得那么淘宝味十足呢？","A complete mess of Feng's comedy, it is hard to believe that this is the filming the world without a thief and Party A and other films of Feng guide ah! Li Xiaolu how beautiful there is so full of it Taobao?",0.164312
20,"一部三个小品组成的电影！！！莫名的开始又莫名的结束，笑点太少.....都被预告片骗了！","A movie composed of three pieces! ! ! Inexplicable beginning and inexplicable end, too little jokes ..... have been lied to cheat!",0.257854
20,"一部多年后的甲方乙方2","A many years after Party B 2",0.287939
20,"一部完全想要升级甲方乙方，却恰恰丢掉了精髓的烂片。喜剧？没笑点。剧情片？胡编乱扯。讽刺？处处藏着掖着给自己原场，生怕得罪谁。整体感觉就是风格多样到没有风格，一会向西一会向东。耍几句贫嘴硬撑不了场面，冯式喜剧和王朔没有了尖酸刻薄和针砭世事，就没了精神所在。","A completely want to upgrade Party B, but just lost the essence of the bad film. comedy? Not a joke. drama? Scrap chaos pull. irony? Hidden everywhere to hide their own field, for fear of offended. The overall feeling is that the style is varied to no style, one will be to the west for a while. Can not afford to play a few penniless can not stand the scene, Fengshuo comedy and Wang Shuo without harsh and stinging things, there is no spiritual place.",0.114268
20,"一部当了婊子还想立牌坊的片子！话说王塑你肿么啦？","A piece of bitch also want to set up a film card! Wang Plastic swelling what you say?",0.202224
20,"一部没有中心思想的电影，因为没有思想可言，却想装有思想，却又没装成功。能看。","A movie without a central idea, because there is no thought at all, but want to put ideas, but did not install a success. can see.",0.176316
20,"一部看完就忘了的电影，几个小故事拼凑在一起，毫无诚意。亏得当时首映日去看的","A forgotten after reading a movie, a few small stories together, with no sincerity. Thanks to the premiere day at that time to see",0.211316
20,"一部笑不出来的喜剧片。   艺术家的世界太高深  不喜欢","A comedy that does not come out of laughter. The artist's world is too dark to love",0.282668
20,"一部能让华谊兄弟跌停的电影，一部由三个春晚小品加一段配乐诗朗诵组成的电影，这是一部笑点很低而笑料离生活很远的电影","A movie that allows Huayi Brothers to drop limitlessly, a film composed of three Spring Festival essays plus a compilation of verse recitations, a movie with a very low smile and a long joking away from life",0.241962
20,"一颗星有点太过分，毕竟没烂到那地步，但是两颗星真的不能再多了","A star is a bit too much, after all, did not rot that point, but two stars really can not be more",0.269666
20,"一颗星给丹姐；一颗星给片尾公益广告。","A star to Dan sister; a star to the end of public service ads.",0.234398
20,"一颗星给反讽，一颗星给演员...","A star to irony, a star to the actor ...",0.203435
20,"一颗星给宋丹丹，一颗星给主题曲。","A star to Song Dandan, a star to the theme song.",0.26316
20,"一颗星给宋丹丹，一颗星给李小璐","A star to Song Dandan, a star to Li Xiaolu",0.285471
20,"一颗星给小璐的贾乃，一颗星给宋大妈的美腿","A star to Xiaolu Jia Nai, a star to Aunt Song's legs",0.255052
20,"一颗星给影片的善意，一颗星给美丽的取景。","A star to the film's goodwill, a star to the beautiful viewfinder.",0.286682
20,"一颗星给最后装模作样的结尾，一颗星给宋丹丹真我的演出。","A star to the last pretend model end, a star to Song Dandan really my performance.",0.249385
20,"一颗星给李小璐(作为我的第一代女神，本来应该有两颗星，因为酒窝减一颗)，另一颗星给最后的笑话。","A star to Li Xiaolu (as my first goddess, there should have been two stars, because the dimple minus one), another star to the final joke.",0.284858
20,"一颗星给李小璐拼命挤出来的胸，一颗星给白百何（我开始以为是王珞丹）的身材，葛大爷正常发挥，冯导么。。。哎，您还是洗洗睡吧","A star to Li Xiaolu desperately squeezed out of the chest, a star to Bai Bai Ho (I began to think it is Wang Luo Dan) body, Ge uncle normal play, Feng guide what. . . Hey, you still wash and sleep",0.234715
20,"一颗星给海南的环境，一颗星给片尾对大自然的道歉。","A star to Hainan's environment, a star to end of the apology to nature.",0.254699
20,"一颗星给海南的风光，一颗给葛优点头哈腰有点过的演出，想玩高雅却靠不上去，光讽刺群众算怎么回事，另外白百何你能别闹了吗。","A star to the scenery of Hainan, Ge to give a crooner a bit over the show, want to play elegant but can not rely on, light satirical masses count how the case, the other Bai Bai why you can do it downtown.",0.258631
20,"一颗星给电影，一颗星给璐的事业线…","A star to the movie, a star to Lu's career line ...",0.204639
20,"一颗星给笑点 一颗星给取景","A star gives a smile to a star",0.276861
20,"一颗星给羽泉的主题曲，一颗星给时间都去哪儿了","A star to Yu Quan theme song, a star to where the time went",0.289348
20,"一颗星给范伟，一颗星给丹丹","A star to Fan Wei, a star to Dandan",0.290491
20,"一颗星给葛优，一颗星给王铮亮。","A star to Ge You, a star to Wang Zhengliang.",0.250068
20,"一颗星给葛优，一颗星给白百合，不能再多了","A star to Ge You, a star to white lily, can not be more",0.282087
20,"一颗星给葛大爷，一颗星给呼噜声。不能再多了。","A star to Ge Grandpa, a star to grunt. Can not be more.",0.217966
20,"一颗星给葛大爷，一颗星给大自然。over.","A star to Ge uncle, a star to nature. over",0.229498
20,"一颗星给葛大爷，一颗星给宋大妈。这个片子卖座不光冯小刚生气，我也生气，不管怎么说1942冯小刚用心拍了，这部片子简直就是一个垃圾，但是垃圾居然就有人看！此外，白百合再一次让我看见了黄小仙儿，而且我终于理解为什么黄小仙儿前男友一定要甩了她，因为她真是看着就招人烦！","A star to Ge Grandpa, a star to Aunt Song. Feng Xiaogang this film is not only sold out, I am angry, in any case, said Feng Xiaogang shot 1942, this film is simply a rubbish, but some people actually look at the rubbish! In addition, white lily once again let me see Huang Xiaoxian, and I finally understand why Huang Xiaoxian before her boyfriend must dumped her, because she really looked tired!",0.283226
20,"一颗星给葛大爷，一颗星给甲方乙方","A star to Ge uncle, a star to Party B",0.259048
20,"一颗星给葛大爷，一颗星给白百何。[挖鼻屎]","A star to Ge Grandpa, a star to Bai Bai Ho. [Digging booger]",0.265886
20,"一颗星给葛大爷，一颗星给范大爷，本想给曾经梦情小璐一颗星(你懂的)，但整片真不值三个星。","A star to Ge Grandpa, a star to Fan uncle, wanted to have a dream Xiaolu a star (you know), but the whole piece really worth three stars.",0.186633
20,"一颗星给葛大爷，另一颗星为了成全别人，恶心自己。。。","A star to Ge uncle, another star in order to fulfill others, disgusting themselves. . .",0.234295
20,"一颗星给蓝天白云，一颗星给没有正形的葛优还有脸依然大的范伟。故事结构照搬甲方乙方但是不同的是笑点没有了变成时事串烧了。没有了王朔本子的妙语连珠剩下的只是硬到不能再硬的笑点，看着宋丹丹梁天这两张熟悉的老脸都一点笑意没有。这是刚子报复我们不欣赏1942吧，才能整这么一部什么都没有的电影。","A star to the blue sky and white clouds, a star to Ge Zhengyou there is still a positive face is still large Fan Wei. The story structure A party B but the difference is that laughter disappeared into current affairs skewer. Without the wording of Wang Shuo's book even the rest of the Pearl just can not be harder to laugh, watching Song Dandan Liang Tian two familiar old face are a little smile. This is a just retaliation we do not appreciate it 1942 bar, so the whole film so there is nothing.",0.0610198
20,"一颗星给郑恺，一颗星给取景，不能再多了。。","A star to Zheng Kai, a star to viewfinder, can not be more. .",0.207574
20,"一颗星给音乐，我喜欢栾树；一颗星给演员辛苦，我喜欢葛大爷和郑恺。剩下的都是扯犊子！连小品都赶不上！","A star to music, I like Rain Tree; a star to the actor hard, I like Ge uncle and Zheng Kai. The rest are pull calf! Even catch up!",0.282704
20,"一颗星给风景 一颗星给最后的道歉 满篇的一星二星 怎么还能有5.3？华谊的水军？","A star to the scenery of a star to the final apology full of two stars how can one have 5.3? Huayi's navy?",0.194186
20,"一颗给葛大爷，一颗给宋丹丹！其他负分滚粗","A to Ge Grandpa, a Song Dandan! Other negative points roll thick",0.277623
20,"一颗给葛大爷、丹姐、范伟、李诚儒他们深厚的功力，一星给确实有一些的笑点，但这都不足以阻止它在我心里成为一部烂片，无论冯哥再怎么喷，就算是我们都看不懂吧。","A to Ge Grandpa, Dan sister, Fan Wei, Li Chengru their profound skill, a star does have some jokes, but this is not enough to stop it in my heart to become a bad film, no matter how Feng Boy spray Even if we do not understand it.",0.189841
20,"不伦不类的一部电影，唯一的感觉就是服装让人眼前一亮。","A nondescript movie, the only feeling is that clothing makes a difference.",0.282791
20,"不就是甲方乙方吗。。。","Is not it a Party B? . .",0.289202
20,"不忍心给1颗星，毕竟是人家辛苦的拍出来的，可是真的不好看，小学时候老师告诉我们写文章要有中心思想，难道拍电影不是吗？","Do not have the heart to give a star, after all, is hard to shoot others out, but really not good-looking, primary school teacher told us to write articles should have a central idea, do not make a movie is not it?",0.279705
20,"不是说要帮华谊拍一部赚钱的电影么？？？！！！骗人！！！","Does not mean to help Huayi make a lucrative movie? ? ? ! ! ! Lie! ! !",0.184631
20,"两分。一分给卡司。一分给最后十分钟。不能再多。","Two points. A division to the Secretary. A minute to the last ten minutes. Can not be more.",0.20177
20,"中国现在连拍一是电影的电影都那么难是吗？这真不是电影！","China is now shooting a film movie are so difficult is it? This is not a movie!",0.278795
20,"为什么大家都演的这么假这么硬...整容的小璐真是...","Why do we all play so fake so hard ... Plastic surgery is really ...",0.204109
20,"为什么就那么怀念甲方乙方那一张张灿烂的笑脸，时间都去哪儿了","Why do you miss the bright smile of Party A and Party B, where are you going?",0.284824
20,"为什么这个电影评价这么垃圾，还有那么多人去看呢？女同事要去看，不能总是依我呀，所以就去了。结果上周五准备看8：15的结果满场，9点也满场，这些人到底是怎么了？.大家是被烂片雷的习惯了吗.不能理解","Why is this film evaluation of such rubbish, there are so many people to see it? Female colleagues to see, can not always follow me, so go. Results last Friday, ready to see the results of 8:15 full, 9:00 also full field, these people in the end what happened? Are you accustomed to getting bad movies?",0.223759
20,"今年看的最后一部电影竟然这么烂！！一点诚意都没有。。。。就是歌2013吐槽片。。。。。","The last film this year saw so bad! ! No sincerity at all. . . . It is the song 2013 Tucao film. . . . .",0.2575
20,"从来没有用虚伪二字来评论过一部电影，私人定制真是表现至极得虚伪，尤其最后五分钟，冯小刚是想站在上帝的制高点来谴责人类？还是想代表人类向阳光、空气、水、土壤假惺惺地道歉来得到影片的升华？有点怀疑低分也是影片营销的策略，因为好多人都想去看看这片是有多烂，然后就上当了，赚钱他就赢了","Never hypocritical words to comment on a movie, private custom is really extremely hypocritical performance, especially the last five minutes, Feng Xiaogang is trying to stand on the commanding height of God to condemn humans? Still want to represent the human sun to the sun, air, water, soil hypnotic apology to get the sublimation of the film? A bit skeptical of low scores is also a strategy of video marketing, because a lot of people want to see this piece is how bad, and then fooled, he earned money to win",0.291146
20,"他..他他他他他也是自己人？？？","He .. he he he he he is he himself? ? ?",0.238018
20,"以为是每年一乐，但反差让我始料不及。这不像电影，更像是一部小品，说教味浓，包袱没新意，想针砭、开漱的太多，自嘲显得过了，最后却又人文了一把，终于成了一锅乱炖。总之，笑点勉强，不舒坦。已没有甲方乙方的灵气与地气，失望！！","Thought it was a happy year, but the contrast made me unexpected. This is not like the movie, more like a skit, to teach flavor, burden no idea, like acupuncture, too much garish, self-deprecating appeared, but finally a humanistic, and finally became a pot of chaos stew. In short, grinning barely, not comfortable. Party A has no a Reiki and Ge gas, disappointed! !",0.287828
20,"以后这样低评论的片儿  我就不看了吧  有没有意见？？","I will not read this film after such a low comment. Do you have any comments? ?",0.235081
20,"作得有点过，与当年甲方乙方根本不能比","A little bit too late, and Party A Party B can not at the same time",0.211168
20,"你tmd是在玩我么？冯导你给我看这个？","Are you playing tmd me? Feng led you to show me this?",0.275091
20,"你以为你以为的那个刚刚就是那个刚刚蛮？！事实证明：刚刚看起来好像还是那个刚刚，其实已经不是之前的刚刚咯…","The one you thought you thought was just that pretty ! Facts have proved that: it just looks like it is just that, in fact, it is not just before slightly ...",0.21748
20,"你看过甲方乙方还能看下这个？！","Have you seen that Party B can still take a look at this? !",0.289565
20,"便是没想到1942对冯小刚刺激这么大……","Did not expect 1942 to Feng Xiaogang so much ...",0.275108
20,"俗；甲方乙方；最后剧情是硬拉生凑的吧","Vulgar; Party A Party B; the final plot is hard-drawn Health it",0.282118
20,"做人还能这么不要脸，这和甲方乙方有区别吗？","A man can be such a shame, which is different from Party B?",0.183595
20,"全程矫揉造作，旁边坐个帅哥也不能拯救，老戏骨葛优也不能拯救。冯导作的一手好死，全程自毁妥妥的，骗钱都这么没诚意。","Fragmented throughout the production, next to a handsome guy can not be saved, the old play bone Ge You can not save. Feng led a desperate death, the whole self-destruction properly, so cheat money so no sincerity.",0.285458
20,"全面平庸的一部电影。场外原因扣一星。","A complete mediocre movie. Off-site reason buckle a star.",0.265196
20,"关环保什么事呢？？？？？？？？？？？？？？","Green off what happened? ? ? ? ? ? ? ? ? ? ? ? ? ?",0.0506938
20,"典型的复制甲方乙方，还没甲方乙方有意思。","A copy of the typical side B, not a party B is interesting.",0.215984
20,"典型的甲方乙方2，比起前作差很多","A typical side B 2, a lot worse than before",0.251783
