"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
30,"一般大众娱乐何必上纲上线。的确没有连续的情节贯穿始终，让人觉得拼三凑四。也没恶心着，吃吃爆米花，心想咋还不完啊。弹棉花怎么就不高雅了，怎么就装B了，弹棉花中自有大作为好嘛，睡着丝绒天鹅绒就忘了棉花...有想说的话，说出来全变了味儿，那你就想好了再说，多说几遍练熟了挑个好版本。","Why should the general public entertainment on the line. Indeed, there is no continuous plot throughout, people think fight triad. Not disgusting, eat popcorn, think ye have not finished ah. Cotton is not how elegant elegance, and how to install B, a good cotton as a good thing, as velvet cotton fell asleep forget the cotton ... have to say, say it all changed the taste, then you Just want to say good, say a few times to practice more pick a good version.",0.877211
30,"一般般，说不上特别好~抨击了好多社会现象，结局的道歉很突兀~","In General, can not be described as particularly good ~ attacked a lot of social phenomena, the outcome of the apology is unexpected ~",0.835889
30,"一般般吧，一开始看，挺有兴趣的，越看越觉得无聊啊，不过，那么有如何，贺岁剧，就是让大家开心一下的。里面葛优说的几句话，其实很有道理，有钱人所承担的压力，是普通老百姓感受不到的。","In general, from the beginning, very interested, more and more boring ah, however, so how, New Year's play, is to make everyone happy about it. Which Ge Ge said a few words, in fact, very reasonable, the pressure borne by the rich, ordinary people can not feel.",0.808264
30,"一起看的亲友的同事强烈推荐说好笑好看 好不容易熬到最后那段我恍然大悟问做中学老师的亲友【推荐的你那个同事是教语文的吧！估计她下个月的教案啊特色教学都不愁了】终于明白夜场也只有这个没别的可看的原因了 亲友期末学校压力大 就冲看完回家洗洗就能睡第二天醒来无负担的催眠效果 全价值！ 三星！","Relatives and friends who look together strongly recommend that funny good looking finally boil to the last paragraph I suddenly realized to do high school teacher's relatives and friends [recommended that colleague is to teach you! Estimated her next month's lesson plans ah feature teaching are worry about] finally understand the night there is only no other reason to see the relatives and friends at the end of the school pressure on the wash finished home wash can wake up the next day wake up Hypnotic effect without the burden of full value! Samsung!",0.922994
30,"三个半的微电影的拼接。第一个的质量不错，后面两个不敢恭维。那半个很突兀，不过本身整部电影就没啥联系，认了。道歉的那个有想法，可惜太晚了。毕竟是基友一起去看的，捧个场加一星吧~","Three and a half micro-stitching. The first one is of good quality, the latter two are not flattering. That half is very unexpected, but the whole movie itself nothing to contact, recognized. Apologize for the idea, but it is a pity too late. After all, is based on friends to see, holding a field plus a bar ~",0.889832
30,"三个小故事像是三个微电影，略略类似，观众会有疲劳感，这是节奏把握不好。高潮部分对大自然敬畏升华不错，但文字语言的好影像语言跟不上。王朔剧本部分内容眼前一亮，却只是挠痒，不能深究。葛优范伟演技派，小璐荣升人母，身材女人味尽现。另，商业植入明显。","Three mini stories like three micro-movies, slightly similar, the audience will have a sense of fatigue, which is not a good grasp of the rhythm. Climax part of nature reverence sublimation is good, but good image language language can not keep up. Wang Shuo play part of the immediate brighter, but just scratch it, can not go into. Ge You Fan Wei acting school, Xiaolong Rong mothers, body feminine make all present. Another, obvious commercial implantation.",0.900852
30,"三个故事 敢于揭露官场的黑暗 表现人性的残缺 有钱人也有有钱人的苦楚 穷人也有穷人的欢乐 其实人和人之间的真情还是存在的 只是有时候被太多东西掩盖 语言够扯 剧情诙谐 乐呵乐呵得了","Three stories dare to expose the officialdom of the dark performance of the human nature of the disabled rich people also have the suffering of the rich poor people have the joy of the poor In fact, the truth between people still exists only sometimes too much to cover up the language of drama Le ha ha music",0.803795
30,"三个故事都讲得不透，最后的道歉又很俗而矫情，没有找准风格定位，优点只有美女和美景很养眼。冯导脾气太大了，觉得自己了不起死了，说他拍的不好的就是没看懂？什么道理啊","Three stories are indescribable, the last apology is very vulgar and hypocritical, did not identify the style positioning, the advantages of beauty and beauty are very seductive. Feng guide temper is too big, I feel sorry for the dead, and said he did not understand the poor is not read? What reason ah",0.827659
30,"三个独立的小故事要是都有第一个的水准可能会更好一点。总的来说太过一盘散沙，呈现出一种碎片化的态势。与现实结合的很紧密，可惜过度太快，显立意以及升格的时机选取的不够好，导致节奏失衡，显得影片有些突兀（尤其是最后一部分）。演员都不错，主题也不错，只可惜导演的控制力严重不足。","It may be better to have three independent stories of the first level. Overall, too much mess, showing a fragmented situation. Very close combination with the reality, but too fast too fast, significant intention and the timing of upgrading is not good enough, leading to unbalanced rhythm, it seems a bit awkward film (especially the last part). Actors are good, the theme is not bad, but regrettably a director of a serious lack of control.",0.838411
30,"三个结构算完整的故事，讽刺当下，最后段环保宣传，其实分段来看，其实当个微电影还是不错的。只不过大家对大导的要求高。看看现在的后起之秀，故事讲故事，已经结构松散。本来四颗星，由于宋大妈和白百何用力过猛，减颗星。总的来说作为喜剧，笑点几乎没有，这个有点失败。","The three structures as a complete story, satirical moment, the last paragraph of environmental advocacy, in fact, sub-point of view, in fact, when a micro-movie is still good. But we all have a high demand for big guide. Look at the current rising star, story telling stories, has been loosely structured. Originally four stars, as the aunt Song and Bai Bai why too much force, reducing stars. Generally speaking as a comedy, there is almost no joke, this is a bit failed.",0.807308
30,"三星半。完全不抱任何期待去看结果觉得还不错，不过冯导是越来越玩票了也越来越自嘲了，有些台词还是挺走心的，甭管是不是圈钱电影，要是说和小时代比那也太糟禁人冯导了，我都看不下去了。PS：最后的环境宣言是有点突兀，不过说的还挺好，尤其是白百合内段。","Samsung half. Completely do not have any expectations to see the results felt good, but Feng is more and more play tickets are more and more self-deprecating, and some lines are still very much in the heart of the pipe is not a money movie, Than that is too terrible Feng guide, I can not stand it anymore. PS: The final declaration of the environment is a bit abrupt, but that's quite good, especially the white lily section.",0.925133
30,"三星半吧 还是挺好看的啊 评分怎么那么低呢...哎 可能是因为身在大不列颠 凌晨一点半 所以看完觉得温馨无比吧","Samsung half bar or pretty good ah how low the score it ... hey probably because in Great Britain half past one so I feel very warm",0.811572
30,"三星比较中肯，冯导炒甲方乙方的冷饭，旧瓶装入了些许新酒，但是风味还是老款冯氏幽默，构图方面延续了非诚勿扰的传统，大把风景配个把好图。郑恺差强人意，小璐小白么，呵呵。","Samsung is more pertinent. Feng drove the party's Party B's cold meal and put some new wine into the old bottle. However, the flavor was still the old style of Feng's humorous. The composition continued the tradition of being the one on your own. Zheng Kai unsatisfactory, Xiaolu white what, huh, huh.",0.816933
30,"三段小品挺不错的，都挺贴合主旋律的，最让人惊喜的是最后还有一段返场：诗朗诵。春晚导演真没白当啊！导完春晚还是继续回来拍点真正的电影吧。","Three pieces of pretty good, all pretty fit the theme, the most surprising is the final return period: poetry recitation. Spring Festival director really did not white ah! Finish the Spring Festival Evening or continue to come back and make real movies.",0.844579
30,"三段故事分别说的是廉与贪、俗与雅、贫与富，暗讽时事。廉与贪说的是人到了那位上难免心理上会发生变化，就算不坏在钱上也坏在色上。俗与雅更指代了冯小刚的心理，俗才是硬道理，真正的雅反倒是种虚空的东西。贫富反讽了现在高得离谱的房地产，听时间那歌很感触，最后的道歉也有所感，只是那有啥关系啊","The stories of the three paragraphs respectively refer to honesty and corruption, vulgarity and elegance, poverty and wealth, and ironical current events. Honest and corrupt people who inevitably come to that person will change psychologically, if not bad on the money is also bad on the color. Custom and elegant more refers to Feng Xiaogang's psychology, vulgar is the last word, the real elegant is actually a kind of empty things. The rich and the poor ironically rid themselves of the overbearing real estate now, listening to the song is very touching, the final apology is also feeling, but that what is the relationship ah",0.881423
30,"上映后的很长时间才收看到这骂声一片的电影，来不及加入当时那火热的讨论氛围了 只好来写下这简短评论 以备独自回忆吧 整体客观的来说 电影前部分也就是第一个故事 挺好 可以拍的更好 但冯导显然已力不从心 后面的几个故事真的可以忽略 影片只有两点值得肯定 一是范伟的演技 二是百合大秀上半身 加星","It took a long time before the show to see the scolding movie, too late to join the then hot discussion atmosphere had to write this brief comment to prepare for the independent memories of the overall objective of the movie before the first part The story is very good can shoot better, but Feng guide apparently powerless behind several stories can really ignore the movie only two points worthy of affirmation First, Fan Wei acting Second, Lily big show upper body plus star",0.840943
30,"上映时候就看了 我觉得还是不错的电影 虽然连接上有点突然...不过笑点还是挺足的 最后有人说很宣传片 好吧 我觉得意图还是好的 把这样的片段放进电影里或许是宣传效果最好的方法了 不惜打破自己的电影完整性来传播环保XXX还是足见诚意的","I saw it when the release was still a good movie, although the connection is a bit abrupt ... However, the point of laughter or quite enough Finally, someone said it is a good promotional video Well I think the intention is still good Such a fragment into the movie may be The most effective way to promote the publicity at the expense of breaking the integrity of their own movies to spread XXX is still full of sincerity",0.8925
30,"上映的时候恶评如潮就没有去看，今天无意中看到，觉得就真的还不错，虽是喜剧也讽刺了很多现状，看到宋丹丹那段都快要哭了，原来流行的时间去哪儿是从这电影来的，真心比预期的好不少。","When the release of the critics tide did not see, today inadvertently see, I feel really pretty good, although the comedy also satirical a lot of status quo, see Song Dandan that are about to cry, the original popular time to go Where is the film from here, really better than expected.",0.797381
30,"不像电影","Unlike movies",1
30,"不好也不坏的电影，三段故事最好的还是第一段，讽刺的很深刻，贴近现实。但电影在节奏上很跳tone，虽然说好是三段故事，但每段故事里也不是很紧凑。博君一笑的电影不要那么要求啦。","Bad or not bad movie, the best of three stories is the first paragraph, ironic is very deep, close to reality. But the movie is very tempo hop tone, although good is a three-story, but each story is not very compact. Bo Jun smile movie do not ask for it.",0.869502
30,"不好笑，离甲方乙方差太远。还行纯粹是为了风景好。那些讽刺，普通人都看的懂，私人定制多了太多说教的意味，少了当年甲方乙方的智慧的调侃。最后像环境的道歉，做作的令人难以忍受，在话剧里这种独白形式毫无违和感，但在电影中显得生硬，尤其和前面的风格不搭。本剧作为一部旅游宣传片还是不错的。","Not funny, too far from the party B Variance. OK purely for the good scenery. Those satirical, ordinary people to understand, private custom too much preaching means, less then Party A's wisdom ridicule. Finally, like an apology to the environment, the work is unbearable. In the play, this soliloquy style has no illusions. However, it appears stiff in the movies, especially in the style of the front. The drama as a travel documentary is not bad.",0.873034
30,"不如以前的冯式喜剧了，很勉强很努力但不讨好的感觉","Not as good as the previous Feng-style comedy, very reluctantly but very hard-hearted feeling",0.805823
30,"不如以往的冯氏喜剧了，结尾的环保小片段虽然与影片风格格格不入，但是宣传环保意识是很好的","Not as good as the previous Feng's comedy, and the end of the small piece of environmental alienation is incompatible with the style of the film, but awareness of environmental awareness is good",0.89649
30,"不如甲方乙方，最后部分气氛忧郁，包过剧情表现的内容都让人压抑，只有插曲好听。","Not as good as Party B, the last part of the gloomy atmosphere, including the contents of the plot package are depressing, only episode nice.",0.890293
30,"不得不说豆瓣越来越挑了。还成，看到了很有共鸣的情怀。文人骚客都是蛋疼的（我也蛋疼但只骚客不文人）。博君一笑仅此而已，王朔这混蛋是好人。喜欢最后的煽情，山川河流，神经病骚客们永远的爱。另雨天葛总结范时的音乐很好听.我真不挑剔.","Have to say more and more pick watercress. Also into, saw a very sympathetic feelings. Literati scholar is egg pain (I also hurt egg but only poet scholar). Bo Jun smile nothing more, Wang Shuo this bastard is a good man. Like the last of the sensational, rivers and lakes, neurotic guests always love. Another rainy day summarizes the time when the music is well heard .I am not picky.",0.860715
30,"不抱太高期待看，还行。白百合演得真贱，李小璐演得真假，郑恺长得很怪、意外的挺好看，葛优挺一贯的，广告做的太硬！完全没看出来这四人的分工怎么回事儿。第一段说教太俗，第二段莫名其妙，最后一段太假。但是至少大家笑了","Not looking too high expectations, okay. White lily played really cheap, Li Xiaolu played true and false, Zheng Kai looks strange, unexpected looks pretty, Ge You very consistent, advertising too hard! Did not see the division of labor of these four children matter how children. The first paragraph preaching religion, the second paragraph baffling, the last paragraph too fake. But at least everyone laughed",0.837188
30,"不明觉厉的感觉","Unconsciously felt",1
30,"不是什么电影都非要有意义有内涵，非要高端大气上档次，反正有些段子我是笑的挺开心的了，忙了一年了，年末看点轻松的也挺好，当然最后一段呼吁环保放在电影里挺牵强的","Not what movies have to have meaning meaningful, non-high-end atmosphere on the grade, anyway, some of the paragraphs I am very happy to laugh, busy for a year, as easy as the year also quite good, of course, the last paragraph called for environmental protection On the film quite far-fetched",0.846535
30,"不是很好，但是也绝对不差。起码不是像百星酒店那样的贺岁片一群人闹一通所有人都是傻逼。起码这一次冯小刚是真的想讲一些东西出来。有诙谐有讽刺也有笑点。李小璐的头发用的不知道是什么牌子的弹力素？效果真好！","Not very good, but not bad at all. At least not like the New Year's movie star hotel as a group of people making a mess Everyone is sucker. At least this time Feng Xiaogang really want to say something out. There are witty irony also have a smile. Li Xiaolu's hair do not know what brand of elastin? The effect is good!",0.85401
30,"不是期望高的问题~真的是失望！什么啊~没什么可说的了~","Not expect high problem ~ really disappointed! What ah ~ Nothing to say ~",0.843941
30,"不痛不痒","superficial",1
30,"不知所云，不接地气，期望过高。配乐和背景倒是不错，想去海南玩儿","Unconscious, unsolicited, high expectations. Soundtrack and the background is good, want to play in Hainan",0.804896
30,"不知道为何网上一窝蜂的辱骂这部片子，虽然我也在中途觉得无聊有点看不下去，但当王铮亮那首歌响起的时候还是觉得有一些感动。最后那段对环境的表白，除了白百合让我十分想shut it off以外，另外仨都不错。这部片子不就是冯小刚的任性抱怨以及反抗吗？影片最后葛大爷的段子我还是觉得实在是高！","I do not know why online rush to abuse this film, although I also feel bored in the middle of a bit could not stand it, but when the song that Wang Zhengliang that ring still feel some moving. The last period of the confession of the environment, in addition to white lily so I really want to shut it off, the other 仨 are good. This film is not foolhardy Feng Xiaogang complain and revolt it? Uncle Ge's film last paragraph, I still think it is really high!",0.926168
30,"不知道是冯导葛大爷的票房号召力还是别的什么，没到周末影院也都是人，我能选的位置只有前两排了。无奈之下我只能在距离大屏幕的4~5米处的第二排仰着脖子仰了90分钟。笑点不好笑，故事也差一点，第二个雅与俗让我想到了我最喜欢的两段老郭的相声你要高雅我要反三俗。","I do not know is Feng Gu Ge uncle's box office appeal or anything else, did not come to theaters are also people on the weekend, I can only place the first two rows of the position. In desperation I can only 4 to 5 meters away from the big screen in the second row Yangzhuo neck 90 minutes. Mischief is not funny, the story is almost, the second elegant and vulgar reminds me of my favorite two old Guo's comic you want to be elegant I want anti-vulgar.",0.83508
30,"不管内容如何，冯导的作品还是需要看一下的，虽然很失望吧！没什么特别的剧情，反而有些做作，尤其是范老板和小路妈妈在泳池的那段，实在是毁三观啊！只是感慨，两位当妈妈的人，身材怎能如此之好呢","Regardless of the content, Feng's works still need to look, though very disappointed! No special story, but some contrived, especially Fan boss and path mother in the pool that period, it is destroyed three! Just emotion, two people as a mother, how can such a good body yet",0.798338
30,"不管別人怎麼說，我覺得私人定製挺好看的。尤其最後一個故事的那些畫面震撼的我都忍不住想哭，雖然這突如其來的公益片段有那麼的銜接突兀。說穿了，如果私人定製放甲方乙方之前拍成上映，那些批評私人定製的是不是就倒過來覺得甲方乙方不怎麼樣了？頂煩那些動不動愛比較的。","No matter what people say, I think private custom looks very nice. In particular, the shocking picture of the last story I can not help but want to cry, although this sudden public service segment so coherent unexpected. To put it bluntly, if the private custom Party B Party A made the release before, those who criticize the private custom is not on the other side think Party B is not very good? Top trouble with those who love more and more.",0.882146
30,"不能让观众发笑的喜剧不是好喜剧 不管冯导眼里是不是有深意 作为普通观众只觉得立意很牵强。唯一赞的就是给宋丹丹点的那首歌。","Comedy can not make the audience laugh is not a good comedy regardless of Feng Dao's eyes is not meaningful as the average audience only feel very far-fetched. The only thing I like is Song Dandan's song.",0.795685
30,"不能说很搞笑，但看着还蛮有意思的，两个女演员是亮点~最后向大自然道歉有些感动~~~","Can not say that very funny, but looked quite interesting, the two actresses are the highlight of ~ apologize to the last Some moved ~ ~ ~",0.833903
30,"不评论片子拍的怎样吧，逗大家一乐就好，的确，电影院笑的人比闹的人要多。再说到导演，管它俗不俗呢，认识到该认识的就好，影片最后自我感触颇深，虽然无法理解这一幕的形成。","Do not comment on the film how to shoot it, make everyone happy like, indeed, the cinema laugh more people than downtown. To say the director, it vulgar vulgar it, realize that the understanding is good, the film finally self-feeling, though can not understand the formation of this scene.",0.836052
30,"不错，挺好看的，宋丹丹演得挺好的","Nice, very good looking, Song Dandan played very good",0.88063
30,"不难看。电影走的是顽主、甲方乙方的老套路，电影因为小刚炮圈钱意图太明显说话又不讨人喜欢结果被黑成了这样（那些说小时代比这个好看的你们真的不是喷子吗）。编剧导演设计的桥段口条想要彰显一些对现代社会环境等多方面的关怀和戏谑，但是过于类似速食品的本片却让人们不禁觉得导演是不是在反讽自己","Not ugly. Film go is the nostalgia, Party B's old routine, the movie because the small gang artillery money intent too obvious to speak and not liked the result was black as such (those who say that you look younger than this really good is not spray Son?). Written by the director of the design of the bridge section want to highlight some of the modern social environment and many other aspects of care and banter, but the film is too similar to fast food people can not help but think the director is not ironic",0.849481
30,"两星半，今年春晚没什么小品是不是因为冯小刚把好小品全放电影里单独收费去了，善于把握市场，镜头总感觉色色的，几个小品混在一起，越往后说教倾向越强，收尾虽然有意往接地气收，但是明显可以感受到刻意，基本就是人物反差，体验，议论的大小品式电影，但是就小品而言，做的很好了。","Two and a half stars, this year's Spring Festival Gala nothing skittish is not because Feng Xiaogang put a good piece of the full release of the film in a separate charge, good at market, the lens always feel the color, mixed with several sketches, the more propelling tendencies later, the end though Intend to grounded, but obviously can feel deliberate, the basic is the contrast of characters, experience, talk about the size of the movie, but the sketch, do a good job.",0.938531
