"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
10,"一星献给冯导的世界观，别把观众当傻逼，别把人民当傻逼，别以为就自己牛逼……","A star dedicated to Feng's view of the world, do not put the audience as a sucker, do not treat the people as sucker, do not think that their own Niubi ......",0.281229
10,"一星给一点点笑点","A little bit to give a little joking point",0.293988
10,"一星给了小璐的胸。","A star gave Xiaolu's chest.",0.289111
10,"一星给公益广告 白百合有演技？","A star to the public service Bai Lily have acting?",0.233474
10,"一星给宋丹丹，半星给范伟。明知是假的，当然什么诱惑都没力度，记得甲方乙方里把某土豪真的忘在村里边给饿得绝望，那个可信。而私人订制里全是假和说教，不就是过演戏的瘾么，看起来每个客户都是想过演员的瘾而已。一星半","A star to Song Dandan, a half star to Fan Wei. Knowingly fake, of course, no temptation to do anything, I remember a party B side of a local tyrant really forgot to hungry in the village, that credible. The private custom full of fake and preaching, is not acting addict Mody, it seems that every customer is thinking about the actor's addiction only. One and a half stars",0.232339
10,"一星给我自己，特热诚得买了电影票，结果看了部妈蛋一样的电影。看之前想着，怎么冯小刚的片子才5.3。看完之后觉着这片竟然能到5.4。一群有头有脸的咖们打造出的糟粕集中营，除了打心底里的唾弃，那还能有啥？！","A star to myself, especially sincerely bought a movie ticket, the result saw a movie like the mother. Think before looking, how Feng Xiaogang's film was 5.3. After reading this piece actually felt able to 5.4. A group of dignified coffee to create a dregs concentration camp, in addition to heart spit cast, then what else? !",0.107585
10,"一星给最后的的几句环保台词儿，其余的说炒冷饭都是抬举，再说一句，冯导您俗就俗吧，可是您俗得还不招乐，还学人家玩露骨，就只想到仨字儿：臭流氓！","A star to the last of a few green lines, the rest of the fried fried rice is raised, say a word, von Kong vulgar it, but you vulgar is not recruit, but also learn to play hard-laden, just think of仨 word children: stinky rogue!",0.287104
10,"一星给李小璐的腿和胸。","A star to Li Xiaolu's legs and chest.",0.296231
10,"一星给甲方乙方","A star to Party B",0.300194
10,"一星给结尾的环保公益片。妈蛋，抱着看甲方乙方二的心态来看，看完了才发现自己才是那个二。花钱买票还被骂俗，再也不跟冯小刚玩儿了！哼！","A star to the end of the environmental charity film. Mom egg, hugging to see Party B's attitude of two parties, after reading only to find that they are two. Spending money to buy a ticket has also been criticized, no longer playing with Feng Xiaogang! Humph!",0.195341
10,"一星给范伟…","A star to Fan Wei ...",0.234406
10,"一星给范伟那个故事吧。","A star to Fan Wei that story.",0.284013
10,"一星给葛优，一星给小刚，一星给豆瓣，冯秘书做作扣一分，看到范伟部分刚一般就离场扣一分。","A star to Ge You, a star to Xiaogang, a star to the watercress, Feng deduction made a deduction for the secretary, see Fan Wei part just leave a deduction on the general.",0.155347
10,"一星给葛大爷，一星给白云阿姨，两位除外，其他人表演真心渣！除了我，还有人觉得李小璐挤胸完全无美感么？","A star to Ge uncle, a star to aunt Bai Yun, except two, others really show the residue! In addition to me, there are people think there is no sense of beauty Lixulu chest squeeze it?",0.165502
10,"一星给葛大爷，这么多年了，只要他出场我还是感觉一种神秘莫测的幽默与喜爱，冯大导再差也无法遏止。本来觉得也就已一烂电影，只是冯大导为了票房那急吼吼的操行，吃相太难看。以后再给他票房做一分钱贡献都要怀疑自己智商。他可能是觉得群众里面都傻逼吧，对观众大概也就是人傻钱多速来的意思。","A star to Ge uncle, so many years, as long as he played I still feel a mysterious sense of humor and love, Feng Dadao and then can not stop. Originally thought it had a rotten movie, but Feng Daoyou box office so much roar of the operation, eat too ugly. Later, give him a penny to make a penny contribution to doubt their IQ. He may think that the people are inside the sucker, the audience is probably silly money multi-speed means.",0.182975
10,"一星给葛大爷。","A star to Ge Grandpa.",0.299451
10,"一星给葛大爷。这片子您辛苦了！","A star to Ge Grandpa. This movie you worked hard!",0.277431
10,"一星给辛苦出这么差电影的人","A star to work hard out of such a bad movie",0.291377
10,"一星给郑恺的制服秀…在葛优白百合衬托下从没觉得郑恺这么帅过…至于电影本身就是恶心自己成全别人","A star to Zheng Kai uniforms show ... in Ge You Bai Lily never felt so handsome Kai Kai ... as for the film itself is disgusting their own others",0.242787
10,"一星给风景，不用谢。","A star to the scenery, no thanks.",0.275172
10,"一星给风景，毕竟花了那么多钱","A star to the scenery, after all, spent so much money",0.260988
10,"一电影被拍成了旅游宣传片公益片外加逗贫嘴的小品。","A movie has been made into a tourist video flattery piece of charity.",0.279716
10,"一群还不错的演员，用着只是大纲的剧本，凑了三个半毫不相关的故事，一个狗尾续貂不知所谓的结尾，这TM不能叫电影！比电影学院的毕业作品还要糟糕！！建议改名：冯小刚电影精选集","A group of not bad actors, with the outline of the script, scrape together three and a half unrelated stories, a dogfinger mink I do not know the so-called end, this TM can not call the movie! It's worse than graduating from Academy of Motion Picture! ! Proposed renamed: Feng Xiaogang movie featured set",0.287746
10,"一肚子的脏话都写日记本儿上了 在这我只想留一个字儿：艸！！！！","I have a belly swear diary to write a diary here I just want to leave a word child: 艸! ! ! !",0.257427
10,"一部不懂装懂而且低俗装逼的电影(╯﹏╰)b","A movie that does not know how to dress up and down (╯﹏╰) b",0.209028
10,"一部完全没有诚意的电影，一部高高在上的电影。带着我随便拍、随便讥讽你们都能赚大钱的心态；带着对观众没有为1942买账的复仇感拍出的一部电影，越回味越恶心，看到冯导骂街之后更是觉得太遗憾太遗憾了，遗憾自己去贡献了票房，浪费了金钱时间不说，这票房还成了导演更自大的资本。细思恶极！","A movie with no sincerity, a movie that is superb. With me casual, just sarcastic you can make a lot of money mentality; with the audience did not buy a 1942 sense of revenge shot a movie, the more disgusting the more disgusting, see Feng dictate after the street is even more regrettable Too regret, regret to go to their own box office, wasted time not to waste money, the box office has become even more arrogant director of the capital. Thinnest pole!",0.137616
10,"一部没有主题，不知所云，烂到没有底线的电影…今年的贺岁档真是惨不忍睹。。。","A no theme, unintelligible, rotten to the bottom line of the movie ... this year's Lunar New Year stalls is really appalling. . .",0.219417
10,"一部看盗版都浪费时间的电影，真可谓成全自己，恶心别人。","A film that is a waste of time watching piracy can be described as fulfilling oneself and disgusting others.",0.28528
10,"一部能让你看到睡觉的电影，一星真不能再多了！！！！","A movie that allows you to see sleep, a star really can not be more! ! ! !",0.164516
10,"一部连预告片就让人感觉恶心的电影，能指望它好到哪里去？","A trailer that makes people feel disgusting can expect it to go well?",0.279106
10,"一颗星，不能再多。","A star, no more.",0.275515
10,"一颗星，给葛优。","A star, to Ge You.",0.300169
10,"一颗星不能更多了，2013最烂。","A star can not be more, 2013 is the worst.",0.277841
10,"一颗星是因为听了一首煽情的歌。","A star because of a sensational song.",0.290798
10,"一颗星是给了葛大爷的，实在失望，尤其最后还搞成了环保教育片，say sorry？玩笑了，这样就能给大家当头一棒了？屁用啊！","A star is given to Grandpa Ge, it is disappointing, especially in the end also became a green education film, say sorry? Joke, so that we can give a fool of yourself? Fart with ah!",0.141602
10,"一颗星是给葛大爷。冯的素质太差了。骂街的水平也反映到作品上了，作品也差。差就差了吧，还不许观众说不好，典型的成全了自已的口袋，恶心了别人。","A star is to Ge Grandpa. Von's quality is too bad. The level of curse is also reflected in the works, works are poor. Poor poor it, not allowed to say bad, typical of their own pocket, disgusting others.",0.282488
10,"一颗星给宋丹丹，看到最后没吐算是给冯小刚面子了。","A star to Song Dandan, see the last did not vomit Feng Xiaogang face.",0.28817
10,"一颗星给李小璐的胸。","A star to Li Xiaolu's chest.",0.275915
10,"一颗星给葛优。一定再也不花钱看冯导的任何电影了，从加了平安保险广告的唐山大地震，到这个没诚意就是骗钱的私人订制，冯导的credit被用完了。","A star to Ge You. Feng must no longer spend any money to see any movie, from the addition of Ping An insurance advertising Tangshan earthquake, this is not sincere is to get money for the private custom, Feng guide credit was exhausted.",0.27418
10,"一颗星都不想给！烂得无力！","A star does not want to give! Rotten",0.28174
10,"三个小品加一个配乐诗朗诵，冯导铁了心糊弄观众，恶心别人，成全自己。当年甲方乙方、没完没了的冯小刚呢？一星送给葛大爷以及范伟","Three sketches plus a compilation of poetry recital, Feng Dian Tie heart fool the audience, disgusting others, fulfill themselves. Party A Party B, endless Feng Xiaogang it? A star sent to Ge Grandpa and Fan Wei",0.251507
10,"三个微电影，来忽悠挣钱，上市公司就这德性。俗吧，也不乐呵，雅吧，丫还最后装逼一样说教你，你要有责任的大公司要说教，你拍个公益广告放网上也还点个赞。负分。","Three micro-movies, to 忽悠 earn money, listed companies on this virtues. It is vulgar, not happy Oh, Ya bar, Ah also loaded last forced to tell you, you have to be responsible for big companies to preach, you shoot a public service ads on the Internet also point a like. minus.",0.112
10,"不想看这个，想看的没票了，只好看这个。以下是评价：.能看出是大片，除了制作精良，没一点好，绝对不值得去影院看。完了，有时间再添加。","Do not want to see this, want to see no votes, had to look at this. The following is a rating: Can see is a large, in addition to well-made, no better, definitely not worth the theater to see. End, have time to add.",0.246723
10,"不看不甘愿，看过发现和甲方乙方完全不是一个档次。段子实在tooooold有木有，大俗大雅那段愣是没看懂想说啥。或许像那天说的，不是段子老，是我老了以致于全看过了？","Do not look unwilling, read and found that Party B is not a grade. Duanzi really tooooold there are wood, vulgar and elegant stunned that I did not understand what to say. Perhaps like that day, is not old, I am so old that it has been seen?",0.234126
10,"不管拍这片子是为了什么目的，圈钱也好，还人情也好，冯小刚都没有理由这么糊弄观众。小时代和富春再烂那也算个电影，你这拿三个无聊不说还压根不沾边儿的段子摆一块儿再加一更莫名其妙的环保颂，就算TM搁到刚果这也不叫电影啊；先不说电影人是否要尊重电影，大哥咱起码尊重下观众成么？","No matter what the film is for what purpose, money or Ye Hao, Ye Feng Xiaogang there is no reason so fool the audience. Childhood and Fu Chun Zailan that is also considered a movie, you get three boring do not say it is not stubborn side of the piece put together plus a more baffling environmental song, even if TM put the Congo this is not called the movie Ah; first do not say that movie people have to respect the movie, big brother we respect audience at least?",0.204634
10,"不能再多了，其实我都想不给分的。。。实在是没啥喜剧效果，这么些年网络发达了，大家也都口味变高了。如果冯小刚先生你还是用原先拍甲方乙方的努力去拍，我只能说，你真的要被观众砸死了。现在的电影难道真的只能靠女人身材、网络搞笑桥段来支撑了么？","Can not be more, in fact, I do not want to give points. . . It is nothing to comedy effect, so many years network developed, we all taste higher. If Mr. Feng Xiaogang you still use the original Party A Party B's efforts to shoot, I can only say that you really want to be the audience killed. Is it true that the current movie can only rely on a woman figure, the network to support the funny section it?",0.182564
10,"与甲方乙方有何不同？","Party A and Party B is different?",0.229613
10,"中国人就那么贱吗？那么烂还非得去看？SB？就跟之前的富春山一样，妈蛋都尼玛跑去贡献票房！你们脑子进水了？把票房捧那么高，他们能不嘚瑟？？看片或都知道是部什么样的电影，还傻X兮兮的往电影院跑？脑容量干嘛用了？","Chinese people so cheap? So rotten still have to see? SB? Just like the previous Fuchun Hill, mother egg Nima ran to contribute to the box office! Your brain water? Hold the box office so high, they can not shame? ? Watching films or both know what kind of movie, but also foolish X run to the cinema? Why use brain capacity?",0.0870641
10,"为了给差评，所以给了一颗星，本意是一颗星都嫌多～～太烂了，哈哈哈，也只能是无所事事的时候去看看打发时间。","In order to give a bad review, so gave a star, intended to be a star are too much ~ ~ sucks, ha ha ha, can only be idle to see when to pass.",0.198094
10,"为了说两句才注册的，实在对不起我那90块钱，看过甲方乙方就不要去看了，没看过甲方乙方也不要去看了，因为和甲方乙方比差很多，是一部很烂的电影，以后看冯小刚的电影要看口碑了，再也不会这么盲目的浪费我的银子了。","In order to say that only two registered, I am really sorry that my 90 dollars, read Party A, Party B, do not go to see, did not read Party A, Party B also do not want to see, because Party A and Party B is much worse than a Department of bad movies, after watching Feng Xiaogang's movies to see word of mouth, and will not be so blind to waste my money.",0.065147
10,"为什么没有零颗星？？？","Why there is no star? ? ?",0.19701
10,"为什么这么烂？","Why so bad?",0.298027
10,"为什么那么多导演都老想着教育观众？我花钱看场电影还受一通教育，我要不要叫你爸？","Why do so many directors are always thinking about educating the audience? I spend money watching movies also by a pass, I want to call your father?",0.257595
10,"也就忽悠忽悠外行。里面两个女人烦死了","Huyou 忽悠 also layman. Two women were bored inside",0.183853
10,"乱七八糟。最后还有个无厘头的道歉环节这样真的好吗。手贱随便点了个口水片儿想喝着果汁吹着冷气缓解一下紧张的神经。没想到 我还真特么是手贱。","Messy. Finally there is a nonsensical apology link so really good. Hand cheap just point a saliva drink juice want to drink a little air conditioning to relieve nervous nerves. Did not think I really special hand cheap.",0.277481
10,"乱七八糟……内容一点逻辑关联都没有……一星不能再多了……","A mess ... Content logic is not a little ... ... a star can not be more ...",0.12844
10,"今天看了传说已久的私人订制，只想说一句：冯小刚，你TM拍的什么玩意儿，一点逻辑性都没有！卧槽","Today saw the legend has long been a private custom, just want to say: Feng Xiaogang, what you shoot TM stuff, a bit of logic are not! Lying groove",0.246476
10,"从头到尾没一个地方笑了。。。看完后只想说浪费了票钱！！！坑钱啊。。。纯粹的坑钱！剧情？没新意就算了，还搞得这么矫情，恶心！","No place from start to finish laughed. . . After reading just wanted to say that wasted ticket money! ! ! Pit money ah. . . Pure pit money! Drama? Even if no new ideas, but also made so hypocritical, disgusting!",0.212098
10,"从来没写过评价，实在的觉得太差了，一定要给最低分，拉低平均分。苗圃那段，表达个什么，好吧，不想表达什么，只是娱乐一下，可是，那也叫娱乐；范伟那段，说人性吗？说制度吗？，好吧，还是为了娱乐，我想问哪有娱乐啊；高雅、低俗那段，真的我们这平头老百姓理解不了，你是要拍艺术片吗？还是呐喊？","Never wrote reviews, I really feel bad, we must give the lowest score, lower the average score. Nursery that period, what to express, well, do not want to express anything, just entertainment, but that is also called entertainment; Fan Wei that period, that humanity? Say system? Well, or for entertainment, I would like to ask how entertainment ah; elegant, vulgar that period, really we can not understand ordinary people, you are going to make art films? Or cry?",0.297921
10,"以前拍甲方乙方的导演哪去了，真难以想象是一个导演拍的，一个主演演的，一个编剧编的！","Party A Party B previously photographed where to go, it is hard to imagine a film director, a main starring, a screenwriter series!",0.207189
10,"估计因为1942怀恨在心，成心剪成这样噁心你们来的。一颗星留给向顽主致敬的场景。","Estimated because of 1942 grudge, cut into heart so disgusting you come. A star left to pay tribute to the scene of the naughtiness.",0.275095
10,"作为电影来说，他就这么一拍，你就这么一看，完了。。。。。","As a movie, he just shot, so you see it, finished. . . . .",0.20274
10,"你想表达什么？贪官抓完了？环境治理了？","what do you want to say? Corrupt officials caught finished? Environmental governance?",0.199429
10,"你确定直恶心到了自己？？","Are you sure you have a heart to yourself? ?",0.248723
10,"你确定这是贺岁片？？？","Are you sure this is New Year's film? ? ?",0.231369
10,"内容呢？剪辑呢？演技呢？","Content? Clip it? Acting it?",0.288713
10,"再炒一遍甲方乙方？","Stir again Party A Party B?",0.220466
10,"冯导  你拍这么烂的电影你家里人知道吗？？？？","Feng guide you shoot such a bad movie you family know? ? ? ?",0.156969
10,"冯导就是要告诉观众，你们就一群容易被忽悠的SB，好醒醒啦，最后给大家来个道歉，希望能用一部烂片来叫醒你们！","Feng guide is to tell the audience, you are a group of easily 忽悠 SB, so wake up, and finally to everyone an apology, hoping to use a bad movie to wake you up!",0.075684
10,"冯导我就是畜生你特么来打我呀系列·2。面对冯导我从来都不讲理我就是恶意刷低分我就是不看电影打低分怎么着？你看不起我们我们何必看得起你？","Feng guide me is what you come to beat me animal series? 2. Facing Feng guide I never unreasonable I was malicious brush low score I just do not watch movies hit low scores? Why do you despise us?",0.178829
10,"冯导敢拍烂片就敢接受评价，不想被评价就别上映。你王婆卖瓜嚷嚷的这么凶，有本事以这部去抱个小金人去呀。。","Feng Dian dare shoot film dare to accept the evaluation, do not want to be evaluated do not release. Your princes sell melon yelling so fierce, have the ability to hold a little gold to go to this. .",0.2993
10,"冯导这是怎么了？一颗星给向地球母亲道歉！","Feng guide this is how? A star to apologize to Mother Earth!",0.28767
10,"冯小刚，你不是骂我们豆瓣人民傻B吗？你不是说我们不懂蒙太奇吗？你不是看不上我们豆瓣吗？唉……这样一次性爆发的无病呻吟，连以前低眉顺眼的观众都看不下去了。冯小刚真是老了，老到不能接受一丝来自大众提出的可行性意见。这样牵强做作的电影没有市场了，观众有审美了，唉…护舒宝啊……","Feng Xiaogang, you are not scolding us Douban people silly B? You do not mean that we do not know montage? You do not despise us Douban it? Alas ... such a one-time outbreak of disease-free moan, even the previous eyebrows pleasing to the audience can not stand it anymore. Feng Xiaogang really old, old can not accept a hint from the public put forward the feasibility of opinions. This far-fetched movie has no market, the audience has aesthetic, alas ... Shu Shu Bao Ah ... ...",0.158554
10,"冯小刚临退休还要玩自黑，真是没良心啊！你说你撒娇不拍就不拍嘛，反正1942就已经让自己黑过一回了，收手不好么？怎么对得起买票的观众？！怎么对得起拍了这么多年好不容易积累的成果？","Feng Xiaogang still have to play since the retirement black, really no conscience ah! You say you spoiled do not shoot well, anyway, 1942 has let myself be black one back, closing the hand is not good? How to afford to buy a ticket audience? ! How can you afford to shoot so many years finally accumulated the results?",0.295494
10,"冯小刚大概是想钱想疯了？这么个煞笔片子，只有前半部分能看，后面这么做作是为了啥？","Feng Xiaogang probably want money want crazy? So absurd films, only the first half to see, so behind doing so what?",0.205233
10,"冯小刚好狂啊？？？","Feng Xiaogang crazy ah? ? ?",0.242111
10,"冯小刚收了好多厂商的广告费，打算拍个电影都装进去，就去找王朔写本子，关键王朔也江郎才尽，说干脆炒冷饭拍个甲方乙方2吧，于是冯导找了一帮华谊股东来捧场，因为片酬给的少，所以每个人都是客串，不过片酬不重要，大牌云集票房就有保证，票房高了股票就涨了。于是，每个人都高兴的盆满钵满。","Feng Xiaogang received a lot of manufacturers advertising costs, going to make a movie are loaded into, went to find Wang Shuo to write the book, the key Wang Shuo also Jiang Lang done, simply fried fried rice a party B 2 bar, so Feng guide to find a bunch of Huayi shareholders To join in, because pay less, so everyone is a guest, but the pay is not important, big box office there is a guarantee, the box office up the stock. So, everyone happy pours.",0.264544
10,"冯小刚的喜剧能让影院起呼噜声也真是难得一遇！你逗观众玩，观众骂你烂，也是很正常的事情。就这么个烂剧本也好意思拍？！","Feng Xiaogang's comedy theater so grunts really is a rare event! It is normal for you to entertain the audience and scold the audience bad. It's so bad to shoot so bad film? !",0.147386
10,"冯小刚绝对是江郎才尽了，几段小品外加几个网络段子就拼出一部电影，完全就是各种广告中植入电影，他爸妈知道他这么商业吗？","Feng Xiaogang is absolutely Jiang Lang only do a few pieces of essays plus a few network segments to spell out a movie, is completely implanted in a variety of advertising films, his parents know he is so commercial?",0.212043
10,"冯小刚还能拍这么烂的片，好奇怪！还有王朔竟然是编剧，有点儿丢人了……不知道笑点在哪里！！","Feng Xiaogang can shoot such a bad film, so strange! There Wang Shuo turned out to be screenwriter, a bit shameful ... do not know where the jokes! !",0.232249
10,"几个段子一点不连贯，笑点笑不出来，不接地气，真心失望了……","A few paragraphs a little inconsistent, no laugh out of laughter, not grounded, really disappointed ...",0.160623
10,"几台小品凑了一电影，还野蛮植入那么多广告，这电影好意思收观众钱么？第一次看电影骂声一片，1星不能再多了。","Got a movie about a few sketches, but also implanted so much brutal ads, the movie is sorry to accept the audience money? The first time a movie scolding a star can not be more.",0.238256
10,"几坨shit凑成了一大坨","A few lump shit made a big lump",0.284843
10,"分几次终于看完了。。这部电影究竟想表达个肾嘛？？圆梦之后最后出现个道歉篇是什么JB立意？？？","Several times finally finished reading. . This movie exactly want to express a kidney thing? ? Dream finally appeared an apology chapter is what JB intention? ? ?",0.156813
10,"到底想表达什么呢？甲方乙方小品版？失望！！！","What do you want to express? Party B small version? Disappointed! ! !",0.25162
10,"单独把每一段拿出来分开看也许可以打两星但放在一起实在是……冯导您连故事也不会讲了么。植入广告什么的也就算了，节奏主题啥的都不顾了咩？","Separate each segment separately to see may be able to play two stars but put together really is ... Feng guide you tell the story will not say it. What implanted ads even no matter what the rhythm theme are ignored 咩?",0.256005
10,"卧槽。。笑点这么低的我，特么一个笑不出啊。。最后实在忍不住中途离场了。。。。。完全不知道那些观众在笑什么。。","Lying groove. . I laugh so low, especially a laugh ah. . Finally can not help but leave midway. . . . . Do not know what those audiences are laughing at. .",0.225716
10,"去看之前看到很多差评心想不会这么差吧，看了个苗圃莫名其妙的开头心想完了，结果。。。。尼玛的真的这么差啊！","To see before I see a lot of bad reviews do not think so bad it, saw a nursery baffled beginning thought over, the result. . . . Nima is so poor!",0.187583
10,"又他妈的零星嘛？？？！！！","And fuck sporadic thing? ? ? ! ! !",0.266411
10,"又臭又长。。几个主角演技完全捉急小丑似的表演根本无法逗笑观众。。简直尴尬。。。","Stinky and long. . A few actress acting perfectly urgent Joker-like performances simply can not laugh at the audience. . Just awkward. . .",0.297993
10,"受不了！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！","Can not stand it! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",0.043335
