"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
20,"不喜欢护舒宝 但是还挺喜欢天下无贼的 一星给范伟 一星给出乎意外演得蛮好的李小璐 时间去哪儿了这歌儿挺好的 上一首听哭的歌是筷子兄弟的那首 忘了歌名是叫父亲还是爸爸 我也不知道时间去哪儿了","Do not like Shu Shu Bao but quite like A World Without Thieves to Fan Wei a star gave surprisingly good acting Li Xiaolu where to go this song is very good on a song to hear the crying song is chopsticks brother I forgot the name of the song called father or father I do not know where the time went",0.796637
20,"不够娱乐","Not entertaining",1
20,"不太好看，因为是国产的，还是给两颗星吧。","Not very good, because it is made, or give it two stars.",0.785245
20,"不太好看；过年没新意啊","Not very nice; New Year no new idea ah",0.8195
20,"不好玩~~","Not fun ~ ~",0.785823
20,"不好看！！！！！冯最后的独白还是不错的，可是依然不能挽救这儿烂片呀","Not look good! ! ! ! ! Von the final monologue is not bad, but still can not save the bad film here",0.794907
20,"不好看，从前一直喜欢冯小刚的电影，觉得有温情，也有搞笑，看完了意犹未尽，但是这次的电影有点咯吱人笑的意思，没有以前的精髓了。","Do not look good, has always loved Feng Xiaogang's movie, I feel warmth, there are funny, read endless, but this movie a little creak mean, without the essence of the past.",0.789169
20,"不好看，很失望","Not look good, very disappointed",0.735711
20,"不好看，很无聊","Not look good, very boring",0.733782
20,"不好看，笑点高的千万别看，浪费时间","Do not look good, do not laugh at the high point, a waste of time",0.751958
20,"不好看。","Not good-looking",1
20,"不好看。不好看。不好看。","Not good-looking Not good-looking Not good-looking",1
20,"不好看~！","Not good ~!",0.796281
20,"不好看……","Not nice ...",0.775338
20,"不好笑的喜剧，不深刻到位的讽刺。编剧，导演，演员在这部片表现都很平庸，当然，如果剧本很不OK，演员也是很无奈的~~~虽然里面有些演员演得的确挺烂~~~","Not a funny comedy, not a profound irony. Screenwriter, director, actor performance in this film are mediocre, of course, if the script is not OK, the actor is very helpless ~ ~ ~ Although there are some actors who really rotten ~ ~ ~",0.880539
20,"不如以前的片子拍的好看了，尤其最后，非要转到感情片，拜托，差点把牙给酸掉了。如果没有最后一段，或许可以加一颗星","Better film than the previous film was good, especially in the end, we must go to the emotional film, please, almost to the teeth to acid off. If there is no last paragraph, maybe add a star",0.752386
20,"不如甲方乙方。最后那段说教有些别扭。冯导自集结号以来说教水平就很低劣。而且！陪三拨人看了三遍！","Not as good as Party B The last period of preaching a little awkward. Feng guide since assembly has been very poor level. and! Accompanied by three dials saw three times!",0.744562
20,"不如老头老太喊几句 今年过年不看戏，看戏只看～～～","Not as good as the old lady shouted a few new years this year, the Chinese New Year is not watching the theater, watching the show only ~ ~ ~",0.89094
20,"不得不说虽然尴尬的笑了一会儿但是真的不好看，感觉整个就像家长困得不行还要哄孩子睡觉时候讲的故事的状态一样：高姿态，偶尔有丁点儿意思，前言不搭后语，希望赶紧达到目的然后走人。","Have to say that although embarrassing laughed for a while but it really does not look good, feeling like the whole parent sleepy but also coax children to sleep when talking about the story of the same state: high profile, and occasionally a little bit of meaning, Hope to reach its goal quickly and leave.",0.802669
20,"不怎么好啊","Not very good",0.732596
20,"不怎么好看","Not very good looking",0.732596
20,"不怎么好看，没劲。","Not very nice, boring.",0.8408
20,"不怎么好看，第二段简直是导演的恶趣味，这种东西导演自己在微博上骂骂就行了，真搬上银幕就没意思了。其他几段还过得去，但和其他导演导出的小烂片又没多大区别，很多地方不好笑，有些地方笑一笑，但又不是因为电影好笑。黑了自己，讽刺社会，观众也得罪了，最后道个歉也不知大家买不买账。","Not very good-looking, the second paragraph is simply the director's bad taste, this director himself cursed on the microblogging on the line, it really boring on the screen boring. The other paragraphs are decent, but not so different from other small films exported by other directors. They are not funny in many places. They are smiled in some places, but not because of the movie's amusement. Black himself, satirical society, the audience also offended, and finally apologize I do not know if you buy it.",0.862218
20,"不怎么样，一直对大陆电影不来电。","Not very good, has been on the mainland movie call.",0.761738
20,"不怎么样，难现甲方乙方的经典。感觉几个故事都很扯淡，不怎么样","Not very good, it is difficult to find a party B's classic. Feel a few stories are nonsense, not very good",0.832934
20,"不怪小刚，他只是找错编剧和剧本，那哥们不行。还有马秘书好串的样子，老想捶他～","Do not blame Xiaogang, he just found the wrong screenplay and script, that man can not. There is a good string of horse secretary look, always want to beat him ~",0.75874
20,"不接地气了","Not grounded",1
20,"不接地气还好意思叫贺岁片，梗都那么老套。给片尾的公益广告两星我还是觉得挺值得~","Do not touch the air is also good luck called New Year film, stems are so old. To the end of the public service ads two stars I still think it is worth ~",0.825097
20,"不敢相信有人会觉得它好看。我这么宽容的人，这应该是我今年打出的第一个两星了，而且全是给最后那句话的。","Can not believe that someone will think it looks good. I am such a tolerant person, this should be the first two stars I hit this year, and all to the last sentence.",0.74823
20,"不明所以","Unknown",1
20,"不明所以。","Unknown",1
20,"不明所以···","Unknown",1
20,"不是喜剧吗，没啥笑点，但是同去的弟弟说很好看，真心无感，快睡着了","Not a comedy, nothing jokes, but go with the brother said very nice, really feel no sense, fast asleep",0.828851
20,"不是很好看","Not very good looking",0.732596
20,"不深刻","Not profound",1
20,"不看好奇，看了后悔。没有传说中的那么烂，也没有多好。总觉得缺了点什么。表演很做作。我媳妇看电影的过程居然睡着了。不是黑这个电影，我媳妇一般遇到她不感兴趣的电影都能睡过去，有这么个奇葩媳妇，为我打分生了不少的精力。","Do not look curious, read regret. Not legendary so bad, nor much good. Always feel something missing. Performance is very work. My wife's movie actually fell asleep. Not black this movie, my wife in general encounter she is not interested in the movie can sleep in the past, there is such a wonderful daughter-in-law, gave me score a lot of energy.",0.792007
20,"不知所云 垃圾","Unintelligible trash",1
20,"不知所云，矫情","Unintelligible, hypocritical",1
20,"不知笑点过高还是怎么回事，感觉笑点很牵强~也可能是希望越大失望越大吧，不想说啥了，不推荐大家去影院看，反正网上也有了~","I do not know jokes too high or how else, feeling joking very far-fetched ~ may also hope that the greater the disappointment, do not want to say what, I do not recommend to the theater to see, anyway, there are online ~",0.880276
20,"不知道说什么好。不过白百合演有钱老板那段演的还真挺不错的，一点儿不做作。","I do not know what to say. However, the performance of the white lily boss that section of the money is also very good, not at all contrived.",0.769209
20,"不能简单用烂片概括的，但是跟好片一点关系都没有，导演说教的嘴脸真是令人讨厌，白百何是真不好看，太考究发型和搭配了","Can not simply summed up with bad films, but with good films that nothing at all, the preaching of the director is really annoying, what is the truth is not good, too hairstyle and collocation",0.818281
20,"不能说不好看，只是期待比较高，现在期待又转移到春晚上，难道又是骂声一片","Can not say do not look good, but look forward to relatively high, and now look forward to moving to the Spring Festival Night, Is it scolding one",0.768625
20,"不行 不过白百何还是很乖的 郑凯还是很帅的啦、","However, Bai Bai Ho is still very good or very handsome Zheng Kai friends,",0.801
20,"不行 很虚伪","Not hypocritical",1
20,"不要脸","shameless",1
20,"不连贯","Incoherent",1
20,"与其拼成119分钟的电影，不如拆成几个短片。想讲的事很多，但在两个小时里都没讲好。有几个部分单看可能不错，但放在整部电影里感觉相当多余。结尾尤其突兀且煽情不自然。冲着编剧去的，现在觉得果然还是看书好。幸好今天半价。","Instead of spelling 119 minutes of the movie, it is better to split into several short films. Want to talk about many things, but did not say good in two hours. It may be nice to have a couple of sections, but it feels quite superfluous to put it in the whole movie. In particular, ending unexpected and sensational unnatural. Directed at the screenwriter, and now really feel good or read. Fortunately, half price today.",0.961187
20,"专门看了下票房7个亿左右，感觉过高了，顶多1亿多点。有当年的非诚勿扰的风格。但是这喜剧喜得让人笑不出来。完全比不上泰囧。虽然很多名角，但是片子真的不怎么样。不推荐。片子的开头黑白颠覆了喜剧的特点，开头我觉得是最大的败笔，结尾也没有画龙点睛，道歉和前面的故事完全不能很好地联系起来","Special looked at the box office 7 million or so, feeling too high, at most more than 100 million points. If you are the one of the year's style. But this comedy happy people laugh. Not as good as Thai 囧. Although many names, but the film is really not good. Not recommended. The beginning of the film black and white subvert the characteristics of comedy, I think the beginning is the biggest failure, the end is not finishing touch, apology and the story can not be properly linked",0.929242
20,"东拼西凑","Patchwork",1
20,"两星分别给白百合和李小璐的好身材。只要她们在镜头里我的注意力就基本集中在她们的胸腰臀腿脸。葛优竟然不好翘。至于其它嘛……哈哈哈哈哈……我能理解冯导想要拍出自己的想法，不过就观影的第一直觉，只能说冯导成全了自己，恶心了别人。","Two stars were good for white lily and Li Xiaolu. As long as they are in the camera my attention is basically focused on their thigh waist and hip. Ge excellent unexpected Alice. As for the other thing ... ... ha ha ha ha ha ... ... I can understand Feng guide want to shoot their own ideas, but the first instincts of watching the movie, can only say that Feng led all their own, disgusting others.",0.876373
20,"两星给宋丹丹那段煽情。还有一星是看在白百何和李小璐两件泳装的份上……第五代最后一个还看得过眼的也栽了。我倒觉得挺高兴的。","Song Dandan two-star sensational that period. There is also a star to see Bai Bai Ho and Li Xiaolu two pieces of swimsuit ... ... the fifth generation of the last one also see the eyes planted. I feel very happy.",0.734512
20,"两星给的很主观，因为观看电影途中睡着了~","Two stars to the very subjective, because watching the movie on the way fell asleep ~",0.768812
20,"个人感觉，冯氏的时代要离去了，所以，还是愿意给出5分。但平心而论，我对冯小刚的喜剧还是抱着较高的期待，所以，失望肯定大于感动。唯一让我笑的，貌似就是坟前的麻将的那个段子，遗憾的是，最后体验富翁那个故事，貌似可以再深入一下。天下无贼之后的冯氏喜剧，呵呵~~~~","Personal feeling, Feng's time to leave, so, still willing to give 5 points. However, in all fairness, I still hold high expectations of Feng Xiaogang's comedy, so disappointment is certainly greater than touched. The only thing that made me laugh, looks like the passage of the grave mahjong, unfortunately, the story of the rich man finally experience, looks like you can go deeper. After the world without thieves Feng comedy, hehe ~ ~ ~ ~",0.832329
20,"个人觉得还是很精彩的，冯氏幽默和葛优的表演还是很搭的。当官那一段确实引人深思。而最后一段关于环境的还是很感动的。冯小刚的贺岁片。每年必看！推荐。","Personally think it is still very exciting, Feng's humor and Ge You's performance is still very take. The official period really provoked thought. The last paragraph about the environment is still very moving. Feng Xiaogang's New Year film. Must see every year! recommend.",0.856867
20,"中规中矩 好无聊的喜剧片-_-/// 不过有些地方发人深思  时间都去哪儿了歌儿很好听","Quite good boring comedy -_- /// But in some places thought-provoking time go where the song is good",0.823025
20,"中途离场了","Leave midway",1
20,"丹丹姐好感人~~~","Dandan sister is touching ~ ~ ~",0.785502
20,"主题其实真挺好 但是最后的呈现手法真的不敢恭维 串起来的故事也并没有就此连成一个紧密的整体 去电影院看是有点失望","The theme is actually very good, but the final presentation really can not compliment the story together did not concatenate into a close whole to the cinema to see is a little disappointed",0.727775
20,"之前冯小刚的电影 看的还是挺少的 回想 非诚勿扰时 感觉还是不错的 但这部剧吧 总有一种 违和感 就是觉得别扭 拧巴 跳戏 特别最后那个特别奉献 反正我鸡皮疙瘩是起来了 想法是好的 但我觉得不是这么个表现法 有种倒退的感觉 这样不是太容易让大众接受 消化不了 太教条","Feng Xiaogang before the movie is still very little look at the If you're the one feeling is good or not, but this drama there is always a sense of disobedience that is uncomfortable twisting and prancing special last that special dedication anyway, my goose bugs are up, the idea is good But I think it is not so kind of performance law retrogressive feeling so not too easy for the public to accept digestion can not be too dogmatic",0.808875
20,"之前总觉得观众太过苛刻，影评圈嘴太毒，觉得凡是拍出来的电影都是自己的心头好，掌中宝，至少是自己孩子般用心做的，最差也比光说不练的好。谁知道….觉得导演真是太没诚意了！.你们要看喜剧，好，给你几个点；你们要看俗的，好，geinilaidianhuadde","Always feel before the audience is too harsh, the film critic is too toxic, I think all films are out of their own heart, palm, at least their own children like to do, the worst than the light to say no good. Who knows ... ... think the director is really not sincere! You have to watch comedy, okay, give you a few points; you have to see the vulgar, well, geinilaidianhuadde",0.749112
20,"之前是期待的，没想到上映后恶评如潮，而我是相信群众的，年底坐电影院边吃爆米花边笑看来是不可能了。刚哥喜剧电影的血统元素贫，这次感觉有点贫血。范伟是个好演员。五分。增票，六分。","Expectations before, did not expect the release after the rave reviews, and I believe the masses, at the end of the movie theater to eat popcorn laugh seems impossible. Just brother comedy movie elements of the poor, this time feeling a little anemia. Fan Wei is a good actor. Five points. Ticket increase, six points.",0.781541
20,"乏味","tedious",1
20,"也是蛮无聊的~","Is also very boring ~",0.753054
20,"也许是对冯氏喜剧过于期待，也需是被宣传片蒙蔽了眼睛，总之期望很高，失望很大！冯氏幽默的根本是市井草根幽默，但把它生硬的移植于高档会所，高级酒店，加上无尽的很不巧妙的植入广告就马上把整个影片的水准拉了下来。失望至极……","May be over-looking for the comedy of Feng, but also need to be blindfolded by the promo, in short, high expectations, disappointed! Feng's humor is rooted in the well-known grass-roots humor of the city, but it is hard to transplant in the high-end clubs, luxury hotels, coupled with endless inexplicable placement ads immediately put the whole film level down. completely lose hope……",0.813745
20,"乱。","Chaos",1
20,"乱七八糟～","Messy ~",0.734991
20,"五分，给两颗星。这对于冯导来说，并不算出色发挥。电影分几个主题反映社会现实，为官之道是政治层面，雅俗区分是精神层面，最后是经济层面（特别提到了买房），最后主题升华有点狗尾续貂。不过有一点笑点，还有演员的表现，葛大爷确实不错的。","Five points to two stars. This is for Feng guide, not good play. The film is divided into several themes to reflect the social reality, the official way is the political level, the level of elegance and customs is the spiritual level, the last is the economic level (especially referred to buy a house), the final theme sublimation a bit dogfold mink. However, there is a little laugh, as well as the performance of the actor, Grandpa Ge really good.",0.892508
20,"亮点极少，第四章不错但总体跟其他故事毛关系都没有一点。几个演员的演技都很好啊，各种飚戏啊，演了半天我还以为是在马戏团看小丑呢，你演技再好有个蛋用跟电影一毛钱关系都没有。前期摄影各种抖，后期各种穿帮各种越轴。耀莱马连道拷贝效果极差，噪点明显空镜尤为严重，希望是个别现象吧。3.5分","Very few bright spots, the fourth chapter is good but the overall relationship with other stories are not a little hair. A few actors acting is very good, all kinds of Biao opera ah, played for a long time I thought it was a circus clown it, no matter how good your acting with an egg with the movie a dime relationship no. All kinds of early photography shake, post various wear to wear a variety of cross-axis. Yao Lai Malian copy copy effect is very poor, the noise is particularly serious empty mirror, hope it is an individual phenomenon. 3.5 points",0.87089
20,"人物故事很刻意，好像讲笑话不好笑的人一直解释笑点逼着你笑的感觉。他片子一贯的幽默犀利的台词也没有，笑点一直不痛不痒，看得很憋屈。结尾不知所云，把本来不好的质量直线拉下。冯小刚近年的水准真是一路走低。","Character story is very deliberate, like jokes people do not seem to explain the laughter forcing you laugh feeling. His film has always been humorous lines did not, smile has been superficial, very Biequ. Unconscious at the end, the original poor quality straight down. Feng Xiaogang's standards in recent years are all the way down.",0.744588
20,"什么j8玩意儿啊~~~","What j8 stuff ah ~ ~ ~",0.7616
20,"什么玩意儿！！拍这种东西也有脸在微薄上骂人，就算你有个还不错的idea，你以为这个idea就能撑起整个电影吗？？！！！别扯蛋了！！！你的问题的没看清自己的位置！！","What the hell! ! To shoot this kind of thing also has a thin face on the curse, even if you have a good idea, you think this idea can hold up the whole movie? ? ! ! ! Do not pull eggs! ! ! Your problem did not see their location! !",0.764947
20,"今年贺岁片本来就不多，质量还不好，批判性是有了，可是不够好笑，甚至感觉像是赶工出来的片子，白百合总感觉她的范儿不太适合演喜剧。创意还是好的，不过玩的还不够high。","This year's Lunar New Year film was not much, the quality is not good, there is critical, but not funny, and even feel like hurried film, white lily always feel her range of children is not suitable for comedy. Creative or good, but not high enough to play.",0.924379
20,"从头到尾都挺出戏的，有些地方挺逗，但整体感觉就没把我拉进电影里去关心人物，4个主演也没有发展，开头这人什么样结尾还什么样。片尾的道歉环节词写的挺好，还有点真诚在。我后面的一个大姐几乎每个地方都乐，声音还特大，都笑傻了感觉；难怪导演觉得自己跟观众一条心，因为确实它能逗乐一些观众啊。","From start to finish are quite out of play, in some places very funny, but the overall feeling did not pull me into the movie to care about the characters, the four starring also did not develop, beginning what kind of end what kind of person. End of the apology link words written quite good, there is a little sincerity in. It was no wonder that the director felt herself intimate with the audience, because indeed it entertained some of the audience.",0.885026
